DEM_3_29;GEB_6_4;DEM_2_4;HH_4_4;WHG_4_2;osm_nodes_counter;BEV_INSGESAMT;BEV_JE_QM;FLAECHE_QM;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_SIEDLUNG_VERKEHR;EINK_JE_EINW;WHG_6_5;BESIEDLUNGSSCHLUESSEL;REGIONSTYP;revenue_sum1;revenue_sum2;revenue_avg2;revenue_avg1_per_head;revenue_avg2_per_head;revenue_avg1
7.0;6.0;288.0;178.0;12.0;4;646;31;20.7;3.2;11.4;9.8;19252.0;12.0;3;gem;;;;;;
24.0;13.0;506.0;275.0;34.0;1;1184;47;25.26;3.2;11.4;9.8;19252.0;68.0;3;gem;;;;;;
19.0;6.0;376.0;302.0;28.0;31;1159;32;36.36;3.2;11.4;9.8;19252.0;61.0;3;gem;;;;;;
21.0;32.0;729.0;436.0;71.0;73;1768;79;22.51;3.2;11.4;9.8;19252.0;28.0;3;gem;;;;;;
15.0;12.0;421.0;248.0;26.0;37;1012;39;25.8;3.2;11.4;9.8;19252.0;13.0;3;gem;;;;;;
33.0;97.0;1421.0;1041.0;249.0;23;3590;210;17.13;3.2;11.4;9.8;19252.0;58.0;2;gem;;;;;;
37.0;45.0;650.0;534.0;116.0;12;1742;192;9.08;3.2;11.4;9.8;19252.0;37.0;2;gem;;;;;;
15.0;15.0;364.0;260.0;43.0;2;942;150;6.28;3.2;11.4;9.8;19252.0;15.0;2;gem;;;;;;
33.0;79.0;947.0;685.0;213.0;66;2338;270;8.65;3.2;11.4;9.8;19252.0;53.0;2;gem;;;;;;
24.0;37.0;463.0;346.0;69.0;12;1319;85;15.57;3.2;11.4;9.8;19252.0;22.0;3;gem;;;;;;
3.0;26.0;370.0;266.0;46.0;6;905;67;13.43;3.2;11.4;9.8;19252.0;15.0;3;gem;;;;;;
28.0;48.0;645.0;485.0;98.0;10;1631;117;13.95;3.2;11.4;9.8;19252.0;42.0;2;gem;;;;;;
47.0;41.0;843.0;589.0;98.0;60;2169;47;46.36;3.2;11.4;9.8;19252.0;77.0;3;stadt;;;;;;
18.0;3.0;245.0;157.0;14.0;34;713;29;24.22;3.2;11.4;9.8;19252.0;26.0;3;gem;;;;;;
21.0;13.0;418.0;302.0;67.0;30;1102;67;16.56;3.2;11.4;9.8;19252.0;25.0;3;gem;;;;;;
18.0;35.0;478.0;388.0;55.0;10;1215;115;10.56;3.2;11.4;9.8;19252.0;26.0;2;gem;;;;;;
43.0;34.0;600.0;405.0;74.0;24;1603;66;24.3;3.2;11.4;9.8;19252.0;52.0;3;gem;;;;;;
16.0;17.0;402.0;290.0;27.0;43;918;103;8.92;3.2;11.4;9.8;19252.0;23.0;2;gem;;;;;;
27.0;36.0;520.0;374.0;71.0;2;1299;171;7.58;3.2;11.4;9.8;19252.0;15.0;2;gem;;;;;;
67.0;84.0;1264.0;986.0;216.0;68;3506;86;40.82;3.2;11.4;9.8;19252.0;89.0;3;stadt;;;;;;
19.0;25.0;361.0;237.0;67.0;9;975;52;18.58;3.2;11.4;9.8;19252.0;33.0;3;gem;;;;;;
14.0;;228.0;150.0;20.0;0;650;53;12.17;3.2;11.4;9.8;19252.0;31.0;3;gem;;;;;;
33.0;9.0;481.0;276.0;38.0;14;1161;70;16.64;3.2;11.4;9.8;19252.0;25.0;3;gem;;;;;;
26.0;21.0;588.0;393.0;71.0;17;1514;70;21.57;3.2;11.4;9.8;19252.0;43.0;3;gem;;;;;;
25.0;26.0;617.0;385.0;30.0;22;1460;81;18.13;3.2;11.4;9.8;19252.0;24.0;3;gem;;;;;;
84.0;165.0;2073.0;1585.0;310.0;142;5265;129;40.76;3.3;12.7;10.1;18789.0;155.0;2;stadt;;;;;;
204.0;432.0;5123.0;4012.0;1307.0;367;13349;253;52.68;3.3;12.7;10.1;18789.0;213.0;2;stadt;6389285.32;6389285.32;6389285.32;478.63;478.63;6389285.32
50.0;61.0;1543.0;1122.0;188.0;135;4285;95;45.15;3.3;12.7;10.1;18789.0;101.0;2;gem;;;;;;
91.0;108.0;2486.0;1774.0;330.0;178;6347;103;61.59;3.3;12.7;10.1;18789.0;126.0;2;gem;;;;;;
61.0;75.0;1420.0;1009.0;230.0;120;3657;59;61.87;3.3;12.7;10.1;18789.0;83.0;3;stadt;;;;;;
75.0;56.0;1316.0;888.0;102.0;169;3574;50;71.87;3.3;12.7;10.1;18789.0;81.0;3;gem;;;;;;
49.0;30.0;1187.0;777.0;132.0;85;2979;49;61.1;3.3;12.7;10.1;18789.0;35.0;3;gem;;;;;;
33.0;47.0;1161.0;864.0;140.0;91;3133;255;12.29;3.3;12.7;10.1;18789.0;49.0;2;gem;;;;;;
18.0;21.0;670.0;412.0;55.0;78;1713;62;27.75;3.3;12.7;10.1;18789.0;49.0;3;gem;;;;;;
115.0;163.0;2085.0;1652.0;374.0;186;5680;159;35.74;3.3;12.7;10.1;18789.0;185.0;2;stadt;4079861.41;4079861.41;4079861.41;718.29;718.29;4079861.41
3.0;6.0;427.0;277.0;25.0;27;1051;85;12.41;3.3;12.7;10.1;18789.0;23.0;3;gem;;;;;;
54.0;104.0;1386.0;1071.0;253.0;167;3801;148;25.76;3.3;12.7;10.1;18789.0;68.0;2;gem;;;;;;
19.0;12.0;517.0;355.0;56.0;47;1381;82;16.92;3.3;12.7;10.1;18789.0;33.0;3;gem;;;;;;
18.0;26.0;467.0;354.0;55.0;46;1204;108;11.16;3.3;12.7;10.1;18789.0;22.0;2;gem;;;;;;
132.0;193.0;2769.0;2010.0;647.0;211;7265;76;95.02;3.3;12.7;10.1;18789.0;168.0;3;stadt;3693148.25;3693148.25;3693148.25;508.35;508.35;3693148.25
33.0;28.0;604.0;383.0;57.0;44;1549;54;28.44;3.3;12.7;10.1;18789.0;22.0;3;gem;;;;;;
14.0;15.0;602.0;403.0;95.0;33;1576;64;24.62;3.3;12.7;10.1;18789.0;28.0;3;gem;;;;;;
24.0;21.0;740.0;418.0;68.0;14;1792;48;37.3;3.3;12.7;10.1;18789.0;33.0;3;gem;;;;;;
19.0;;358.0;214.0;12.0;13;901;22;40.24;3.3;12.7;10.1;18789.0;24.0;3;gem;;;;;;
30.0;12.0;554.0;355.0;46.0;32;1396;36;38.76;3.3;12.7;10.1;18789.0;46.0;3;gem;;;;;;
89.0;114.0;2026.0;1379.0;273.0;158;4974;88;56.36;3.3;12.7;10.1;18789.0;105.0;3;stadt;;;;;;
18.0;3.0;696.0;438.0;46.0;29;1685;53;31.69;3.3;12.7;10.1;18789.0;36.0;3;gem;;;;;;
14.0;12.0;242.0;166.0;12.0;16;619;67;9.21;3.3;12.7;10.1;18789.0;6.0;3;gem;;;;;;
22.0;29.0;449.0;360.0;82.0;6;1222;128;9.58;3.3;12.7;10.1;18789.0;34.0;2;gem;;;;;;
35.0;56.0;983.0;793.0;181.0;70;2682;87;30.78;3.3;12.7;10.1;18789.0;67.0;3;gem;;;;;;
24.0;22.0;760.0;519.0;66.0;21;1930;111;17.37;3.3;12.7;10.1;18789.0;35.0;2;gem;;;;;;
120.0;222.0;2708.0;2048.0;427.0;208;6967;114;60.92;3.2;9.2;13.4;20677.0;156.0;2;stadt;5072121.93;5072121.93;5072121.93;728.02;728.02;5072121.93
40.0;42.0;996.0;640.0;65.0;99;2380;49;48.77;3.2;9.2;13.4;20677.0;39.0;3;gem;;;;;;
400.0;819.0;7835.0;6468.0;1997.0;645;20705;441;47.0;3.2;9.2;13.4;20677.0;717.0;2;stadt;15467416.78;15467416.78;15467416.78;747.04;747.04;15467416.78
50.0;78.0;861.0;615.0;127.0;41;2292;188;12.21;3.2;9.2;13.4;20677.0;79.0;2;stadt;;;;;;
44.0;40.0;1275.0;844.0;107.0;82;3189;65;48.86;3.2;9.2;13.4;20677.0;72.0;3;stadt;;;;;;
76.0;97.0;1550.0;1017.0;176.0;144;3678;174;21.11;3.2;9.2;13.4;20677.0;47.0;2;gem;;;;;;
6.0;14.0;327.0;251.0;32.0;27;807;63;12.81;3.2;9.2;13.4;20677.0;9.0;3;gem;;;;;;
10.0;10.0;308.0;207.0;19.0;28;828;36;22.92;3.2;9.2;13.4;20677.0;25.0;3;gem;;;;;;
16.0;22.0;307.0;235.0;34.0;13;809;118;6.88;3.2;9.2;13.4;20677.0;19.0;2;gem;;;;;;
93.0;137.0;1915.0;1383.0;296.0;100;4764;143;33.37;3.2;9.2;13.4;20677.0;101.0;2;gem;3356408.82;3356408.82;3356408.82;704.54;704.54;3356408.82
20.0;56.0;710.0;488.0;51.0;85;1620;110;14.77;3.2;9.2;13.4;20677.0;31.0;2;gem;;;;;;
22.0;18.0;615.0;453.0;85.0;60;1614;85;19.09;3.2;9.2;13.4;20677.0;44.0;3;gem;;;;;;
19.0;22.0;374.0;302.0;33.0;23;967;91;10.57;3.2;9.2;13.4;20677.0;33.0;3;gem;;;;;;
81.0;71.0;1758.0;1193.0;167.0;203;4403;56;78.02;3.2;9.2;13.4;20677.0;83.0;3;stadt;;;;;;
21.0;45.0;474.0;347.0;63.0;23;1165;150;7.77;3.2;9.2;13.4;20677.0;30.0;3;gem;;;;;;
21.0;54.0;684.0;474.0;97.0;139;1699;148;11.5;3.2;9.2;13.4;20677.0;39.0;2;gem;;;;;;
28.0;15.0;670.0;424.0;59.0;31;1593;63;25.13;3.2;9.2;13.4;20677.0;46.0;3;gem;;;;;;
24.0;82.0;900.0;684.0;111.0;31;1965;517;3.8;3.2;9.2;13.4;20677.0;30.0;2;gem;;;;;;
17.0;48.0;506.0;373.0;82.0;31;1190;52;22.73;3.2;9.2;13.4;20677.0;27.0;2;gem;;;;;;
22.0;35.0;427.0;337.0;54.0;8;1041;228;4.57;3.2;9.2;13.4;20677.0;23.0;2;gem;;;;;;
37.0;49.0;709.0;553.0;86.0;29;1879;221;8.52;3.2;9.2;13.4;20677.0;61.0;2;gem;;;;;;
27.0;30.0;504.0;409.0;74.0;44;1257;164;7.68;3.2;9.2;13.4;20677.0;34.0;2;gem;;;;;;
84.0;121.0;1324.0;967.0;215.0;123;3573;177;20.16;3.2;9.2;13.4;20677.0;103.0;2;stadt;;;;;;
36.0;50.0;749.0;577.0;130.0;31;1787;170;10.52;3.2;9.2;13.4;20677.0;53.0;2;stadt;;;;;;
19.0;;394.0;237.0;21.0;2;1015;44;23.23;3.2;9.2;13.4;20677.0;21.0;3;gem;;;;;;
28.0;26.0;639.0;491.0;118.0;34;1746;177;9.84;3.2;9.2;13.4;20677.0;47.0;2;gem;;;;;;
15.0;12.0;321.0;248.0;42.0;10;830;305;2.72;3.2;9.2;13.4;20677.0;21.0;2;gem;;;;;;
18.0;9.0;449.0;285.0;34.0;31;1041;59;17.51;3.2;9.2;13.4;20677.0;31.0;3;gem;;;;;;
24.0;21.0;403.0;270.0;62.0;66;1014;191;5.3;3.2;9.2;13.4;20677.0;20.0;2;gem;;;;;;
9.0;32.0;528.0;402.0;60.0;67;1428;252;5.67;3.2;9.2;13.4;20677.0;28.0;2;gem;;;;;;
122.0;276.0;3449.0;2599.0;670.0;291;9151;152;60.19;3.2;9.2;13.4;20677.0;222.0;2;stadt;;;;;;
106.0;142.0;1448.0;1074.0;264.0;151;3904;77;50.92;3.1;9.6;11.1;20569.0;135.0;3;stadt;3501850.41;3501850.41;3501850.41;896.99;896.99;3501850.41
49.0;58.0;886.0;679.0;198.0;101;2542;99;25.67;3.1;9.6;11.1;20569.0;52.0;2;gem;;;;;;
23.0;34.0;648.0;518.0;132.0;28;1797;158;11.34;3.1;9.6;11.1;20569.0;80.0;2;gem;;;;;;
58.0;45.0;953.0;700.0;128.0;40;2632;84;31.23;3.1;9.6;11.1;20569.0;99.0;3;gem;;;;;;
150.0;278.0;3489.0;2479.0;790.0;253;8822;362;24.39;3.1;9.6;11.1;20569.0;228.0;2;gem;5867826.0;5867826.0;5867826.0;665.14;665.14;5867826.0
178.0;284.0;3611.0;2779.0;1173.0;154;9919;607;16.33;3.1;9.6;11.1;20569.0;269.0;2;stadt;;;;;;
58.0;79.0;1460.0;1090.0;233.0;124;3881;102;38.12;3.1;9.6;11.1;20569.0;109.0;2;gem;;;;;;
44.0;43.0;998.0;732.0;191.0;23;2693;245;10.98;3.1;9.6;11.1;20569.0;67.0;2;gem;;;;;;
97.0;141.0;1890.0;1452.0;397.0;271;5028;265;19.0;3.1;9.6;11.1;20569.0;119.0;2;gem;;;;;;
52.0;129.0;1658.0;1286.0;422.0;85;4131;295;14.02;3.1;9.6;11.1;20569.0;63.0;2;gem;;;;;;
39.0;52.0;814.0;616.0;116.0;206;2298;36;63.86;3.1;9.6;11.1;20569.0;76.0;3;gem;;;;;;
107.0;192.0;2330.0;1729.0;502.0;311;6161;291;21.15;3.1;9.6;11.1;20569.0;219.0;2;stadt;;;;;;
57.0;103.0;1919.0;1358.0;269.0;243;4851;244;19.85;3.1;9.6;11.1;20569.0;109.0;2;gem;;;;;;
175.0;426.0;3391.0;2778.0;1195.0;477;9177;152;60.18;3.1;9.6;11.1;20569.0;363.0;2;stadt;;;;;;
108.0;123.0;1812.0;1397.0;372.0;216;4929;267;18.46;3.1;9.6;11.1;20569.0;104.0;2;gem;;;;;;
44.0;175.0;2010.0;1587.0;425.0;90;4920;315;15.6;3.1;9.6;11.1;20569.0;66.0;2;gem;;;;;;
149.0;257.0;3267.0;2478.0;729.0;329;8544;344;24.83;3.1;9.6;11.1;20569.0;198.0;2;stadt;6642135.22;6642135.22;6642135.22;777.4;777.4;6642135.22
18.0;58.0;673.0;524.0;118.0;47;1798;108;16.61;3.1;9.6;11.1;20569.0;44.0;2;gem;;;;;;
118.0;225.0;2680.0;2173.0;712.0;225;6896;346;19.95;3.1;9.6;11.1;20569.0;149.0;2;gem;4937796.85;4937796.85;4937796.85;716.04;716.04;4937796.85
42.0;58.0;876.0;635.0;152.0;30;2296;84;27.28;3.1;9.6;11.1;20569.0;57.0;3;gem;;;;;;
92.0;120.0;1750.0;1320.0;394.0;126;4831;304;15.89;3.1;9.6;11.1;20569.0;109.0;2;stadt;4024833.88;4024833.88;4024833.88;833.13;833.13;4024833.88
87.0;127.0;1571.0;1241.0;344.0;97;4220;243;17.39;3.1;9.6;11.1;20569.0;91.0;2;gem;3136117.01;3136117.01;3136117.01;743.16;743.16;3136117.01
29.0;21.0;591.0;438.0;92.0;23;1499;90;16.65;3.1;9.6;11.1;20569.0;18.0;3;gem;;;;;;
56.0;151.0;1413.0;1092.0;432.0;58;3522;371;9.49;3.1;9.6;11.1;20569.0;101.0;2;gem;;;;;;
34.0;61.0;529.0;431.0;76.0;27;1379;279;4.94;3.1;9.6;11.1;20569.0;41.0;2;gem;;;;;;
19.0;19.0;259.0;243.0;29.0;16;811;202;4.01;3.1;9.6;11.1;20569.0;45.0;2;gem;;;;;;
27.0;39.0;730.0;581.0;128.0;39;1914;237;8.06;3.1;9.6;11.1;20569.0;15.0;2;gem;;;;;;
98.0;195.0;2144.0;1648.0;503.0;123;5757;364;15.8;3.1;9.6;11.1;20569.0;116.0;2;gem;;;;;;
36.0;55.0;988.0;712.0;149.0;118;2555;106;24.15;3.1;9.6;11.1;20569.0;74.0;2;gem;;;;;;
24.0;18.0;702.0;472.0;61.0;86;1753;141;12.42;3.1;9.6;11.1;20569.0;26.0;2;gem;;;;;;
18.0;36.0;487.0;362.0;63.0;64;1279;34;37.66;3.1;9.6;11.1;20569.0;28.0;2;gem;;;;;;
23.0;35.0;570.0;431.0;101.0;39;1602;147;10.87;3.1;9.6;11.1;20569.0;76.0;2;stadt;;;;;;
146.0;163.0;3223.0;2338.0;463.0;88;8090;72;112.11;2.6;13.1;9.1;20087.0;216.0;3;stadt;;;;;;
45.0;55.0;1212.0;869.0;149.0;72;3249;57;56.81;2.6;13.1;9.1;20087.0;69.0;3;gem;;;;;;
91.0;139.0;1640.0;1352.0;281.0;228;4523;236;19.2;2.6;13.1;9.1;20087.0;167.0;2;gem;;;;;;
216.0;261.0;3908.0;2974.0;638.0;196;10652;142;75.1;2.6;13.1;9.1;20087.0;342.0;2;stadt;4443533.17;4443533.17;4443533.17;417.15;417.15;4443533.17
273.0;392.0;5711.0;4274.0;922.0;261;14863;151;98.18;2.6;13.1;9.1;20087.0;355.0;2;stadt;5909575.3;5909575.3;5909575.3;397.6;397.6;5909575.3
57.0;99.0;1659.0;1301.0;266.0;64;4340;170;25.48;2.6;13.1;9.1;20087.0;123.0;2;gem;;;;;;
342.0;638.0;5977.0;4744.0;1669.0;593;15708;174;90.44;2.6;13.1;9.1;20087.0;440.0;2;stadt;12265783.31;12265783.31;12265783.31;780.86;780.86;12265783.31
191.0;328.0;3904.0;3259.0;1263.0;226;10839;304;35.7;2.6;13.1;9.1;20087.0;223.0;2;stadt;5234879.75;5234879.75;5234879.75;482.97;482.97;5234879.75
34.0;40.0;758.0;599.0;92.0;90;2022;77;26.2;2.6;13.1;9.1;20087.0;77.0;3;stadt;;;;;;
20.0;41.0;493.0;361.0;80.0;36;1401;135;10.38;2.6;13.1;9.1;20087.0;48.0;2;gem;;;;;;
89.0;140.0;1362.0;1106.0;323.0;58;3706;185;19.98;2.6;13.1;9.1;20087.0;81.0;2;gem;;;;;;
16.0;18.0;332.0;236.0;37.0;69;904;74;12.28;2.6;13.1;9.1;20087.0;45.0;3;gem;;;;;;
35.0;49.0;835.0;611.0;100.0;9;2104;72;29.15;2.6;13.1;9.1;20087.0;55.0;3;gem;;;;;;
24.0;23.0;700.0;510.0;114.0;72;1836;50;36.95;2.6;13.1;9.1;20087.0;33.0;2;gem;;;;;;
38.0;43.0;944.0;758.0;116.0;23;2426;158;15.31;2.6;13.1;9.1;20087.0;48.0;2;gem;;;;;;
25.0;54.0;733.0;544.0;176.0;32;1975;166;11.93;2.6;13.1;9.1;20087.0;46.0;2;gem;;;;;;
27.0;26.0;663.0;499.0;84.0;49;1841;162;11.33;2.6;13.1;9.1;20087.0;62.0;2;gem;;;;;;
30.0;36.0;561.0;417.0;60.0;19;1393;58;24.15;2.6;13.1;9.1;20087.0;48.0;3;gem;;;;;;
19.0;7.0;384.0;270.0;34.0;25;1019;51;20.06;2.6;13.1;9.1;20087.0;33.0;3;gem;;;;;;
16.0;3.0;388.0;282.0;34.0;47;995;83;12.06;2.6;13.1;9.1;20087.0;36.0;3;stadt;;;;;;
28.0;23.0;557.0;376.0;46.0;22;1356;75;17.99;2.6;13.1;9.1;20087.0;24.0;3;gem;;;;;;
9.0;10.0;394.0;266.0;45.0;19;1032;86;12.07;2.6;13.1;9.1;20087.0;31.0;3;gem;;;;;;
45.0;96.0;972.0;719.0;152.0;89;2518;49;51.36;2.6;13.1;9.1;20087.0;77.0;3;gem;;;;;;
18.0;3.0;322.0;246.0;40.0;42;865;25;34.36;2.6;13.1;9.1;20087.0;27.0;3;gem;;;;;;
21.0;12.0;293.0;233.0;22.0;11;869;61;14.28;2.6;13.1;9.1;20087.0;30.0;3;gem;;;;;;
12.0;10.0;373.0;270.0;33.0;8;1007;86;11.7;2.6;13.1;9.1;20087.0;34.0;3;gem;;;;;;
21.0;22.0;476.0;329.0;68.0;37;1254;109;11.5;2.6;13.1;9.1;20087.0;25.0;2;gem;;;;;;
21.0;23.0;551.0;384.0;29.0;41;1368;30;45.31;2.6;13.1;9.1;20087.0;49.0;3;gem;;;;;;
42.0;16.0;700.0;480.0;65.0;10;1831;61;30.16;2.6;13.1;9.1;20087.0;37.0;3;gem;;;;;;
12.0;14.0;320.0;233.0;34.0;43;865;90;9.65;2.6;13.1;9.1;20087.0;15.0;2;gem;;;;;;
21.0;18.0;498.0;331.0;39.0;73;1262;64;19.81;2.6;13.1;9.1;20087.0;25.0;3;gem;;;;;;
15.0;19.0;371.0;274.0;66.0;10;1012;484;2.09;2.6;13.1;9.1;20087.0;34.0;2;gem;;;;;;
47.0;30.0;870.0;589.0;108.0;85;2245;67;33.69;2.6;13.1;9.1;20087.0;62.0;3;gem;;;;;;
27.0;47.0;611.0;457.0;95.0;5;1682;125;13.42;2.6;13.1;9.1;20087.0;37.0;2;gem;;;;;;
21.0;43.0;669.0;481.0;70.0;21;1581;87;18.08;2.6;13.1;9.1;20087.0;39.0;3;gem;;;;;;
17.0;20.0;504.0;403.0;69.0;20;1340;98;13.61;2.6;13.1;9.1;20087.0;48.0;2;gem;;;;;;
97.0;183.0;2426.0;1874.0;413.0;73;6373;154;41.44;2.6;13.1;9.1;20087.0;144.0;2;gem;2893564.41;2893564.41;2893564.41;454.03;454.03;2893564.41
13.0;31.0;461.0;321.0;83.0;38;1189;200;5.95;2.6;13.1;9.1;20087.0;42.0;3;gem;;;;;;
56.0;67.0;1008.0;833.0;162.0;63;2833;271;10.47;2.6;13.1;9.1;20087.0;51.0;2;gem;;;;;;
27.0;39.0;495.0;381.0;46.0;79;1393;151;9.24;2.6;13.1;9.1;20087.0;51.0;3;gem;;;;;;
99.0;224.0;1950.0;1648.0;496.0;75;5092;256;19.87;2.8;10.9;12.4;19886.0;91.0;2;gem;3738962.27;3738962.27;3738962.27;734.28;734.28;3738962.27
147.0;180.0;2420.0;1951.0;547.0;126;7173;301;23.84;2.8;10.9;12.4;19886.0;131.0;2;gem;;;;;;
51.0;46.0;1064.0;863.0;159.0;50;2965;170;17.4;2.8;10.9;12.4;19886.0;58.0;2;gem;;;;;;
38.0;97.0;918.0;758.0;184.0;20;2471;161;15.33;2.8;10.9;12.4;19886.0;31.0;2;gem;;;;;;
105.0;225.0;2251.0;1953.0;785.0;117;6230;301;20.67;2.8;10.9;12.4;19886.0;155.0;2;gem;4618113.79;4618113.79;4618113.79;741.27;741.27;4618113.79
52.0;115.0;1288.0;1023.0;342.0;116;3361;296;11.35;2.8;10.9;12.4;19886.0;73.0;2;gem;;;;;;
53.0;96.0;1537.0;1159.0;204.0;79;4121;118;34.93;2.8;10.9;12.4;19886.0;86.0;2;gem;;;;;;
92.0;104.0;2044.0;1497.0;239.0;71;5379;91;59.1;2.8;10.9;12.4;19886.0;84.0;3;gem;;;;;;
135.0;225.0;2893.0;2355.0;1096.0;94;7913;810;9.77;2.8;10.9;12.4;19886.0;136.0;1;gem;;;;;;
67.0;92.0;1570.0;1169.0;170.0;85;4042;103;39.14;2.8;10.9;12.4;19886.0;71.0;2;gem;;;;;;
57.0;125.0;1810.0;1356.0;296.0;50;4769;250;19.09;2.8;10.9;12.4;19886.0;98.0;2;gem;;;;;;
155.0;201.0;2817.0;2198.0;410.0;165;7834;97;81.03;2.8;10.9;12.4;19886.0;208.0;2;gem;3487238.44;3487238.44;3487238.44;445.14;445.14;3487238.44
73.0;109.0;1376.0;1240.0;446.0;40;4042;499;8.1;2.8;10.9;12.4;19886.0;52.0;2;gem;;;;;;
64.0;203.0;1494.0;1239.0;391.0;82;3916;561;6.98;2.8;10.9;12.4;19886.0;124.0;1;gem;3841962.9;3841962.9;3841962.9;981.09;981.09;3841962.9
110.0;36.0;1614.0;1046.0;183.0;82;4230;66;63.61;2.8;10.9;12.4;19886.0;79.0;3;gem;;;;;;
76.0;97.0;1455.0;1054.0;210.0;59;3852;62;62.14;2.8;10.9;12.4;19886.0;104.0;3;gem;;;;;;
55.0;50.0;1080.0;782.0;120.0;18;2834;119;23.76;2.8;10.9;12.4;19886.0;70.0;2;gem;;;;;;
52.0;32.0;1374.0;906.0;137.0;43;3366;66;51.3;2.8;10.9;12.4;19886.0;65.0;3;gem;;;;;;
216.0;180.0;4051.0;2802.0;473.0;182;10376;141;73.57;2.8;10.9;12.4;19886.0;225.0;2;gem;3934423.78;3934423.78;3934423.78;379.19;379.19;3934423.78
25.0;10.0;469.0;328.0;37.0;9;1256;123;10.23;2.8;10.9;12.4;19886.0;9.0;3;gem;;;;;;
33.0;26.0;780.0;555.0;87.0;21;1945;72;26.97;2.8;10.9;12.4;19886.0;33.0;3;gem;;;;;;
9.0;9.0;419.0;247.0;42.0;13;997;68;14.73;2.8;10.9;12.4;19886.0;18.0;3;gem;;;;;;
148.0;279.0;2608.0;2061.0;610.0;156;6528;355;18.39;2.8;10.9;12.4;19886.0;183.0;3;stadt;;;;;;
13.0;3.0;319.0;174.0;12.0;1;801;72;11.2;2.8;10.9;12.4;19886.0;8.0;3;gem;;;;;;
21.0;9.0;420.0;320.0;40.0;58;1117;79;14.15;2.8;10.9;12.4;19886.0;25.0;3;gem;;;;;;
15.0;19.0;547.0;372.0;48.0;35;1380;54;25.51;2.8;10.9;12.4;19886.0;34.0;3;gem;;;;;;
40.0;23.0;755.0;526.0;75.0;46;1972;74;26.78;2.8;10.9;12.4;19886.0;31.0;3;gem;;;;;;
23.0;48.0;734.0;555.0;103.0;11;1932;161;12.0;2.8;10.9;12.4;19886.0;16.0;2;gem;;;;;;
21.0;17.0;440.0;272.0;30.0;21;1109;212;5.23;2.8;10.9;12.4;19886.0;25.0;2;gem;;;;;;
43.0;110.0;1524.0;1036.0;308.0;33;3600;677;5.32;2.8;8.6;12.0;20874.0;43.0;1;gem;;;;;;
39.0;39.0;1038.0;700.0;101.0;36;2468;77;31.99;2.8;8.6;12.0;20874.0;37.0;3;gem;;;;;;
103.0;199.0;2760.0;2572.0;1427.0;77;6491;1417;4.58;2.8;8.6;12.0;20874.0;86.0;1;gem;8647121.7;8647121.7;8647121.7;1332.17;1332.17;8647121.7
48.0;159.0;1706.0;1365.0;286.0;47;4398;274;16.05;2.8;8.6;12.0;20874.0;77.0;2;gem;;;;;;
31.0;40.0;960.0;689.0;91.0;49;2373;108;21.98;2.8;8.6;12.0;20874.0;41.0;2;gem;;;;;;
190.0;255.0;3378.0;2896.0;1189.0;208;9440;1250;7.55;2.8;8.6;12.0;20874.0;170.0;1;gem;7207547.85;7207547.85;7207547.85;763.51;763.51;7207547.85
39.0;70.0;749.0;659.0;93.0;16;2100;271;7.74;2.8;8.6;12.0;20874.0;68.0;2;gem;;;;;;
46.0;123.0;1802.0;1365.0;321.0;91;4466;364;12.28;2.8;8.6;12.0;20874.0;61.0;2;gem;3163284.08;3163284.08;3163284.08;708.3;708.3;3163284.08
53.0;37.0;809.0;626.0;96.0;60;2165;82;26.56;2.8;8.6;12.0;20874.0;66.0;3;gem;;;;;;
217.0;386.0;4186.0;3215.0;775.0;396;11223;177;63.57;2.8;8.6;12.0;20874.0;352.0;2;stadt;7521056.24;7521056.24;7521056.24;670.15;670.15;7521056.24
49.0;140.0;1269.0;1135.0;351.0;155;3400;209;16.26;2.8;8.6;12.0;20874.0;83.0;2;gem;;;;;;
84.0;115.0;1570.0;1132.0;223.0;61;4015;115;34.79;2.8;8.6;12.0;20874.0;108.0;2;gem;;;;;;
137.0;229.0;2826.0;2332.0;531.0;120;7747;213;36.41;2.8;8.6;12.0;20874.0;149.0;2;gem;;;;;;
94.0;159.0;2115.0;1610.0;546.0;169;5259;355;14.83;2.8;8.6;12.0;20874.0;60.0;2;gem;;;;;;
36.0;93.0;918.0;740.0;117.0;46;2404;248;9.69;2.8;8.6;12.0;20874.0;49.0;2;gem;;;;;;
27.0;58.0;946.0;754.0;131.0;17;2646;239;11.06;2.8;8.6;12.0;20874.0;60.0;2;gem;;;;;;
40.0;67.0;1221.0;921.0;143.0;27;3157;113;28.02;2.8;8.6;12.0;20874.0;75.0;2;gem;;;;;;
45.0;81.0;1132.0;816.0;110.0;25;2821;118;23.93;2.8;8.6;12.0;20874.0;39.0;2;gem;;;;;;
185.0;292.0;3704.0;3111.0;1312.0;209;9956;925;10.76;2.8;8.6;12.0;20874.0;140.0;1;gem;7747790.4;7747790.4;7747790.4;778.2;778.2;7747790.4
28.0;70.0;977.0;808.0;115.0;20;2615;395;6.62;2.8;8.6;12.0;20874.0;52.0;2;gem;;;;;;
80.0;138.0;1885.0;1542.0;412.0;95;5032;263;19.16;2.8;8.6;12.0;20874.0;91.0;2;gem;;;;;;
