DEM_3_29;GEB_6_4;DEM_2_4;HH_4_4;WHG_4_2;osm_nodes_counter;BEV_INSGESAMT;BEV_JE_QM;FLAECHE_QM;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_SIEDLUNG_VERKEHR;EINK_JE_EINW;WHG_6_5;BESIEDLUNGSSCHLUESSEL;REGIONSTYP;revenue_sum1;revenue_sum2;revenue_avg2;revenue_avg1_per_head;revenue_avg2_per_head;revenue_avg1
217.0;376.0;4613.0;4088.0;608.0;254;13120;201;65.24;8.4;13.6;10.9;18912.0;317.0;3;stadt;4787567.82;4787567.82;4787567.82;364.91;364.91;4787567.82
384.0;707.0;8764.0;7090.0;1342.0;408;20886;653;31.97;8.4;13.6;10.9;18912.0;323.0;3;stadt;21176682.51;21176682.51;10588341.26;506.96;506.96;10588341.26
6.0;4.0;221.0;191.0;20.0;17;599;66;9.07;8.4;13.6;10.9;18912.0;17.0;3;gem;;;;;;
21.0;9.0;435.0;283.0;33.0;13;1076;74;14.55;8.4;13.6;10.9;18912.0;12.0;3;gem;;;;;;
72.0;127.0;1493.0;1227.0;198.0;65;4237;377;11.23;8.4;13.6;10.9;18912.0;96.0;3;gem;;;;;;
6.0;;238.0;180.0;9.0;15;670;95;7.02;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
21.0;19.0;529.0;397.0;31.0;22;1367;148;9.21;8.4;13.6;10.9;18912.0;28.0;3;gem;;;;;;
11.0;12.0;295.0;199.0;18.0;12;781;61;12.79;8.4;13.6;10.9;18912.0;15.0;3;gem;;;;;;
6.0;6.0;185.0;148.0;3.0;5;516;50;10.4;8.4;13.6;10.9;18912.0;9.0;3;gem;;;;;;
7.0;3.0;430.0;325.0;12.0;22;1234;226;5.46;8.4;13.6;10.9;18912.0;12.0;3;gem;;;;;;
6.0;3.0;237.0;171.0;30.0;12;652;57;11.36;8.4;13.6;10.9;18912.0;9.0;3;gem;;;;;;
80.0;45.0;1330.0;995.0;68.0;91;3635;158;23.05;8.4;13.6;10.9;18912.0;31.0;3;gem;;;;;;
18.0;3.0;337.0;220.0;11.0;11;866;55;15.74;8.4;13.6;10.9;18912.0;11.0;3;gem;;;;;;
19.0;6.0;323.0;226.0;3.0;7;755;101;7.46;8.4;13.6;10.9;18912.0;12.0;3;gem;;;;;;
57.0;54.0;788.0;773.0;221.0;113;2452;46;53.35;8.4;13.6;10.9;18912.0;67.0;3;gem;;;;;;
6.0;;346.0;261.0;3.0;12;946;83;11.44;8.4;13.6;10.9;18912.0;16.0;3;gem;;;;;;
9.0;15.0;130.0;96.0;;18;375;29;13.06;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
9.0;13.0;308.0;266.0;18.0;17;892;31;28.85;8.4;13.6;10.9;18912.0;12.0;3;gem;;;;;;
115.0;104.0;2070.0;1667.0;179.0;116;5825;1206;4.83;8.4;13.6;10.9;18912.0;107.0;3;stadt;5525058.3;5525058.3;5525058.3;948.51;948.51;5525058.3
12.0;9.0;210.0;163.0;;19;620;60;10.41;8.4;13.6;10.9;18912.0;12.0;3;gem;;;;;;
10.0;17.0;324.0;181.0;24.0;1;788;36;21.77;8.4;13.6;10.9;18912.0;18.0;3;gem;;;;;;
21.0;9.0;265.0;197.0;19.0;2;717;45;15.84;8.4;13.6;10.9;18912.0;15.0;3;gem;;;;;;
3.0;4.0;262.0;166.0;14.0;3;635;81;7.82;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
3.0;6.0;204.0;139.0;34.0;17;544;33;16.53;8.4;13.6;10.9;18912.0;14.0;3;gem;;;;;;
49.0;37.0;747.0;539.0;65.0;19;1924;88;21.93;8.4;13.6;10.9;18912.0;26.0;3;gem;;;;;;
6.0;6.0;167.0;129.0;12.0;5;419;33;12.81;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
;9.0;220.0;183.0;13.0;0;625;129;4.83;8.4;13.6;10.9;18912.0;15.0;3;gem;;;;;;
23.0;12.0;358.0;279.0;32.0;1;1063;57;18.63;8.4;13.6;10.9;18912.0;10.0;3;gem;;;;;;
16.0;7.0;355.0;265.0;16.0;2;854;73;11.62;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
37.0;45.0;696.0;463.0;55.0;37;1631;351;4.65;8.4;13.6;10.9;18912.0;44.0;3;gem;;;;;;
13.0;13.0;489.0;333.0;36.0;9;1207;112;10.8;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
15.0;7.0;204.0;136.0;3.0;2;548;37;14.63;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
13.0;6.0;221.0;156.0;9.0;2;592;47;12.5;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
37.0;46.0;1031.0;692.0;84.0;24;2477;117;21.1;8.4;13.6;10.9;18912.0;40.0;3;gem;;;;;;
6.0;3.0;197.0;146.0;15.0;8;456;60;7.6;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
6.0;3.0;271.0;213.0;7.0;6;718;63;11.45;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
4.0;6.0;256.0;170.0;9.0;0;577;68;8.44;8.4;13.6;10.9;18912.0;4.0;3;gem;;;;;;
45.0;30.0;1118.0;859.0;45.0;51;2901;181;16.01;8.4;13.6;10.9;18912.0;47.0;3;gem;;;;;;
12.0;7.0;136.0;108.0;26.0;3;394;85;4.66;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
55.0;47.0;744.0;554.0;108.0;15;2015;374;5.39;8.4;13.6;10.9;18912.0;29.0;3;gem;;;;;;
16.0;13.0;418.0;290.0;16.0;3;1007;40;25.14;8.4;13.6;10.9;18912.0;22.0;3;gem;;;;;;
43.0;38.0;1085.0;772.0;36.0;44;2747;103;26.56;8.4;13.6;10.9;18912.0;31.0;3;gem;;;;;;
17.0;4.0;316.0;255.0;13.0;13;943;141;6.67;8.4;13.6;10.9;18912.0;9.0;3;gem;;;;;;
6.0;3.0;187.0;123.0;16.0;8;487;45;10.71;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
19.0;15.0;511.0;371.0;39.0;52;1325;61;21.77;8.4;13.6;10.9;18912.0;20.0;3;gem;;;;;;
33.0;33.0;865.0;691.0;62.0;22;2264;127;17.79;8.4;13.6;10.9;18912.0;15.0;3;gem;;;;;;
23.0;7.0;485.0;362.0;6.0;33;1383;368;3.76;8.4;13.6;10.9;18912.0;6.0;3;gem;2008771.78;2008771.78;2008771.78;1452.47;1452.47;2008771.78
80.0;80.0;1417.0;952.0;92.0;172;3464;202;17.12;8.4;13.6;10.9;18912.0;45.0;3;gem;3101105.67;3101105.67;3101105.67;895.24;895.24;3101105.67
37.0;18.0;318.0;227.0;28.0;16;917;77;11.9;8.4;13.6;10.9;18912.0;12.0;3;gem;;;;;;
14.0;9.0;327.0;224.0;16.0;16;795;35;22.88;8.4;13.6;10.9;18912.0;13.0;3;gem;;;;;;
10.0;9.0;328.0;263.0;19.0;15;895;76;11.75;8.4;13.6;10.9;18912.0;9.0;3;gem;;;;;;
15.0;6.0;355.0;249.0;10.0;23;872;29;30.17;8.4;13.6;10.9;18912.0;9.0;3;gem;;;;;;
;14.0;329.0;212.0;20.0;9;798;59;13.52;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
6.0;;165.0;103.0;6.0;15;415;69;6.04;8.4;13.6;10.9;18912.0;;3;gem;;;;;;
10.0;3.0;208.0;154.0;12.0;10;532;33;15.89;8.4;13.6;10.9;18912.0;9.0;3;gem;;;;;;
142.0;163.0;2835.0;2247.0;202.0;234;7416;349;21.25;8.4;13.6;10.9;18912.0;110.0;3;stadt;4511434.71;4511434.71;4511434.71;608.34;608.34;4511434.71
22.0;6.0;466.0;313.0;19.0;22;1201;138;8.73;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
9.0;7.0;170.0;132.0;13.0;12;440;26;17.09;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
10.0;;247.0;192.0;20.0;10;731;55;13.39;8.4;13.6;10.9;18912.0;9.0;3;gem;;;;;;
21.0;9.0;517.0;362.0;37.0;39;1326;73;18.16;8.4;13.6;10.9;18912.0;6.0;3;gem;;;;;;
19.0;6.0;337.0;219.0;7.0;13;833;48;17.31;8.4;13.6;10.9;18912.0;16.0;3;gem;;;;;;
19.0;23.0;228.0;165.0;13.0;24;628;18;34.1;8.4;13.6;10.9;18912.0;27.0;3;gem;;;;;;
10.0;7.0;308.0;141.0;15.0;16;683;35;19.36;8.4;13.6;10.9;18912.0;24.0;3;gem;;;;;;
148.0;279.0;1329.0;1582.0;1355.0;371;4987;603;8.27;8.4;13.6;10.9;18912.0;106.0;3;gem;8570592.48;8570592.48;8570592.48;1718.59;1718.59;8570592.48
3.0;6.0;180.0;98.0;9.0;11;412;60;6.9;8.4;13.6;10.9;18912.0;3.0;3;gem;;;;;;
6.0;6.0;176.0;115.0;9.0;5;437;64;6.83;8.4;13.6;10.9;18912.0;10.0;3;gem;;;;;;
9.0;7.0;192.0;116.0;6.0;16;467;50;9.27;8.4;13.6;10.9;18912.0;7.0;3;gem;;;;;;
7.0;12.0;183.0;130.0;12.0;9;505;76;6.64;8.4;13.6;10.9;18912.0;13.0;3;gem;;;;;;
65.0;72.0;1104.0;853.0;109.0;31;3042;592;5.14;8.4;13.6;10.9;18912.0;90.0;3;stadt;;;;;;
19.0;90.0;240.0;274.0;258.0;32;933;125;7.49;8.4;13.6;10.9;18912.0;12.0;3;gem;;;;;;
453.0;638.0;10628.0;9423.0;3641.0;345;29228;881;33.19;6.2;11.9;11.2;21299.0;426.0;1;stadt;21194558.0;21194558.0;10597279.0;362.57;362.57;10597279.0
179.0;330.0;4137.0;3405.0;930.0;146;11220;1176;9.54;6.2;11.9;11.2;21299.0;273.0;2;stadt;9430686.45;9430686.45;9430686.45;840.52;840.52;9430686.45
377.0;498.0;6860.0;5798.0;1334.0;289;18487;738;25.05;6.2;11.9;11.2;21299.0;347.0;3;stadt;9423943.54;9423943.54;9423943.54;509.76;509.76;9423943.54
332.0;399.0;5166.0;4160.0;1151.0;364;13699;452;30.29;6.2;11.9;11.2;21299.0;272.0;3;stadt;7017406.33;7017406.33;7017406.33;512.26;512.26;7017406.33
221.0;407.0;5807.0;4712.0;1070.0;213;15074;1304;11.56;6.2;11.9;11.2;21299.0;207.0;3;stadt;9479459.01;9479459.01;9479459.01;628.86;628.86;9479459.01
201.0;309.0;4303.0;3484.0;1164.0;67;11633;1693;6.87;6.2;11.9;11.2;21299.0;91.0;2;gem;9286816.24;9286816.24;9286816.24;798.32;798.32;9286816.24
4.0;16.0;155.0;100.0;17.0;25;389;38;10.26;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
38.0;27.0;842.0;550.0;38.0;36;2049;200;10.25;6.2;11.9;11.2;21299.0;34.0;3;gem;;;;;;
9.0;12.0;331.0;177.0;10.0;15;665;64;10.35;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
15.0;18.0;490.0;337.0;24.0;12;1190;172;6.9;6.2;11.9;11.2;21299.0;21.0;3;gem;;;;;;
6.0;12.0;246.0;142.0;;12;622;62;10.07;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
31.0;19.0;635.0;442.0;38.0;22;1465;437;3.35;6.2;11.9;11.2;21299.0;3.0;2;gem;;;;;;
6.0;13.0;363.0;224.0;37.0;9;846;89;9.51;6.2;11.9;11.2;21299.0;9.0;3;gem;;;;;;
10.0;16.0;341.0;256.0;23.0;13;903;140;6.44;6.2;11.9;11.2;21299.0;7.0;3;gem;;;;;;
28.0;47.0;747.0;532.0;67.0;34;1788;143;12.54;6.2;11.9;11.2;21299.0;13.0;3;gem;;;;;;
4.0;4.0;138.0;136.0;19.0;4;418;33;12.66;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
3.0;11.0;170.0;120.0;27.0;9;478;42;11.4;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
6.0;9.0;276.0;190.0;19.0;3;608;72;8.41;6.2;11.9;11.2;21299.0;15.0;3;gem;;;;;;
6.0;13.0;191.0;166.0;27.0;11;512;60;8.47;6.2;11.9;11.2;21299.0;7.0;3;gem;;;;;;
4.0;;167.0;148.0;6.0;7;529;108;4.88;6.2;11.9;11.2;21299.0;4.0;3;gem;;;;;;
100.0;132.0;2129.0;1654.0;402.0;130;5614;333;16.85;6.2;11.9;11.2;21299.0;62.0;3;gem;4579596.48;4579596.48;4579596.48;815.75;815.75;4579596.48
27.0;19.0;627.0;440.0;50.0;33;1620;38;42.26;6.2;11.9;11.2;21299.0;25.0;3;gem;;;;;;
13.0;15.0;425.0;328.0;41.0;26;1281;165;7.78;6.2;11.9;11.2;21299.0;24.0;3;gem;;;;;;
10.0;3.0;233.0;181.0;21.0;5;618;148;4.17;6.2;11.9;11.2;21299.0;8.0;3;gem;;;;;;
23.0;9.0;379.0;257.0;42.0;17;959;84;11.46;6.2;11.9;11.2;21299.0;20.0;3;gem;;;;;;
12.0;20.0;183.0;161.0;13.0;12;505;31;16.23;6.2;11.9;11.2;21299.0;12.0;3;gem;;;;;;
;3.0;169.0;128.0;3.0;8;488;43;11.39;6.2;11.9;11.2;21299.0;10.0;3;gem;;;;;;
27.0;13.0;296.0;214.0;34.0;22;889;85;10.46;6.2;11.9;11.2;21299.0;14.0;2;gem;;;;;;
121.0;104.0;1111.0;792.0;244.0;54;3011;868;3.47;6.2;11.9;11.2;21299.0;52.0;1;gem;;;;;;
58.0;61.0;1540.0;1185.0;140.0;56;4107;488;8.42;6.2;11.9;11.2;21299.0;42.0;2;gem;2845545.35;2845545.35;2845545.35;692.85;692.85;2845545.35
47.0;29.0;1101.0;774.0;87.0;30;3112;391;7.95;6.2;11.9;11.2;21299.0;29.0;2;gem;;;;;;
27.0;58.0;1325.0;1068.0;181.0;35;3354;376;8.91;6.2;11.9;11.2;21299.0;38.0;2;gem;;;;;;
9.0;9.0;296.0;215.0;59.0;10;759;114;6.68;6.2;11.9;11.2;21299.0;;2;gem;;;;;;
;18.0;188.0;155.0;11.0;7;504;73;6.93;6.2;11.9;11.2;21299.0;7.0;3;gem;;;;;;
16.0;6.0;338.0;281.0;49.0;15;1116;133;8.37;6.2;11.9;11.2;21299.0;6.0;2;gem;;;;;;
85.0;47.0;860.0;586.0;107.0;43;2335;391;5.97;6.2;11.9;11.2;21299.0;20.0;2;gem;;;;;;
9.0;16.0;223.0;199.0;16.0;15;717;96;7.47;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
3.0;9.0;97.0;85.0;18.0;5;397;44;9.05;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
9.0;12.0;278.0;170.0;33.0;22;717;64;11.24;6.2;11.9;11.2;21299.0;19.0;3;gem;;;;;;
12.0;16.0;286.0;214.0;6.0;21;847;65;13.02;6.2;11.9;11.2;21299.0;15.0;3;gem;;;;;;
15.0;10.0;307.0;206.0;9.0;10;827;192;4.3;6.2;11.9;11.2;21299.0;10.0;3;gem;;;;;;
;7.0;127.0;99.0;;12;379;150;2.53;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
101.0;53.0;1202.0;889.0;124.0;63;3535;721;4.9;6.2;11.9;11.2;21299.0;27.0;1;gem;;;;;;
6.0;16.0;341.0;254.0;25.0;25;930;54;17.08;6.2;11.9;11.2;21299.0;24.0;3;gem;;;;;;
6.0;7.0;167.0;131.0;21.0;8;439;61;7.21;6.2;11.9;11.2;21299.0;8.0;3;gem;;;;;;
14.0;3.0;270.0;230.0;15.0;32;722;61;11.88;6.2;11.9;11.2;21299.0;9.0;3;gem;;;;;;
15.0;9.0;209.0;193.0;44.0;42;578;23;25.11;6.2;11.9;11.2;21299.0;9.0;3;gem;;;;;;
12.0;9.0;192.0;154.0;16.0;18;578;50;11.55;6.2;11.9;11.2;21299.0;12.0;3;gem;;;;;;
20.0;20.0;184.0;139.0;26.0;47;519;19;27.89;6.2;11.9;11.2;21299.0;35.0;3;gem;;;;;;
14.0;12.0;378.0;241.0;28.0;13;967;45;21.39;6.2;11.9;11.2;21299.0;17.0;3;gem;;;;;;
18.0;14.0;380.0;269.0;16.0;12;1011;90;11.18;6.2;11.9;11.2;21299.0;;3;gem;;;;;;
6.0;6.0;116.0;112.0;21.0;4;401;37;10.82;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
9.0;6.0;253.0;160.0;19.0;26;638;46;13.76;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
3.0;22.0;374.0;252.0;21.0;6;923;71;13.0;6.2;11.9;11.2;21299.0;7.0;3;gem;;;;;;
25.0;18.0;438.0;346.0;60.0;23;1245;73;17.07;6.2;11.9;11.2;21299.0;16.0;3;gem;;;;;;
9.0;15.0;167.0;148.0;35.0;8;444;128;3.47;6.2;11.9;11.2;21299.0;3.0;2;gem;;;;;;
7.0;7.0;199.0;167.0;15.0;6;537;68;7.89;6.2;11.9;11.2;21299.0;4.0;3;gem;;;;;;
6.0;9.0;215.0;157.0;15.0;9;632;77;8.21;6.2;11.9;11.2;21299.0;10.0;3;gem;;;;;;
19.0;12.0;499.0;366.0;61.0;8;1346;183;7.34;6.2;11.9;11.2;21299.0;9.0;2;gem;;;;;;
6.0;12.0;221.0;168.0;12.0;4;561;75;7.47;6.2;11.9;11.2;21299.0;;3;gem;;;;;;
13.0;3.0;123.0;104.0;13.0;3;381;64;5.94;6.2;11.9;11.2;21299.0;9.0;3;gem;;;;;;
13.0;8.0;206.0;161.0;15.0;6;522;42;12.4;6.2;11.9;11.2;21299.0;7.0;3;gem;;;;;;
3.0;3.0;211.0;157.0;13.0;37;531;81;6.52;6.2;11.9;11.2;21299.0;;3;gem;;;;;;
6.0;13.0;253.0;185.0;19.0;2;577;78;7.4;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
9.0;15.0;310.0;229.0;27.0;7;759;63;11.98;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
;18.0;154.0;123.0;11.0;6;377;52;7.28;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
8.0;3.0;364.0;247.0;34.0;5;852;148;5.75;6.2;11.9;11.2;21299.0;13.0;2;gem;;;;;;
6.0;9.0;173.0;107.0;9.0;15;491;26;19.12;6.2;11.9;11.2;21299.0;18.0;3;gem;;;;;;
21.0;19.0;440.0;338.0;25.0;11;1188;123;9.66;6.2;11.9;11.2;21299.0;16.0;2;gem;;;;;;
27.0;13.0;452.0;291.0;31.0;26;1037;167;6.22;6.2;11.9;11.2;21299.0;13.0;3;gem;;;;;;
3.0;6.0;243.0;193.0;15.0;15;708;51;13.83;6.2;11.9;11.2;21299.0;9.0;3;gem;;;;;;
21.0;18.0;667.0;477.0;43.0;27;1681;274;6.13;6.2;11.9;11.2;21299.0;16.0;3;gem;1906299.72;1906299.72;1906299.72;1134.03;1134.03;1906299.72
;3.0;262.0;173.0;33.0;5;591;73;8.15;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
18.0;20.0;615.0;407.0;84.0;9;1289;87;14.78;6.2;11.9;11.2;21299.0;6.0;3;gem;;;;;;
6.0;9.0;267.0;170.0;11.0;10;652;74;8.82;6.2;11.9;11.2;21299.0;8.0;3;gem;;;;;;
10.0;7.0;209.0;169.0;21.0;5;579;35;16.37;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
;3.0;164.0;96.0;12.0;7;400;76;5.24;6.2;11.9;11.2;21299.0;3.0;3;gem;;;;;;
12.0;20.0;270.0;194.0;12.0;6;672;135;4.99;6.2;11.9;11.2;21299.0;9.0;3;gem;;;;;;
57.0;84.0;941.0;733.0;168.0;108;2411;598;4.03;7.5;11.2;10.4;21211.0;60.0;3;stadt;;;;;;
470.0;826.0;8744.0;7236.0;2830.0;424;22084;856;25.81;7.5;11.2;10.4;21211.0;279.0;3;stadt;24917346.63;24917346.63;12458673.32;564.15;564.15;12458673.32
104.0;137.0;1859.0;1488.0;215.0;164;4921;111;44.41;7.5;11.2;10.4;21211.0;54.0;3;stadt;4449177.88;4449177.88;4449177.88;904.12;904.12;4449177.88
275.0;931.0;5321.0;5193.0;3204.0;618;15169;265;57.32;7.5;11.2;10.4;21211.0;217.0;3;gem;13844737.54;13844737.54;13844737.54;912.7;912.7;13844737.54
50.0;108.0;932.0;841.0;281.0;44;2649;866;3.06;7.5;11.2;10.4;21211.0;44.0;3;stadt;;;;;;
30.0;26.0;522.0;353.0;49.0;22;1252;27;45.84;7.5;11.2;10.4;21211.0;23.0;3;gem;;;;;;
100.0;375.0;1399.0;1577.0;1513.0;491;4127;146;28.32;7.5;11.2;10.4;21211.0;96.0;3;gem;9072473.74;9072473.74;9072473.74;2198.32;2198.32;9072473.74
23.0;36.0;361.0;317.0;61.0;25;963;33;29.49;7.5;11.2;10.4;21211.0;36.0;3;gem;;;;;;
16.0;12.0;227.0;184.0;22.0;7;625;17;36.48;7.5;11.2;10.4;21211.0;;3;gem;;;;;;
9.0;82.0;396.0;433.0;473.0;89;1048;186;5.64;7.5;11.2;10.4;21211.0;28.0;3;gem;;;;;;
12.0;69.0;200.0;311.0;357.0;72;602;71;8.42;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
12.0;112.0;633.0;741.0;510.0;143;2552;138;18.47;7.5;11.2;10.4;21211.0;30.0;3;gem;;;;;;
29.0;256.0;510.0;727.0;1022.0;96;1481;240;6.16;7.5;11.2;10.4;21211.0;47.0;3;gem;;;;;;
3.0;4.0;233.0;151.0;;5;496;49;10.11;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
7.0;6.0;247.0;172.0;35.0;5;586;38;15.29;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
9.0;6.0;407.0;259.0;22.0;0;899;70;12.79;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
3.0;12.0;255.0;185.0;18.0;2;670;46;14.61;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
6.0;6.0;277.0;188.0;19.0;1;683;35;19.62;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
9.0;4.0;167.0;113.0;3.0;2;421;31;13.5;7.5;11.2;10.4;21211.0;4.0;3;gem;;;;;;
13.0;17.0;237.0;175.0;22.0;3;650;58;11.29;7.5;11.2;10.4;21211.0;13.0;3;gem;;;;;;
6.0;12.0;387.0;264.0;18.0;1;925;59;15.63;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
24.0;28.0;902.0;560.0;53.0;8;2001;106;18.95;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
18.0;16.0;436.0;322.0;52.0;6;1057;57;18.54;7.5;11.2;10.4;21211.0;10.0;3;gem;;;;;;
41.0;46.0;401.0;347.0;92.0;152;1080;29;37.44;7.5;11.2;10.4;21211.0;15.0;3;gem;;;;;;
12.0;30.0;160.0;152.0;43.0;18;423;47;9.07;7.5;11.2;10.4;21211.0;14.0;3;gem;;;;;;
16.0;113.0;386.0;381.0;113.0;191;931;78;11.96;7.5;11.2;10.4;21211.0;20.0;3;gem;;;;;;
25.0;86.0;224.0;247.0;87.0;98;626;80;7.86;7.5;11.2;10.4;21211.0;20.0;3;gem;;;;;;
7.0;65.0;284.0;237.0;123.0;207;625;106;5.9;7.5;11.2;10.4;21211.0;10.0;3;gem;;;;;;
6.0;24.0;184.0;151.0;37.0;23;463;43;10.87;7.5;11.2;10.4;21211.0;;3;gem;;;;;;
12.0;38.0;217.0;194.0;50.0;18;566;43;13.3;7.5;11.2;10.4;21211.0;4.0;3;gem;;;;;;
10.0;32.0;139.0;164.0;62.0;55;420;80;5.26;7.5;11.2;10.4;21211.0;23.0;3;gem;;;;;;
6.0;77.0;303.0;348.0;352.0;175;714;275;2.6;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
12.0;32.0;283.0;201.0;63.0;26;694;92;7.55;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
67.0;334.0;1685.0;1543.0;1015.0;358;4421;553;8.0;7.5;11.2;10.4;21211.0;79.0;3;stadt;8641487.75;8641487.75;8641487.75;1954.65;1954.65;8641487.75
25.0;17.0;616.0;439.0;46.0;2;1527;51;29.9;7.5;11.2;10.4;21211.0;23.0;3;gem;;;;;;
6.0;12.0;181.0;153.0;31.0;4;473;33;14.47;7.5;11.2;10.4;21211.0;12.0;3;gem;;;;;;
9.0;7.0;263.0;198.0;43.0;1;663;50;13.35;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
19.0;27.0;321.0;256.0;23.0;82;890;24;36.92;7.5;11.2;10.4;21211.0;20.0;3;gem;;;;;;
21.0;6.0;280.0;196.0;15.0;5;765;45;16.99;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
13.0;16.0;343.0;264.0;44.0;20;923;87;10.63;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
12.0;18.0;342.0;257.0;19.0;1;955;55;17.44;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
15.0;33.0;558.0;390.0;39.0;6;1364;57;24.09;7.5;11.2;10.4;21211.0;74.0;3;gem;;;;;;
139.0;232.0;2982.0;2404.0;537.0;102;7666;257;29.79;7.5;11.2;10.4;21211.0;109.0;3;gem;3271104.2;3271104.2;3271104.2;426.7;426.7;3271104.2
25.0;17.0;491.0;351.0;47.0;11;1282;41;31.58;7.5;11.2;10.4;21211.0;15.0;3;gem;;;;;;
201.0;279.0;4021.0;3012.0;1038.0;146;9315;304;30.63;7.5;11.2;10.4;21211.0;53.0;3;stadt;5737169.49;5737169.49;5737169.49;615.91;615.91;5737169.49
33.0;50.0;1504.0;1065.0;78.0;15;3638;101;36.03;7.5;11.2;10.4;21211.0;12.0;3;gem;;;;;;
6.0;12.0;183.0;133.0;3.0;3;429;22;19.84;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
11.0;15.0;434.0;293.0;10.0;25;1025;52;19.74;7.5;11.2;10.4;21211.0;10.0;3;gem;;;;;;
19.0;18.0;376.0;218.0;20.0;5;873;57;15.19;7.5;11.2;10.4;21211.0;3.0;3;gem;;;;;;
42.0;35.0;896.0;646.0;63.0;14;2254;85;26.59;7.5;11.2;10.4;21211.0;18.0;3;gem;1203049.38;1203049.38;1203049.38;533.74;533.74;1203049.38
12.0;3.0;152.0;107.0;;2;395;56;7.06;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
3.0;;148.0;81.0;4.0;1;406;21;19.13;7.5;11.2;10.4;21211.0;4.0;3;gem;;;;;;
13.0;18.0;277.0;175.0;32.0;2;664;14;49.05;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
29.0;27.0;385.0;277.0;31.0;13;954;27;35.73;7.5;11.2;10.4;21211.0;14.0;3;gem;;;;;;
19.0;3.0;463.0;313.0;22.0;16;1127;45;24.82;7.5;11.2;10.4;21211.0;6.0;3;gem;;;;;;
6.0;3.0;231.0;164.0;45.0;3;572;35;16.33;7.5;11.2;10.4;21211.0;9.0;3;gem;;;;;;
28.0;37.0;997.0;704.0;108.0;23;2467;352;7.0;7.5;11.2;10.4;21211.0;19.0;3;gem;;;;;;
16.0;6.0;298.0;205.0;15.0;8;753;64;11.7;7.5;11.2;10.4;21211.0;;3;gem;;;;;;
9.0;4.0;352.0;268.0;17.0;13;912;35;25.8;7.5;11.2;10.4;21211.0;7.0;3;gem;752517.89;752517.89;752517.89;825.13;825.13;752517.89
48.0;33.0;1417.0;1028.0;126.0;29;3786;435;8.71;7.5;11.2;10.4;21211.0;7.0;3;gem;;;;;;
34.0;50.0;744.0;614.0;160.0;112;2218;39;57.21;7.5;11.2;10.4;21211.0;46.0;3;gem;;;;;;
