JAHR;RS;GEBIET;EINK_JE_EINW;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_ARBEITSLOSE_ALTER_55_64;ANTEIL_LANGZEITARBEITSLOSE;ANTEIL_ARBEITSLOSE_AUSLAENDER;ANZAHL_BEANTR_VERFAHREN;ANZAHL_EROEFFNETE_VERFAHREN;ANZAHL_ABGEW_VERFAHREN;ANZAHL_BEANTR_VERFAHREN_MIT_SCHULDPLAN;ANZAHL_BESCHAEFTIGTE;FORDERUNGEN_TSD_EURO;ANTEIL_SIEDLUNG_VERKEHR;ANTEIL_ERHOLUNGSFLAECHE;ANTEIL_LANDWIRTSCHAFTSFLAECHE;ANTEIL_WALDFLAECHE
2013;082260000000;Rhein-Neckar-Kreis, Landkreis;22713.0;4.4;9.4;20.6;31.3;21.4;552.0;497.0;43.0;12.0;1185.0;102446.0;19.6;1.2;42.0;35.7
2014;082260000000;Rhein-Neckar-Kreis, Landkreis;23150.0;4.5;8.7;22.4;33.5;22.4;623.0;567.0;47.0;9.0;569.0;95072.0;19.7;1.3;42.0;35.7
2015;082260000000;Rhein-Neckar-Kreis, Landkreis;23796.0;4.4;8.1;23.5;35.1;23.8;608.0;555.0;44.0;9.0;546.0;98908.0;19.7;1.3;41.9;35.7
2010;082310000000;Pforzheim, Stadtkreis;20796.0;9.1;10.0;16.0;37.7;32.3;346.0;295.0;36.0;15.0;135.0;42083.0;30.7;2.4;17.1;51.3
2011;082310000000;Pforzheim, Stadtkreis;21481.0;7.9;9.2;17.6;36.1;34.0;287.0;252.0;26.0;9.0;243.0;123161.0;30.8;2.4;17.0;51.2
2012;082310000000;Pforzheim, Stadtkreis;21862.0;7.7;9.3;17.0;35.4;34.6;297.0;246.0;39.0;12.0;165.0;32128.0;30.8;2.4;17.0;51.2
2013;082310000000;Pforzheim, Stadtkreis;21866.0;8.0;9.4;17.2;37.0;35.7;227.0;197.0;21.0;9.0;95.0;37026.0;30.9;2.5;16.9;51.3
2014;082310000000;Pforzheim, Stadtkreis;22088.0;7.6;9.1;16.3;35.6;37.4;271.0;234.0;26.0;11.0;193.0;130018.0;31.0;2.5;16.8;51.3
2015;082310000000;Pforzheim, Stadtkreis;22428.0;7.4;9.0;14.9;33.7;39.5;228.0;186.0;29.0;13.0;170.0;86479.0;31.1;2.5;16.7;51.2
2010;082350000000;Calw, Landkreis;20462.0;4.5;10.2;21.6;32.5;20.5;203.0;187.0;-10.301259707526285;12.709090909090902;1010.7796194196478;49335.804730121505;11.0;0.6;26.2;61.8
2011;082350000000;Calw, Landkreis;21122.0;3.9;9.7;23.9;33.0;20.4;156.0;138.0;8.0;10.0;296.0;38385.0;11.1;0.6;26.1;61.8
2012;082350000000;Calw, Landkreis;21681.0;3.8;10.4;23.6;31.4;20.9;227.0;202.0;17.0;8.0;74.0;29045.0;11.1;0.6;26.1;61.8
2013;082350000000;Calw, Landkreis;21779.0;4.2;10.5;22.8;28.6;21.6;166.0;149.0;11.0;6.0;219.0;22096.0;11.2;0.6;26.0;61.8
2014;082350000000;Calw, Landkreis;22192.0;4.1;9.6;23.8;32.0;21.9;165.0;142.0;9.00969959698282;4.818181818181819;70.0;28741.0;11.2;0.7;25.9;61.8
2015;082350000000;Calw, Landkreis;22768.0;3.9;8.5;24.5;33.9;23.7;148.0;136.0;8.0;4.0;324.0;89061.0;11.3;0.7;25.9;61.8
2010;082360000000;Enzkreis, Landkreis;21549.0;3.9;10.8;20.8;27.0;20.9;292.0;246.0;37.0;9.0;95.0;56842.0;15.9;0.7;44.4;38.3
2011;082360000000;Enzkreis, Landkreis;22387.0;2.9;10.6;24.4;29.6;20.9;264.0;237.0;19.0;8.0;186.0;80562.0;15.9;0.7;44.3;38.3
2012;082360000000;Enzkreis, Landkreis;23003.0;2.7;11.7;23.9;26.8;20.6;241.0;209.0;24.0;8.0;167.0;44059.0;16.0;0.7;44.3;38.3
2013;082360000000;Enzkreis, Landkreis;23168.0;2.8;11.1;24.1;26.5;21.5;247.0;223.0;20.0;4.0;1055.0;148107.0;16.0;0.7;44.2;38.3
2014;082360000000;Enzkreis, Landkreis;23676.0;2.8;10.3;26.3;26.8;22.2;231.0;202.0;21.0;8.0;228.0;49499.0;16.1;0.7;44.2;38.3
2015;082360000000;Enzkreis, Landkreis;24386.0;2.8;10.3;25.7;26.3;23.3;174.0;151.0;18.0;5.0;83.0;25608.0;16.1;0.7;44.1;38.3
2010;082370000000;Freudenstadt, Landkreis;20823.0;4.4;10.7;19.9;32.0;14.6;193.0;176.0;13.0;3.0;214.0;50962.0;9.5;0.4;26.5;62.7
2011;082370000000;Freudenstadt, Landkreis;21384.0;3.7;10.3;25.0;32.7;14.7;163.0;147.0;13.0;3.0;214.0;50962.0;9.6;0.4;26.4;62.8
2012;082370000000;Freudenstadt, Landkreis;21711.0;3.9;10.4;26.9;30.5;15.4;164.0;155.0;11.5;4.0;323.0;37631.0;9.6;0.4;26.4;62.8
2013;082370000000;Freudenstadt, Landkreis;21700.0;4.1;10.5;26.9;32.5;15.8;140.0;125.0;10.0;5.0;10.0;12697.0;9.7;0.4;26.3;62.8
2014;082370000000;Freudenstadt, Landkreis;22285.0;3.7;9.9;27.8;34.7;16.4;143.0;132.0;10.0;5.0;66.0;21367.0;9.7;0.4;26.3;62.7
2015;082370000000;Freudenstadt, Landkreis;22977.0;3.4;9.7;26.2;34.8;17.9;133.0;115.0;10.0;5.0;10.0;22427.0;9.7;0.4;26.3;62.7
2010;083000000000;Freiburg, Regierungsbezirk;20456.0;;9.2;18.2;29.4;19.2;3105.0;2722.0;273.0;110.0;1860.0;466929.0;12.0;0.7;39.8;46.2
2011;083000000000;Freiburg, Regierungsbezirk;21303.0;;8.2;21.0;30.4;19.6;3039.0;2611.0;315.0;113.0;3397.0;567712.0;12.0;0.7;39.8;46.2
2012;083000000000;Freiburg, Regierungsbezirk;21859.0;;8.4;21.3;27.0;20.2;2807.0;2428.0;253.0;126.0;4329.0;1390212.0;12.1;0.7;39.7;46.3
2013;083000000000;Freiburg, Regierungsbezirk;22088.0;;8.5;21.3;26.9;21.0;2556.0;2203.0;241.0;112.0;3356.0;662399.0;12.1;0.7;39.7;46.3
2014;083000000000;Freiburg, Regierungsbezirk;22525.0;;8.2;22.0;29.0;21.8;2572.0;2228.0;243.0;101.0;3267.0;1610543.0;12.2;0.7;39.6;46.3
2015;083000000000;Freiburg, Regierungsbezirk;23106.0;;8.3;22.0;28.7;23.5;2449.0;2105.0;238.0;106.0;2190.0;392215.0;12.2;0.7;39.6;46.3
2010;083110000000;Freiburg im Breisgau, Stadtkreis;19434.0;6.4;5.1;14.6;27.5;24.0;282.0;238.0;44.0;0.0;159.0;40994.0;31.8;3.4;24.0;42.5
2011;083110000000;Freiburg im Breisgau, Stadtkreis;19895.0;6.1;5.0;15.8;27.9;24.8;297.0;251.0;46.0;0.0;345.0;54193.0;31.8;3.4;23.8;42.7
2012;083110000000;Freiburg im Breisgau, Stadtkreis;20017.0;5.9;4.3;16.9;28.9;25.1;247.0;218.0;26.0;3.0;412.0;40026.0;31.8;3.4;23.6;42.9
2013;083110000000;Freiburg im Breisgau, Stadtkreis;20044.0;6.0;4.5;17.8;30.7;26.4;240.0;206.0;31.0;3.0;316.0;37008.0;31.9;3.4;23.5;42.9
2014;083110000000;Freiburg im Breisgau, Stadtkreis;20378.0;6.0;4.4;18.2;33.3;28.0;205.0;181.0;19.0;5.0;187.0;244562.0;31.9;3.4;23.4;42.9
2015;083110000000;Freiburg im Breisgau, Stadtkreis;20856.0;6.0;4.5;18.8;34.3;28.9;213.0;184.0;-11.155900080751891;6.599999999999996;763.0;68504.0;31.9;3.4;23.4;42.9
2010;083150000000;Breisgau-Hochschwarzwald, Landkreis;21095.0;4.0;8.0;19.3;27.1;14.4;320.0;289.0;26.0;5.0;142.0;37519.0;10.3;0.6;39.9;47.5
2011;083150000000;Breisgau-Hochschwarzwald, Landkreis;21978.0;3.5;7.4;21.8;28.6;15.1;332.0;284.0;26.034657029968415;1.1352640800285123;40.30362602759618;70745.69543219681;10.3;0.6;39.8;47.5
2012;083150000000;Breisgau-Hochschwarzwald, Landkreis;22466.0;3.3;7.3;22.5;26.4;15.9;292.0;263.0;25.0;4.0;77.0;71505.0;10.4;0.6;39.8;47.6
2013;083150000000;Breisgau-Hochschwarzwald, Landkreis;22628.0;3.4;7.8;22.7;26.3;17.3;272.0;230.0;28.0;14.0;204.0;50805.0;10.4;0.6;39.7;47.6
2014;083150000000;Breisgau-Hochschwarzwald, Landkreis;23009.0;3.4;7.7;23.0;27.7;18.5;303.0;272.0;27.0;4.0;153.0;61378.0;10.4;0.6;39.7;47.6
2015;083150000000;Breisgau-Hochschwarzwald, Landkreis;23482.0;3.3;8.0;23.1;27.8;20.0;250.0;226.0;20.0;4.0;205.0;34130.0;10.5;0.6;39.6;47.6
2010;083160000000;Emmendingen, Landkreis;19505.0;3.6;9.8;20.9;17.7;15.5;230.0;206.0;20.0;4.0;162.0;29839.0;10.8;0.7;40.6;45.8
2011;083160000000;Emmendingen, Landkreis;20285.0;3.2;8.9;23.7;20.0;16.0;195.0;177.0;21.095521286189104;4.136363636363638;50.75277307797769;26119.424351392852;10.9;0.7;40.6;45.8
2012;083160000000;Emmendingen, Landkreis;20897.0;3.0;9.8;21.2;20.3;17.0;219.0;196.0;19.0;4.0;78.0;22182.0;11.0;0.7;40.6;45.8
2013;083160000000;Emmendingen, Landkreis;21161.0;3.2;9.0;21.3;21.1;17.4;172.0;155.0;10.0;7.0;187.0;20083.0;11.0;0.7;40.5;45.8
2014;083160000000;Emmendingen, Landkreis;21610.0;3.3;8.8;22.9;21.8;17.7;198.0;182.0;9.0;7.0;67.0;29497.0;11.1;0.7;40.4;45.8
2015;083160000000;Emmendingen, Landkreis;22188.0;3.1;9.3;23.1;23.8;19.4;192.0;175.0;9.616864689984256;9.318181818181815;47.0;30024.0;11.2;0.8;40.3;45.8
2010;083170000000;Ortenaukreis, Landkreis;19690.0;4.5;9.8;19.6;33.2;16.2;685.0;606.0;67.0;12.0;360.0;87586.0;11.6;0.5;38.2;47.3
2011;083170000000;Ortenaukreis, Landkreis;20495.0;3.6;8.7;23.4;33.5;17.2;565.0;488.0;74.0;3.0;332.0;108481.0;11.7;0.5;38.2;47.3
2012;083170000000;Ortenaukreis, Landkreis;21041.0;3.6;8.5;23.1;29.4;17.4;519.0;454.0;58.0;7.0;2315.0;950958.0;11.7;0.5;38.1;47.3
2013;083170000000;Ortenaukreis, Landkreis;21295.0;3.7;8.5;22.8;30.0;17.5;437.0;380.0;48.0;9.0;352.0;112353.0;11.8;0.5;38.1;47.3
2014;083170000000;Ortenaukreis, Landkreis;21758.0;3.6;8.0;24.4;32.0;18.7;525.0;450.0;63.0;12.0;556.0;167585.0;11.8;0.5;38.0;47.3
2015;083170000000;Ortenaukreis, Landkreis;22375.0;3.4;8.0;23.4;31.4;20.6;473.0;385.0;71.0;17.0;396.0;62247.0;11.9;0.5;38.0;47.3
2010;083250000000;Rottweil, Landkreis;20710.0;4.3;11.4;16.7;29.7;17.3;241.0;222.0;15.0;4.0;183.0;40057.0;12.8;0.4;42.7;43.0
2011;083250000000;Rottweil, Landkreis;21725.0;3.0;9.8;21.5;31.2;17.2;197.0;176.0;18.0;3.0;792.0;62233.0;12.8;0.4;42.7;43.0
2012;083250000000;Rottweil, Landkreis;22418.0;3.1;10.7;20.7;27.2;18.5;185.0;164.0;17.0;4.0;223.0;69451.0;12.8;0.4;42.7;43.0
2013;083250000000;Rottweil, Landkreis;22782.0;3.3;10.4;22.1;27.4;19.8;191.0;162.0;23.0;6.0;719.0;84529.0;12.9;0.4;42.7;43.0
2014;083250000000;Rottweil, Landkreis;23353.0;2.9;11.7;23.5;28.2;20.4;241.0;220.0;17.0;4.0;74.0;26907.0;12.9;0.4;42.7;42.9
2015;083250000000;Rottweil, Landkreis;24034.0;2.9;11.8;23.6;24.5;22.3;193.0;179.0;8.0;6.0;30.0;30624.0;12.9;0.4;42.6;42.9
2010;083260000000;Schwarzwald-Baar-Kreis, Landkreis;21006.0;5.0;11.3;17.8;32.1;20.7;298.0;253.0;38.0;7.0;282.0;36786.0;11.4;0.9;41.7;45.8
2011;083260000000;Schwarzwald-Baar-Kreis, Landkreis;21793.0;3.7;9.9;20.5;32.8;21.1;367.0;315.0;35.0;17.0;405.0;71182.0;11.5;0.9;41.6;45.8
2012;083260000000;Schwarzwald-Baar-Kreis, Landkreis;22273.0;3.6;10.7;20.8;27.1;22.0;383.0;326.0;34.0;23.0;457.0;61703.0;11.5;0.9;41.6;45.8
2013;083260000000;Schwarzwald-Baar-Kreis, Landkreis;22376.0;3.9;10.7;21.0;27.0;22.2;359.0;325.0;19.0;15.0;637.0;227654.0;11.5;0.9;41.5;45.8
2014;083260000000;Schwarzwald-Baar-Kreis, Landkreis;22841.0;3.7;10.2;22.8;28.5;23.1;326.0;291.0;18.0;17.0;698.0;294143.0;11.6;0.9;41.5;45.8
2015;083260000000;Schwarzwald-Baar-Kreis, Landkreis;23420.0;3.6;10.4;23.6;27.7;25.6;270.0;227.0;31.0;12.0;122.0;31204.0;11.6;0.9;41.4;45.8
2010;083270000000;Tuttlingen, Landkreis;21864.0;4.7;8.5;19.9;37.1;21.3;254.0;233.0;13.0;8.0;93.0;34743.0;11.5;0.5;37.3;50.0
2011;083270000000;Tuttlingen, Landkreis;22804.0;3.2;6.9;21.8;37.2;21.5;221.0;195.0;23.0;3.0;139.0;27601.0;11.6;0.5;37.2;50.0
2012;083270000000;Tuttlingen, Landkreis;23362.0;2.8;8.7;21.4;25.1;21.9;203.0;179.0;21.0;3.0;305.0;57287.0;11.6;0.5;37.2;50.0
2013;083270000000;Tuttlingen, Landkreis;23544.0;3.1;8.7;21.4;25.6;23.6;199.0;168.0;24.0;7.0;142.0;26192.0;11.7;0.5;37.1;50.0
2014;083270000000;Tuttlingen, Landkreis;23973.0;2.8;8.8;20.3;27.0;23.2;165.0;141.0;19.0;5.0;239.0;52081.0;11.7;0.5;37.1;50.0
2015;083270000000;Tuttlingen, Landkreis;24540.0;2.8;8.3;20.1;24.7;26.2;164.0;146.0;13.0;5.0;28.0;20227.0;11.8;0.5;37.0;50.0
2010;083350000000;Konstanz, Landkreis;20826.0;5.3;10.0;18.3;27.3;20.6;405.0;375.0;19.0;11.0;136.0;56467.0;15.3;1.3;49.4;33.4
2011;083350000000;Konstanz, Landkreis;21654.0;4.4;8.8;22.1;29.4;20.5;458.0;415.0;21.0;22.0;361.0;59541.0;15.4;1.3;49.3;33.4
2012;083350000000;Konstanz, Landkreis;22204.0;4.2;9.0;22.5;26.8;20.9;418.0;369.0;27.0;22.0;286.0;63772.0;15.5;1.3;49.3;33.4
2013;083350000000;Konstanz, Landkreis;22346.0;4.3;8.9;21.5;25.5;21.8;376.0;344.0;23.0;9.0;227.0;49374.0;15.5;1.3;49.2;33.5
2014;083350000000;Konstanz, Landkreis;22689.0;4.2;8.8;21.4;27.6;22.9;309.0;281.0;19.0;9.0;475.0;71298.0;15.5;1.3;49.2;33.5
2015;083350000000;Konstanz, Landkreis;23261.0;4.0;9.0;21.2;27.8;24.4;365.0;334.0;18.0;13.0;106.0;48187.0;15.6;1.3;49.1;33.4
2010;083360000000;Lörrach, Landkreis;21149.0;4.6;9.8;16.8;28.5;22.0;245.0;186.0;19.0;40.0;199.0;80199.0;12.6;0.8;34.4;51.6
2011;083360000000;Lörrach, Landkreis;22217.0;4.0;9.4;19.4;30.6;21.1;249.0;194.0;25.0;30.0;373.0;50850.0;12.6;0.9;34.3;51.6
2012;083360000000;Lörrach, Landkreis;23049.0;3.7;8.6;20.8;28.7;21.8;203.0;152.0;19.0;32.0;100.0;35839.0;12.7;0.9;34.2;51.6
2013;083360000000;Lörrach, Landkreis;23507.0;3.7;9.4;21.0;27.1;22.6;183.0;132.0;26.0;25.0;252.0;29155.0;12.7;0.9;34.2;51.6
2014;083360000000;Lörrach, Landkreis;24018.0;3.5;9.0;21.3;29.0;22.4;180.0;133.0;27.0;20.0;52.0;19584.0;12.8;0.9;34.1;51.6
2015;083360000000;Lörrach, Landkreis;24696.0;3.3;8.9;21.6;27.3;22.9;200.0;163.0;17.0;20.0;142.0;30484.0;12.8;0.9;34.1;51.6
2010;083370000000;Waldshut, Landkreis;20056.0;4.1;8.6;19.0;29.8;19.6;145.0;114.0;12.0;19.0;144.0;22739.0;10.1;0.6;39.0;49.4
2011;083370000000;Waldshut, Landkreis;21137.0;3.3;8.8;22.0;32.0;19.3;158.0;116.0;16.0;26.0;256.0;38822.0;10.1;0.6;38.9;49.4
2012;083370000000;Waldshut, Landkreis;21984.0;3.1;10.2;22.7;21.7;20.7;138.0;107.0;7.0;24.0;76.0;17489.0;10.2;0.6;38.9;49.4
2013;083370000000;Waldshut, Landkreis;22433.0;3.1;10.2;22.5;19.0;21.0;127.0;101.0;9.0;17.0;320.0;25245.0;10.2;0.6;38.9;49.3
2014;083370000000;Waldshut, Landkreis;22934.0;3.0;9.5;23.2;24.3;20.8;120.0;77.0;25.0;18.0;766.0;643508.0;10.2;0.6;38.8;49.3
2015;083370000000;Waldshut, Landkreis;23546.0;2.9;10.0;23.2;25.0;23.7;129.0;86.0;20.0;23.0;351.0;36583.0;10.3;0.6;38.8;49.3
2010;084000000000;Tübingen, Regierungsbezirk;20756.0;;10.6;17.9;29.8;20.6;2346.0;2104.0;186.0;56.0;1950.0;511065.0;12.2;0.7;53.5;32.7
2011;084000000000;Tübingen, Regierungsbezirk;21579.0;;9.2;21.6;30.7;20.7;2074.0;1841.0;173.0;60.0;2583.0;488963.0;12.3;0.7;53.3;32.7
2012;084000000000;Tübingen, Regierungsbezirk;22109.0;;9.5;21.9;27.7;21.2;1916.0;1689.0;180.0;47.0;35704.0;2369920.0;12.4;0.7;53.2;32.8
2013;084000000000;Tübingen, Regierungsbezirk;22346.0;;9.6;21.8;27.6;21.8;1792.0;1571.0;165.0;56.0;3600.0;350895.0;12.5;0.7;53.1;32.8
2014;084000000000;Tübingen, Regierungsbezirk;22780.0;;9.3;22.3;30.0;22.3;1637.0;1448.0;145.0;44.0;1285.0;338331.0;12.5;0.7;53.0;32.8
2015;084000000000;Tübingen, Regierungsbezirk;23351.0;;9.3;22.0;29.4;24.6;1533.0;1351.0;133.0;49.0;1623.0;363952.0;12.6;0.7;53.0;32.8
2010;084150000000;Reutlingen, Landkreis;21212.0;4.8;9.4;16.4;31.2;26.4;304.0;283.0;18.0;3.0;355.0;75293.0;13.0;1.0;48.3;37.7
2011;084150000000;Reutlingen, Landkreis;21906.0;4.2;8.4;19.6;35.1;27.2;304.0;280.0;19.0;5.0;720.0;59823.0;13.8;1.0;46.7;38.5
2012;084150000000;Reutlingen, Landkreis;22412.0;3.8;8.7;19.1;33.7;28.4;286.0;261.0;19.0;6.0;659.0;50941.0;13.9;1.0;46.4;38.6
2013;084150000000;Reutlingen, Landkreis;22496.0;4.0;9.3;18.2;33.0;28.5;255.0;230.0;16.0;9.0;2265.0;59124.0;13.9;1.0;46.4;38.6
2014;084150000000;Reutlingen, Landkreis;22941.0;3.8;8.6;19.2;35.0;29.0;217.0;195.0;16.0;6.0;212.0;53100.0;13.9;1.0;46.4;38.6
2015;084150000000;Reutlingen, Landkreis;23527.0;3.7;9.0;19.6;34.6;31.1;200.0;178.0;16.0;6.0;322.0;45421.0;14.0;1.0;46.4;38.6
2010;084160000000;Tübingen, Landkreis;19743.0;4.6;8.7;16.2;30.8;23.0;232.0;206.0;20.0;6.0;146.0;62406.0;17.6;1.1;46.1;34.6
2011;084160000000;Tübingen, Landkreis;20549.0;3.5;7.1;17.9;35.4;23.0;211.0;197.0;7.0;7.0;306.0;69042.0;17.7;1.1;46.1;34.7
2012;084160000000;Tübingen, Landkreis;21046.0;3.3;7.7;18.9;32.0;23.6;195.0;177.0;13.0;5.0;55.0;40385.0;17.8;1.2;45.9;34.7
2013;084160000000;Tübingen, Landkreis;21227.0;3.4;7.3;19.4;32.3;24.5;235.0;206.0;19.0;10.0;199.0;37985.0;17.9;1.2;45.9;34.6
2014;084160000000;Tübingen, Landkreis;21693.0;3.3;7.1;19.1;33.5;24.1;220.0;197.0;15.0;8.0;20.0;34259.0;18.0;1.3;45.8;34.6
2015;084160000000;Tübingen, Landkreis;22315.0;3.2;7.4;19.0;31.5;26.5;209.0;185.0;15.0;9.0;128.0;32031.0;18.0;1.3;45.7;34.7
2010;084170000000;Zollernalbkreis, Landkreis;21709.0;5.4;10.3;19.0;47.9;18.4;348.0;326.0;19.0;3.0;382.0;67221.0;13.2;0.5;44.8;40.7
2011;084170000000;Zollernalbkreis, Landkreis;22541.0;4.3;8.7;22.9;33.4;18.2;285.0;269.0;16.0;0.0;125.0;42720.0;13.4;0.5;44.6;40.7
2012;084170000000;Zollernalbkreis, Landkreis;23130.0;4.2;9.9;22.5;30.6;18.2;247.0;229.0;12.543632982718485;1.3181818181818181;1054.0;167569.0;13.4;0.5;44.6;40.8
2013;084170000000;Zollernalbkreis, Landkreis;23369.0;4.3;10.4;22.4;31.1;19.5;221.0;204.0;14.0;3.0;368.0;64844.0;13.5;0.5;44.5;40.8
2014;084170000000;Zollernalbkreis, Landkreis;23834.0;4.1;10.3;23.1;32.9;20.3;250.0;221.0;26.0;3.0;172.0;40404.0;13.5;0.5;44.5;40.7
2015;084170000000;Zollernalbkreis, Landkreis;24437.0;3.8;9.5;23.6;33.8;21.7;201.0;184.0;12.0;5.0;107.0;28536.0;13.5;0.5;44.5;40.7
2010;084210000000;Ulm, Stadtkreis;23476.0;5.4;9.7;15.2;27.9;32.1;282.0;264.0;13.0;0.0;482.0;54069.0;31.8;2.7;44.7;19.2
2011;084210000000;Ulm, Stadtkreis;24311.0;4.4;8.5;19.9;28.9;31.6;213.0;200.0;13.0;0.0;482.0;54069.0;31.9;2.7;44.4;19.2
2012;084210000000;Ulm, Stadtkreis;24886.0;4.7;8.2;22.2;25.9;32.2;166.0;152.0;10.666666666666666;0.0;5221.0;139116.0;32.1;2.7;44.1;19.3
2013;084210000000;Ulm, Stadtkreis;25112.0;5.0;8.6;22.7;29.4;32.4;153.0;141.0;8.333333333333332;0.0;88.0;20966.0;32.2;2.7;43.9;19.3
2014;084210000000;Ulm, Stadtkreis;25401.0;4.7;8.1;23.2;31.6;33.3;123.0;117.0;6.0;0.0;100.0;20457.0;32.3;2.7;43.8;19.3
2015;084210000000;Ulm, Stadtkreis;25909.0;4.5;8.0;22.1;30.5;35.5;105.0;95.0;6.0;0.0;115.0;36905.0;32.5;2.7;43.7;19.3
2010;084250000000;Alb-Donau-Kreis, Landkreis;19756.0;3.6;12.8;19.5;24.0;20.1;207.0;197.0;10.0;0.0;348.0;58213.0;11.2;0.6;57.4;29.6
2011;084250000000;Alb-Donau-Kreis, Landkreis;20595.0;2.9;11.9;24.2;25.3;19.8;177.0;166.0;11.0;0.0;95.0;58010.0;11.3;0.5;57.3;29.6
2012;084250000000;Alb-Donau-Kreis, Landkreis;21150.0;3.0;12.4;24.3;22.2;20.1;177.0;162.0;12.0;3.0;28131.0;1804207.0;11.4;0.5;57.3;29.6
2013;084250000000;Alb-Donau-Kreis, Landkreis;21416.0;3.1;11.3;24.8;22.6;21.2;178.0;163.0;12.328729281767954;2.2872928176795573;46.0;37987.0;11.4;0.5;57.2;29.6
2014;084250000000;Alb-Donau-Kreis, Landkreis;21840.0;2.8;11.2;26.3;24.2;21.7;156.0;151.0;12.359116022099446;1.5911602209944748;41.0;22363.0;11.5;0.5;57.1;29.6
2015;084250000000;Alb-Donau-Kreis, Landkreis;22430.0;2.8;11.9;25.3;22.6;24.7;139.0;127.0;12.0;0.0;101.0;54665.0;11.6;0.6;57.0;29.7
2010;084260000000;Biberach, Landkreis;19851.0;3.4;12.7;21.0;23.6;13.1;219.0;191.0;23.0;4.0;55.0;46190.0;11.2;0.4;58.5;28.5
2011;084260000000;Biberach, Landkreis;20782.0;2.5;11.1;25.4;29.9;13.1;195.0;168.0;23.0;4.0;55.0;46190.0;11.3;0.4;58.4;28.5
2012;084260000000;Biberach, Landkreis;21372.0;2.6;11.1;25.1;25.0;14.6;184.0;156.0;17.0;11.0;181.0;28036.0;11.4;0.4;58.3;28.5
2013;084260000000;Biberach, Landkreis;21709.0;2.8;11.7;25.4;22.6;14.1;153.0;129.0;17.0;11.0;174.0;27983.0;11.5;0.5;58.2;28.5
2014;084260000000;Biberach, Landkreis;22111.0;2.6;10.7;25.3;28.4;15.2;150.0;134.0;17.0;11.0;175.0;39759.0;11.7;0.5;58.1;28.5
2015;084260000000;Biberach, Landkreis;22624.0;2.5;11.5;23.5;26.4;18.4;175.0;166.0;17.0;11.0;303.0;75479.0;11.7;0.5;58.0;28.5
2010;084350000000;Bodenseekreis, Landkreis;22015.0;3.9;9.2;21.0;28.3;18.2;232.0;196.0;22.0;14.0;58.0;44335.0;14.5;0.9;55.8;28.0
2011;084350000000;Bodenseekreis, Landkreis;22990.0;3.1;8.2;24.7;32.5;17.8;197.0;165.0;19.0;13.0;54.0;45262.0;14.6;0.9;55.8;28.0
2012;084350000000;Bodenseekreis, Landkreis;23678.0;2.8;8.1;24.1;27.1;18.1;206.0;177.0;17.12621944316418;12.873780556835822;71.0;52530.0;14.7;0.9;55.6;28.0
2013;084350000000;Bodenseekreis, Landkreis;24122.0;2.8;8.0;22.8;24.6;19.4;222.0;192.0;18.0;12.0;247.0;35362.0;14.7;0.9;55.6;28.0
2014;084350000000;Bodenseekreis, Landkreis;24554.0;2.8;8.0;22.9;25.2;19.8;174.0;142.0;26.0;6.0;193.0;34478.0;14.8;1.0;55.5;28.0
2015;084350000000;Bodenseekreis, Landkreis;25186.0;2.9;7.8;23.2;24.7;22.4;173.0;137.0;18.0;18.0;130.0;29427.0;14.9;1.0;55.5;28.0
2010;084360000000;Ravensburg, Landkreis;20391.0;3.7;12.1;16.9;20.5;16.4;252.0;194.0;43.0;15.0;54.0;45844.0;10.3;0.6;59.2;28.7
2011;084360000000;Ravensburg, Landkreis;21188.0;2.8;11.1;20.4;23.1;15.8;264.0;188.0;50.0;26.0;303.0;67942.0;10.4;0.6;59.1;28.7
2012;084360000000;Ravensburg, Landkreis;21559.0;2.7;10.1;20.9;20.9;15.7;223.0;164.0;46.0;13.0;220.0;53640.0;10.5;0.6;59.0;28.8
2013;084360000000;Ravensburg, Landkreis;21764.0;2.8;9.6;22.2;21.0;16.0;214.0;163.0;44.0;7.0;190.0;49084.0;10.5;0.6;58.9;28.8
2014;084360000000;Ravensburg, Landkreis;22189.0;2.9;9.5;22.3;25.7;16.8;201.0;160.0;32.0;9.0;187.0;65288.0;10.6;0.6;58.9;28.8
2015;084360000000;Ravensburg, Landkreis;22743.0;2.8;9.5;21.1;26.6;19.0;189.0;149.0;35.0;5.0;283.0;32838.0;10.7;0.6;58.8;28.8
2010;084370000000;Sigmaringen, Landkreis;19153.0;4.9;11.7;17.4;26.9;14.7;270.0;247.0;16.0;7.0;103.0;29254.0;9.7;0.4;49.8;38.7
2011;084370000000;Sigmaringen, Landkreis;19874.0;3.8;9.6;22.8;26.9;13.9;228.0;208.0;15.0;5.0;443.0;45905.0;9.8;0.4;49.7;38.8
2012;084370000000;Sigmaringen, Landkreis;20330.0;3.8;9.8;23.5;26.5;14.8;232.0;211.0;15.333333333333334;3.666666666666667;112.0;33497.0;9.8;0.4;49.6;38.8
2013;084370000000;Sigmaringen, Landkreis;20527.0;3.9;11.1;22.5;26.4;14.9;161.0;143.0;15.0;3.0;23.0;17560.0;9.9;0.4;49.5;38.8
2014;084370000000;Sigmaringen, Landkreis;21035.0;3.7;11.2;23.2;28.7;15.9;146.0;131.0;12.0;3.0;185.0;28225.0;9.9;0.4;49.5;38.8
