JAHR;RS;GEBIET;EINK_JE_EINW;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_ARBEITSLOSE_ALTER_55_64;ANTEIL_LANGZEITARBEITSLOSE;ANTEIL_ARBEITSLOSE_AUSLAENDER;ANZAHL_BEANTR_VERFAHREN;ANZAHL_EROEFFNETE_VERFAHREN;ANZAHL_ABGEW_VERFAHREN;ANZAHL_BEANTR_VERFAHREN_MIT_SCHULDPLAN;ANZAHL_BESCHAEFTIGTE;FORDERUNGEN_TSD_EURO;ANTEIL_SIEDLUNG_VERKEHR;ANTEIL_ERHOLUNGSFLAECHE;ANTEIL_LANDWIRTSCHAFTSFLAECHE;ANTEIL_WALDFLAECHE
2011;053140000000;Bonn, Kreisfreie Stadt;21971.0;6.6;8.8;13.9;40.8;25.0;663.0;621.0;41.0;1.0;552.0;65090.0;50.4;4.2;16.3;28.0
2012;053140000000;Bonn, Kreisfreie Stadt;22219.0;6.8;8.5;15.1;40.8;24.8;652.0;610.0;41.0;1.0;402.0;151666.0;50.5;4.2;16.3;28.2
2013;053140000000;Bonn, Kreisfreie Stadt;22121.0;7.1;7.9;16.0;41.9;24.7;591.0;568.0;23.0;0.0;404.0;49134.0;50.5;4.2;16.4;28.2
2014;053140000000;Bonn, Kreisfreie Stadt;22488.0;7.2;7.5;16.5;42.7;25.3;590.0;562.0;26.0;2.0;385.0;66033.0;50.6;4.3;16.2;28.2
2015;053140000000;Bonn, Kreisfreie Stadt;22793.0;7.3;6.7;17.4;44.1;27.6;554.0;512.0;41.0;1.0;577.0;76411.0;50.7;4.3;16.2;28.3
2010;053150000000;Köln, Kreisfreie Stadt;19814.0;10.1;8.4;12.3;46.6;31.0;2538.0;2362.0;162.0;14.0;1361.0;304378.0;61.0;10.4;17.6;15.7
2011;053150000000;Köln, Kreisfreie Stadt;20130.0;9.6;8.0;13.7;44.7;31.0;2753.0;2510.0;225.0;18.0;2897.0;577533.0;60.6;10.3;17.5;16.1
2012;053150000000;Köln, Kreisfreie Stadt;20229.0;9.5;7.4;14.4;44.1;31.6;2573.0;2401.0;165.0;7.0;2521.0;708000.0;60.8;10.6;17.1;16.4
2013;053150000000;Köln, Kreisfreie Stadt;20844.0;9.6;7.1;15.1;43.4;31.8;2176.0;1984.0;179.0;13.0;2073.0;884968.0;60.9;10.6;17.3;16.5
2014;053150000000;Köln, Kreisfreie Stadt;21203.0;9.6;6.7;16.1;44.1;32.3;2255.0;2075.0;165.0;15.0;2387.0;675391.0;61.0;10.6;17.1;16.6
2015;053150000000;Köln, Kreisfreie Stadt;21461.0;9.4;6.5;16.9;45.0;33.9;2153.0;1944.0;187.0;22.0;1413.0;283643.0;61.1;10.6;17.0;16.6
2010;053160000000;Leverkusen, Kreisfreie Stadt;18579.0;8.0;12.0;16.1;37.4;23.7;437.0;419.0;18.0;0.0;118.0;29257.0;59.2;7.5;24.9;11.0
2011;053160000000;Leverkusen, Kreisfreie Stadt;18996.0;7.7;12.3;16.9;36.1;24.7;392.0;368.0;22.0;2.0;220.0;640929.0;59.4;7.7;24.3;11.3
2012;053160000000;Leverkusen, Kreisfreie Stadt;19531.0;8.0;12.4;16.2;35.9;25.0;406.0;387.0;17.0;2.0;208.0;34103.0;59.5;7.9;23.9;11.7
2013;053160000000;Leverkusen, Kreisfreie Stadt;19951.0;8.3;11.4;16.6;37.2;25.2;375.0;359.0;16.0;0.0;174.0;37246.0;59.7;8.3;23.6;12.0
2014;053160000000;Leverkusen, Kreisfreie Stadt;20384.0;8.6;10.4;17.1;39.4;27.0;397.0;379.0;17.0;1.0;125.0;50526.0;59.6;8.5;23.2;12.4
2015;053160000000;Leverkusen, Kreisfreie Stadt;20682.0;8.7;9.9;17.6;39.6;28.8;374.0;354.0;17.0;3.0;198.0;35831.0;59.5;8.5;23.1;12.7
2010;053340000000;Städteregion Aachen (einschl. Stadt Aachen);18157.0;9.2;9.8;13.3;43.7;22.8;1125.0;1034.0;78.0;13.0;1196.0;325898.0;27.3;1.8;39.1;30.8
2011;053340000000;Städteregion Aachen (einschl. Stadt Aachen);18587.0;9.0;9.5;14.6;43.4;23.0;1105.0;1038.0;63.0;4.0;790.0;125122.0;27.4;1.8;38.9;30.9
2012;053340000000;Städteregion Aachen (einschl. Stadt Aachen);18932.0;8.6;9.7;16.1;42.5;22.4;1145.0;1098.0;45.0;2.0;663.0;115977.0;27.2;1.8;38.9;31.1
2013;053340000000;Städteregion Aachen (einschl. Stadt Aachen);18815.0;8.8;9.3;16.6;42.4;22.4;1410.0;1333.0;71.0;6.0;1294.0;219217.0;27.3;1.8;38.9;31.0
2014;053340000000;Städteregion Aachen (einschl. Stadt Aachen);19255.0;8.9;9.2;16.8;43.7;23.2;1381.0;1323.0;50.0;8.0;1151.0;171985.0;27.4;1.8;38.8;31.1
2015;053340000000;Städteregion Aachen (einschl. Stadt Aachen);19551.0;8.5;8.1;17.9;44.1;25.4;1264.0;1174.0;77.0;13.0;818.0;114213.0;27.5;1.8;38.6;31.1
2010;053340020000;Aachen, krfr. Stadt;;;7.2;13.0;50.7;27.1;486.0;439.0;39.0;8.0;263.0;243574.0;39.2;3.3;40.3;18.5
2011;053340020000;Aachen, krfr. Stadt;;;7.5;14.2;49.4;27.6;457.0;430.0;25.0;2.0;264.0;40123.0;39.3;3.3;40.2;18.5
2012;053340020000;Aachen, krfr. Stadt;;;20.3;33.7;47.8;27.1;493.0;464.0;27.0;2.0;171.0;50337.0;39.3;3.3;40.2;18.5
2013;053340020000;Aachen, krfr. Stadt;;;7.7;16.2;46.8;27.2;630.0;583.0;43.0;4.0;894.0;158066.0;39.3;3.3;40.2;18.5
2014;053340020000;Aachen, krfr. Stadt;;;7.9;16.1;48.2;28.2;514.0;487.0;23.0;4.0;442.0;95530.0;39.4;3.4;40.2;18.5
2015;053340020000;Aachen, krfr. Stadt;;;6.9;17.4;48.0;30.5;478.0;433.0;40.0;5.0;432.0;49801.0;39.4;3.4;40.0;18.5
2010;053540000000;Aachen, Kreis;;;;;;;;;;;;;;;;
2011;053540000000;Aachen, Kreis;;;;;;;;;;;;;;;;
2012;053540000000;Aachen, Kreis;;;;;;;;;;;;;;;;
2013;053540000000;Aachen, Kreis;;;;;;;;;;;;;;;;
2014;053540000000;Aachen, Kreis;;;;;;;;;;;;;;;;
2015;053540000000;Aachen, Kreis;;;;;;;;;;;;;;;;
2010;053580000000;Düren, Kreis;18261.0;8.1;11.3;13.2;42.7;15.7;578.0;549.0;27.0;2.0;485.0;90228.0;16.2;1.3;57.0;21.1
2011;053580000000;Düren, Kreis;18872.0;8.0;12.9;13.0;42.9;15.5;595.0;566.0;26.0;3.0;597.0;79805.0;16.3;1.4;56.9;21.1
2012;053580000000;Düren, Kreis;19293.0;7.6;12.2;14.2;38.6;15.7;560.0;527.0;26.0;7.0;946.0;176747.0;16.3;1.4;56.4;21.1
2013;053580000000;Düren, Kreis;19301.0;8.0;12.0;15.4;43.1;16.6;533.0;502.0;26.0;5.0;643.0;175618.0;16.3;1.4;56.3;21.1
2014;053580000000;Düren, Kreis;19775.0;8.2;11.9;15.0;45.6;17.9;549.0;516.0;33.0;0.0;826.0;100624.0;16.4;1.4;56.2;21.1
2015;053580000000;Düren, Kreis;20125.0;7.6;11.2;15.8;44.2;19.3;450.0;430.0;19.0;1.0;399.0;41323.0;16.4;1.4;55.7;21.1
2010;053620000000;Rhein-Erft-Kreis;19769.0;8.1;11.3;16.9;43.8;20.6;920.0;819.0;92.0;9.0;513.0;194570.0;26.8;2.5;53.1;13.6
2011;053620000000;Rhein-Erft-Kreis;20370.0;7.7;10.5;17.8;44.4;20.6;958.0;860.0;94.0;4.0;588.0;139211.0;27.0;2.5;52.9;13.6
2012;053620000000;Rhein-Erft-Kreis;20747.0;7.5;10.5;18.1;43.1;21.3;909.0;830.0;71.0;8.0;645.0;183746.0;27.1;2.6;52.8;13.6
2013;053620000000;Rhein-Erft-Kreis;20888.0;7.7;10.1;19.0;43.7;21.9;877.0;810.0;61.0;6.0;682.0;156211.0;27.1;2.6;52.8;13.7
2014;053620000000;Rhein-Erft-Kreis;21309.0;7.6;9.5;19.9;43.9;23.9;891.0;817.0;68.0;6.0;594.0;107960.0;27.2;2.6;52.2;13.7
2015;053620000000;Rhein-Erft-Kreis;21592.0;7.5;9.4;20.0;43.7;25.8;819.0;761.0;53.0;5.0;756.0;114363.0;27.6;2.6;51.9;13.6
2010;053660000000;Euskirchen, Kreis;18467.0;7.0;12.2;16.5;35.5;9.6;452.0;423.0;29.0;0.0;350.0;73793.0;13.3;1.0;47.2;38.0
2011;053660000000;Euskirchen, Kreis;19143.0;6.4;11.5;19.1;36.8;9.8;412.0;388.0;23.0;1.0;139.0;47755.0;13.3;1.0;47.1;38.1
2012;053660000000;Euskirchen, Kreis;19626.0;6.2;12.0;19.4;36.2;10.5;347.0;325.0;19.0;3.0;175.0;50193.0;13.4;1.1;47.0;38.2
2013;053660000000;Euskirchen, Kreis;19759.0;6.2;12.0;19.4;36.2;10.9;334.0;306.0;24.0;4.0;705.0;111537.0;13.4;1.1;46.9;38.2
2014;053660000000;Euskirchen, Kreis;20264.0;6.1;11.0;20.6;36.7;11.6;311.0;290.0;17.0;4.0;178.0;51482.0;13.5;1.1;46.7;38.3
2015;053660000000;Euskirchen, Kreis;20608.0;5.9;10.0;21.7;39.6;13.0;290.0;277.0;12.0;1.0;102.0;42980.0;13.5;1.1;46.6;38.5
2010;053700000000;Heinsberg, Kreis;17174.0;8.0;13.0;14.2;40.2;12.1;593.0;547.0;30.0;16.0;229.0;63248.0;22.8;1.4;64.5;10.9
2011;053700000000;Heinsberg, Kreis;17672.0;7.6;12.7;16.4;42.2;12.4;593.0;536.0;39.0;18.0;586.0;75434.0;22.9;1.5;64.4;10.9
2012;053700000000;Heinsberg, Kreis;18049.0;7.3;12.5;16.9;38.4;13.0;576.0;540.0;15.0;21.0;401.0;68859.0;23.0;1.5;64.3;10.9
2013;053700000000;Heinsberg, Kreis;18317.0;7.4;12.6;17.4;36.7;13.3;541.0;499.0;28.0;14.0;480.0;93583.0;23.1;1.5;64.3;10.9
2014;053700000000;Heinsberg, Kreis;18778.0;7.1;12.4;18.5;36.3;13.7;484.0;447.0;28.0;9.0;399.0;51283.0;23.2;1.7;64.0;11.0
2015;053700000000;Heinsberg, Kreis;19116.0;6.5;11.0;20.0;36.6;14.7;506.0;466.0;33.0;7.0;445.0;52210.0;22.6;1.9;63.7;11.5
2010;053740000000;Oberbergischer Kreis;19976.0;7.3;12.5;16.7;36.4;15.0;634.0;600.0;28.0;6.0;700.0;155109.0;19.0;0.8;39.6;39.1
2011;053740000000;Oberbergischer Kreis;20653.0;6.3;10.8;19.3;39.8;15.0;668.0;608.0;48.0;12.0;645.0;103756.0;19.5;1.1;38.8;39.4
2012;053740000000;Oberbergischer Kreis;21035.0;6.0;10.9;20.9;39.5;15.5;600.0;566.0;29.0;5.0;571.0;131648.0;19.9;1.4;38.2;39.6
2013;053740000000;Oberbergischer Kreis;21474.0;6.1;11.5;21.2;38.3;15.7;540.0;500.0;32.0;8.0;865.0;189560.0;19.9;1.4;38.2;39.6
2014;053740000000;Oberbergischer Kreis;22093.0;5.9;11.0;23.1;39.4;16.0;526.0;490.0;27.0;9.0;681.0;91919.0;19.8;1.5;38.2;39.8
2015;053740000000;Oberbergischer Kreis;22507.0;5.5;10.1;23.9;41.6;17.2;459.0;428.0;26.0;5.0;288.0;56959.0;19.7;1.5;38.2;39.9
2010;053780000000;Rheinisch-Bergischer Kreis;22335.0;6.7;9.8;17.0;44.4;19.2;483.0;414.0;61.0;8.0;462.0;116486.0;24.2;1.6;37.0;36.6
2011;053780000000;Rheinisch-Bergischer Kreis;23064.0;6.2;9.1;19.8;44.4;18.7;469.0;415.0;46.0;8.0;374.0;80246.0;24.3;1.6;37.0;36.6
2012;053780000000;Rheinisch-Bergischer Kreis;23487.0;6.2;9.2;21.0;43.5;18.8;443.0;414.0;26.0;3.0;708.0;68773.0;24.4;1.7;36.9;36.6
2013;053780000000;Rheinisch-Bergischer Kreis;23981.0;6.5;8.7;21.1;44.6;19.5;407.0;366.0;37.0;4.0;774.0;79378.0;24.4;1.7;36.8;36.7
2014;053780000000;Rheinisch-Bergischer Kreis;24588.0;6.4;8.2;22.5;46.7;19.8;418.0;394.0;18.0;6.0;291.0;109803.0;24.5;1.7;36.7;36.7
2015;053780000000;Rheinisch-Bergischer Kreis;25015.0;6.3;7.9;23.8;46.4;21.2;398.0;370.0;23.0;5.0;388.0;71059.0;24.7;1.8;36.4;36.8
2010;053820000000;Rhein-Sieg-Kreis;20559.0;5.9;12.1;16.1;34.7;18.4;1054.0;981.0;65.0;8.0;1428.0;176052.0;23.1;1.4;44.4;29.7
2011;053820000000;Rhein-Sieg-Kreis;21218.0;5.5;11.7;17.6;34.5;18.8;1047.0;988.0;55.0;4.0;1258.0;827928.0;23.2;1.4;44.4;29.7
2012;053820000000;Rhein-Sieg-Kreis;21629.0;5.6;11.6;17.6;35.2;19.1;929.0;871.0;56.0;2.0;722.0;228877.0;23.3;1.4;44.3;29.6
2013;053820000000;Rhein-Sieg-Kreis;21928.0;6.0;11.6;18.1;35.8;19.4;919.0;866.0;52.0;1.0;1201.0;177631.0;23.5;1.5;44.0;29.8
2014;053820000000;Rhein-Sieg-Kreis;22422.0;6.0;11.2;18.3;37.6;20.2;926.0;864.0;61.0;1.0;818.0;156229.0;23.5;1.7;43.8;29.9
2015;053820000000;Rhein-Sieg-Kreis;22719.0;5.5;10.7;18.6;39.2;22.0;776.0;739.0;35.0;2.0;322.0;119379.0;23.7;2.1;43.1;30.4
2010;055000000000;Münster, Regierungsbezirk;18464.0;;11.0;14.6;40.1;17.4;4941.0;4319.0;475.0;147.0;5685.0;964645.0;19.5;1.4;62.3;15.6
2011;055000000000;Münster, Regierungsbezirk;19002.0;;10.6;15.9;41.9;17.9;4596.0;3986.0;476.0;134.0;6495.0;1001749.0;19.6;1.5;62.2;15.7
2012;055000000000;Münster, Regierungsbezirk;19284.0;;10.7;16.5;40.6;18.1;4957.0;4457.0;385.0;115.0;7242.0;1149029.0;19.8;1.6;61.8;15.9
2013;055000000000;Münster, Regierungsbezirk;19731.0;;10.6;17.2;42.9;18.4;4417.0;4012.0;295.0;110.0;7745.0;810889.0;19.8;1.6;61.7;16.0
2014;055000000000;Münster, Regierungsbezirk;20220.0;;10.2;18.2;45.4;19.5;4265.0;3862.0;288.0;115.0;5691.0;873329.0;19.9;1.6;61.6;16.1
2015;055000000000;Münster, Regierungsbezirk;20534.0;;10.0;18.6;45.3;21.6;4060.0;3642.0;297.0;121.0;6213.0;1222113.0;20.1;1.6;61.4;16.2
2010;055120000000;Bottrop, Kreisfreie Stadt;17394.0;8.6;11.9;12.9;40.7;18.7;298.0;276.0;21.0;1.0;203.0;21091.0;43.9;5.6;29.2;22.9
2011;055120000000;Bottrop, Kreisfreie Stadt;17893.0;8.5;11.3;14.1;39.1;18.5;286.0;257.0;29.0;0.0;569.0;71595.0;43.9;5.6;29.2;22.9
2012;055120000000;Bottrop, Kreisfreie Stadt;18249.0;8.7;11.8;15.2;41.3;18.7;211.0;187.0;23.0;1.0;414.0;43093.0;43.9;5.6;29.1;22.9
2013;055120000000;Bottrop, Kreisfreie Stadt;18721.0;8.9;12.2;16.1;41.9;18.5;234.0;216.0;18.0;0.0;205.0;19823.0;43.9;5.6;29.1;22.9
2014;055120000000;Bottrop, Kreisfreie Stadt;19254.0;8.5;11.1;16.4;42.9;18.5;226.0;220.0;6.0;0.0;89.0;17461.0;43.9;5.6;29.0;23.0
2015;055120000000;Bottrop, Kreisfreie Stadt;19634.0;7.9;10.4;16.9;42.4;20.2;266.0;254.0;10.0;2.0;97.0;45675.0;43.6;5.6;29.0;23.1
2010;055130000000;Gelsenkirchen, Kreisfreie Stadt;14906.0;14.4;10.7;12.3;45.2;23.0;1039.0;958.0;71.0;10.0;374.0;80176.0;74.4;9.9;14.5;7.7
2011;055130000000;Gelsenkirchen, Kreisfreie Stadt;15259.0;14.2;10.3;12.8;45.8;23.2;1000.0;909.0;73.0;18.0;594.0;307709.0;74.6;9.9;14.3;7.8
2012;055130000000;Gelsenkirchen, Kreisfreie Stadt;15621.0;14.3;10.0;14.0;46.8;23.6;877.0;812.0;61.0;4.0;996.0;319326.0;74.6;10.0;14.2;7.8
2013;055130000000;Gelsenkirchen, Kreisfreie Stadt;15604.0;14.4;10.1;15.4;45.3;23.8;944.0;905.0;37.0;2.0;2558.0;193324.0;74.6;10.0;14.2;7.8
2014;055130000000;Gelsenkirchen, Kreisfreie Stadt;16013.0;14.7;9.3;16.6;47.2;25.5;885.0;831.0;49.0;5.0;851.0;115660.0;74.5;10.0;14.2;8.0
2015;055130000000;Gelsenkirchen, Kreisfreie Stadt;16274.0;14.7;9.5;17.4;45.4;28.0;780.0;740.0;35.0;5.0;732.0;91319.0;73.7;10.3;14.0;9.0
2010;055150000000;Münster, Kreisfreie Stadt;21676.0;6.0;9.7;13.2;32.2;16.7;487.0;426.0;48.0;13.0;388.0;131455.0;32.5;3.9;46.1;16.0
2011;055150000000;Münster, Kreisfreie Stadt;21654.0;5.9;9.0;14.7;33.1;17.3;433.0;375.0;41.0;17.0;268.0;126649.0;33.0;4.2;46.3;17.5
2012;055150000000;Münster, Kreisfreie Stadt;21295.0;6.1;9.4;14.9;34.7;17.4;505.0;458.0;36.0;11.0;475.0;117162.0;33.3;4.3;45.9;17.8
2013;055150000000;Münster, Kreisfreie Stadt;21219.0;6.0;9.2;15.8;37.4;17.8;463.0;425.0;29.0;9.0;226.0;53557.0;33.5;4.4;45.7;17.8
2014;055150000000;Münster, Kreisfreie Stadt;21772.0;6.0;9.0;17.1;39.6;18.4;465.0;433.0;25.0;7.0;636.0;74123.0;33.5;4.4;45.7;17.8
2015;055150000000;Münster, Kreisfreie Stadt;22015.0;5.8;8.6;17.9;41.5;20.5;381.0;332.0;42.0;7.0;489.0;579635.0;33.6;4.4;45.7;17.8
2010;055540000000;Borken, Kreis;18514.0;5.1;11.9;18.1;38.8;11.9;628.0;496.0;63.0;69.0;1267.0;191712.0;17.0;1.0;66.4;14.7
2011;055540000000;Borken, Kreis;19202.0;4.2;10.9;20.7;40.9;12.5;542.0;448.0;53.0;41.0;830.0;86699.0;16.9;1.0;66.4;14.8
2012;055540000000;Borken, Kreis;19453.0;4.2;11.3;19.3;35.8;12.8;660.0;576.0;30.0;54.0;996.0;104181.0;17.0;1.0;66.2;15.0
2013;055540000000;Borken, Kreis;20198.0;4.3;11.3;19.2;36.1;14.3;576.0;481.0;41.0;54.0;853.0;112697.0;17.0;1.0;66.0;15.1
2014;055540000000;Borken, Kreis;20630.0;4.4;11.7;20.5;38.0;16.0;580.0;493.0;36.0;51.0;910.0;192623.0;17.1;1.0;65.7;15.3
2015;055540000000;Borken, Kreis;20920.0;4.1;11.9;20.9;39.6;17.7;534.0;437.0;32.0;65.0;683.0;54999.0;17.2;1.0;65.5;15.3
2010;055580000000;Coesfeld, Kreis;19931.0;3.9;13.1;18.9;24.5;8.5;292.0;258.0;26.0;8.0;240.0;36644.0;13.5;1.0;68.7;15.8
2011;055580000000;Coesfeld, Kreis;20691.0;3.2;12.3;21.7;28.2;9.1;310.0;272.0;26.0;12.0;484.0;48224.0;13.6;1.0;68.5;15.9
2012;055580000000;Coesfeld, Kreis;21023.0;3.1;13.2;20.7;17.9;9.4;342.0;316.0;18.0;8.0;382.0;61259.0;13.6;1.0;68.3;16.0
2013;055580000000;Coesfeld, Kreis;21341.0;3.4;12.5;20.0;19.6;9.7;266.0;240.0;14.0;12.0;597.0;66228.0;13.7;1.0;68.2;16.1
2014;055580000000;Coesfeld, Kreis;21812.0;3.4;12.7;21.8;26.8;10.6;268.0;239.0;13.0;16.0;254.0;37608.0;13.8;1.1;68.0;16.2
2015;055580000000;Coesfeld, Kreis;22146.0;3.1;12.6;22.1;26.9;11.5;256.0;221.0;21.0;14.0;258.0;29268.0;13.9;1.1;67.8;16.3
2010;055620000000;Recklinghausen, Kreis;17493.0;11.2;10.6;14.0;47.0;18.3;1117.0;960.0;141.0;16.0;1653.0;217957.0;32.3;2.6;38.2;25.4
2011;055620000000;Recklinghausen, Kreis;18013.0;10.7;10.5;15.1;48.7;18.3;1005.0;847.0;137.0;21.0;1363.0;165300.0;32.5;2.7;38.0;25.4
2012;055620000000;Recklinghausen, Kreis;18462.0;10.7;10.1;16.7;47.4;18.0;1143.0;1006.0;123.0;14.0;1644.0;146108.0;32.6;2.8;37.9;25.3
2013;055620000000;Recklinghausen, Kreis;18585.0;11.1;9.8;17.4;53.9;18.1;928.0;832.0;86.0;10.0;1541.0;151352.0;32.7;2.8;37.8;25.4
2014;055620000000;Recklinghausen, Kreis;19121.0;11.0;9.2;18.1;55.1;18.8;948.0;846.0;93.0;9.0;1236.0;154523.0;32.7;2.8;37.8;25.4
2015;055620000000;Recklinghausen, Kreis;19531.0;10.6;8.9;18.8;54.1;20.4;950.0;849.0;95.0;6.0;1199.0;180239.0;32.7;2.9;37.7;25.5
2010;055660000000;Steinfurt, Kreis;18504.0;5.0;10.7;17.3;29.5;13.9;700.0;623.0;51.0;26.0;924.0;155551.0;16.9;0.7;66.5;14.2
2011;055660000000;Steinfurt, Kreis;19131.0;4.6;11.5;18.4;30.7;14.9;596.0;516.0;64.0;16.0;1489.0;110246.0;17.0;0.8;66.4;14.2
2012;055660000000;Steinfurt, Kreis;19482.0;4.5;13.2;17.3;26.2;16.0;737.0;671.0;48.0;18.0;1448.0;147625.0;17.5;1.0;65.5;14.7
2013;055660000000;Steinfurt, Kreis;20495.0;4.9;13.0;17.1;26.4;16.6;591.0;535.0;42.0;14.0;1151.0;119301.0;17.6;1.0;65.3;14.7
2014;055660000000;Steinfurt, Kreis;20960.0;4.9;12.7;18.1;32.6;18.6;444.0;385.0;39.0;20.0;1149.0;140781.0;17.8;1.0;65.2;14.8
2015;055660000000;Steinfurt, Kreis;21208.0;4.8;12.7;16.8;34.6;21.3;561.0;512.0;30.0;19.0;2291.0;185403.0;18.0;1.0;65.0;14.8
2010;055700000000;Warendorf, Kreis;19946.0;6.2;12.0;14.9;32.8;17.3;380.0;322.0;54.0;4.0;636.0;130059.0;14.2;1.1;70.7;12.9
2011;055700000000;Warendorf, Kreis;20665.0;5.4;10.5;17.8;38.1;18.3;424.0;362.0;53.0;9.0;898.0;85327.0;14.2;1.1;70.7;12.9
2012;055700000000;Warendorf, Kreis;20960.0;5.5;10.9;18.5;37.8;18.8;482.0;431.0;46.0;5.0;887.0;210275.0;14.3;1.1;70.6;12.9
2013;055700000000;Warendorf, Kreis;21907.0;5.9;10.9;19.4;39.0;19.6;415.0;378.0;28.0;9.0;614.0;94607.0;14.4;1.1;70.5;13.0
2014;055700000000;Warendorf, Kreis;22371.0;5.9;10.5;20.1;43.7;20.6;449.0;415.0;27.0;7.0;566.0;140549.0;14.5;1.2;70.2;13.1
2015;055700000000;Warendorf, Kreis;22656.0;5.9;10.3;20.0;44.0;22.7;332.0;297.0;32.0;3.0;464.0;55575.0;14.6;1.2;70.0;13.2
2010;057000000000;Detmold, Regierungsbezirk;19799.0;;11.2;15.0;36.9;16.6;4192.0;3765.0;376.0;51.0;6427.0;1376809.0;18.3;1.3;57.5;22.3
2011;057000000000;Detmold, Regierungsbezirk;20417.0;;10.3;17.3;38.7;17.1;3846.0;3414.0;381.0;51.0;5296.0;736013.0;18.4;1.3;57.4;22.4
2012;057000000000;Detmold, Regierungsbezirk;20703.0;;11.0;17.5;36.7;17.8;3721.0;3387.0;278.0;56.0;5196.0;625243.0;18.5;1.3;57.3;22.4
2013;057000000000;Detmold, Regierungsbezirk;21136.0;;11.3;17.3;37.1;18.4;3347.0;3023.0;281.0;43.0;7513.0;987546.0;18.6;1.3;57.1;22.4
2014;057000000000;Detmold, Regierungsbezirk;21659.0;;10.9;17.9;38.6;19.6;3139.0;2807.0;281.0;51.0;4539.0;621740.0;18.7;1.4;56.9;22.5
2015;057000000000;Detmold, Regierungsbezirk;21984.0;;10.4;18.5;40.0;21.9;2756.0;2460.0;255.0;41.0;4436.0;539857.0;18.8;1.4;56.6;22.7
2010;057110000000;Bielefeld, Kreisfreie Stadt;19653.0;10.5;11.3;12.5;38.4;26.7;965.0;891.0;67.0;7.0;895.0;98236.0;41.7;4.4;36.0;21.4
2011;057110000000;Bielefeld, Kreisfreie Stadt;20136.0;9.4;9.9;14.1;39.3;26.8;1026.0;951.0;67.0;8.0;625.0;72293.0;42.0;4.4;35.7;21.4
2012;057110000000;Bielefeld, Kreisfreie Stadt;20332.0;9.2;10.4;14.5;39.2;28.3;939.0;888.0;41.0;10.0;425.0;68202.0;42.2;4.5;35.5;21.5
2013;057110000000;Bielefeld, Kreisfreie Stadt;20631.0;9.5;11.0;13.9;38.4;28.8;754.0;702.0;49.0;3.0;804.0;112143.0;42.4;4.6;35.1;21.6
2014;057110000000;Bielefeld, Kreisfreie Stadt;21105.0;9.5;10.3;14.3;39.9;30.0;684.0;621.0;54.0;9.0;383.0;61008.0;42.7;4.7;34.6;21.8
2015;057110000000;Bielefeld, Kreisfreie Stadt;21471.0;9.4;9.3;14.7;41.9;32.4;539.0;484.0;43.0;12.0;702.0;79112.0;42.9;4.8;34.2;22.0
2010;057540000000;Gütersloh, Kreis;21403.0;5.4;13.1;14.0;28.6;18.6;594.0;509.0;69.0;16.0;804.0;493426.0;20.9;1.5;62.8;13.7
2011;057540000000;Gütersloh, Kreis;22034.0;4.7;11.0;17.8;33.4;19.3;579.0;486.0;77.0;16.0;905.0;113079.0;21.2;1.5;62.8;13.7
2012;057540000000;Gütersloh, Kreis;22238.0;4.9;11.5;17.0;31.2;20.8;479.0;417.0;50.0;12.0;936.0;80652.0;21.3;1.5;62.7;13.7
2013;057540000000;Gütersloh, Kreis;23470.0;5.4;11.3;17.4;36.6;22.2;491.0;412.0;65.0;14.0;1505.0;141693.0;21.6;1.6;62.3;13.9
2014;057540000000;Gütersloh, Kreis;24012.0;5.4;10.7;18.7;37.8;23.5;487.0;429.0;52.0;6.0;995.0;97331.0;21.7;1.6;61.8;14.1
2015;057540000000;Gütersloh, Kreis;24305.0;5.2;10.6;18.9;38.5;26.6;403.0;345.0;53.0;5.0;624.0;69025.0;22.0;1.7;61.2;14.4
2010;057580000000;Herford, Kreis;20056.0;7.1;10.6;16.8;36.3;15.5;598.0;533.0;56.0;9.0;1724.0;292445.0;29.6;1.1;60.4;8.5
2011;057580000000;Herford, Kreis;20754.0;6.2;10.8;18.8;37.5;16.0;527.0;462.0;55.0;10.0;929.0;127889.0;29.7;1.1;60.3;8.5
2012;057580000000;Herford, Kreis;21132.0;6.2;11.1;19.1;36.2;16.7;485.0;434.0;42.0;9.0;774.0;64268.0;29.9;1.2;60.0;8.6
2013;057580000000;Herford, Kreis;21071.0;6.3;11.2;19.3;35.4;17.1;470.0;420.0;40.0;10.0;709.0;100807.0;30.1;1.3;59.7;8.8
2014;057580000000;Herford, Kreis;21658.0;6.4;10.4;19.9;36.4;18.0;417.0;371.0;40.0;6.0;673.0;77012.0;30.2;1.4;59.4;9.0
2015;057580000000;Herford, Kreis;22012.0;6.1;10.0;20.4;38.7;19.6;399.0;369.0;25.0;5.0;311.0;50232.0;30.3;1.4;59.2;9.1
2010;057620000000;Höxter, Kreis;17780.0;6.2;12.0;17.5;35.3;7.3;177.0;151.0;25.0;1.0;215.0;29262.0;10.3;0.4;58.9;29.4
2011;057620000000;Höxter, Kreis;18520.0;5.5;11.1;19.9;32.6;7.3;200.0;179.0;21.0;0.0;677.0;86488.0;10.4;0.5;58.9;29.4
