RS_LAND;RS_REGBEZIRK;RS_KREIS;RS_GEMEINDEVB;RS_GEMEINDE;GEMEINDENAME;FLAECHE_IN_QKM;BEV_INSGESAMT;BEV_MAENNLICH;BEV_WEIBLICH;BEV_JE_QKM;PLZ;GEOG_MITTELP_LON;GEOG_MITTELP_LAT;BESIEDLUNGSSCHLUESSEL;BESIEDLUNGSSCHLUESSEL_BEZ;RS
05;9;78;0032;032;Selm, Stadt;  60.34;27001;13347;13654;447;59379;7.465338;51.690104;2;Halbstädtisch;059780032032
05;9;78;0036;036;Unna, Stadt;  88.53;66502;33552;32950;751;59423;7.689932;51.534877;1;Städtisch;059780036036
05;9;78;0040;040;Werne, Stadt;  76.08;29901;14443;15458;393;59368;7.635119;51.663179;2;Halbstädtisch;059780040040
06;4;11;0000;000;Darmstadt, Wissenschaftsstadt;  122.09;144402;72180;72222;1183;64283;8.6566;49.873211;1;Städtisch;064110000000
06;4;12;0000;000;Frankfurt am Main, Stadt;  248.31;679664;333129;346535;2737;60311;8.682432;50.110879;1;Städtisch;064120000000
06;4;13;0000;000;Offenbach am Main, Stadt;  44.89;120435;60473;59962;2683;63065;8.764442;50.105566;1;Städtisch;064130000000
06;4;14;0000;000;Wiesbaden, Landeshauptstadt;  203.93;275976;132695;143281;1353;65183;8.239137;50.081697;1;Städtisch;064140000000
06;4;31;0001;001;Abtsteinach;  11.03;2432;1210;1222;220;69518;8.789513;49.537919;2;Halbstädtisch;064310001001
06;4;31;0002;002;Bensheim, Stadt;  57.83;39729;19416;20313;687;64625;8.618986;49.679806;1;Städtisch;064310002002
06;4;31;0003;003;Biblis;  40.44;8757;4409;4348;217;68647;8.450352;49.683252;2;Halbstädtisch;064310003003
06;4;31;0004;004;Birkenau;  24.56;10029;4859;5170;408;69488;8.705574;49.562424;2;Halbstädtisch;064310004004
06;4;31;0005;005;Bürstadt, Stadt;  34.46;15541;7650;7891;451;68642;8.452693;49.640365;2;Halbstädtisch;064310005005
06;4;31;0006;006;Einhausen;  26.67;6115;3085;3030;229;64683;8.545053;49.672281;2;Halbstädtisch;064310006006
06;4;31;0007;007;Fürth;  38.41;10669;5261;5408;278;64658;10.989973;49.477384;2;Halbstädtisch;064310007007
06;4;31;0008;008;Gorxheimertal;  10.45;3985;1989;1996;381;69517;8.735273;49.536283;2;Halbstädtisch;064310008008
06;4;31;0009;009;Grasellenbach;  22.88;3703;1901;1802;162;64689;8.860778;49.630272;2;Halbstädtisch;064310009009
06;4;31;0010;010;Groß-Rohrheim;  19.56;3709;1859;1850;190;68649;8.477487;49.719154;2;Halbstädtisch;064310010010
06;4;31;0011;011;Heppenheim (Bergstraße), Kreisstadt;  52.14;25266;12334;12932;485;64646;8.638832;49.642481;2;Halbstädtisch;064310011011
06;4;31;0012;012;Hirschhorn (Neckar), Stadt;  30.86;3585;1763;1822;116;69434;8.89669;49.447386;2;Halbstädtisch;064310012012
06;4;31;0013;013;Lampertheim, Stadt;  72.28;31337;15334;16003;434;68623;8.46255;49.595787;2;Halbstädtisch;064310013013
06;4;31;0014;014;Lautertal (Odenwald);  30.76;7082;3471;3611;230;64686;8.713134;49.710712;2;Halbstädtisch;064310014014
06;4;31;0015;015;Lindenfels, Stadt;  21.09;5001;2434;2567;237;64678;8.779829;49.68301;2;Halbstädtisch;064310015015
06;4;31;0016;016;Lorsch, Karolingerstadt;  25.24;13041;6402;6639;517;64653;8.567792;49.653854;2;Halbstädtisch;064310016016
06;4;31;0017;017;Mörlenbach;  27.22;10140;4997;5143;373;69509;8.73769;49.597539;2;Halbstädtisch;064310017017
06;4;31;0018;018;Neckarsteinach, Stadt;  17.22;3752;1840;1912;218;69239;8.839113;49.407969;2;Halbstädtisch;064310018018
06;4;31;0019;019;Rimbach;  23.16;8530;4177;4353;368;64668;12.662738;48.464816;2;Halbstädtisch;064310019019
06;4;31;0020;020;Viernheim, Stadt;  48.40;32601;15769;16832;674;68519;8.581953;49.537068;1;Städtisch;064310020020
06;4;31;0021;021;Wald-Michelbach;  74.36;10915;5453;5462;147;69483;8.830139;49.570695;2;Halbstädtisch;064310021021
06;4;31;0022;022;Zwingenberg, Stadt;  5.66;6731;3301;3430;1189;64673;8.612273;49.726068;1;Städtisch;064310022022
06;4;31;9200;200;Michelbuch gemfr. Gebiet;  4.85;0;0;0;;;8.86895;49.431174;3;Ländlich;064319200200
06;4;32;0001;001;Alsbach-Hähnlein;  15.78;9264;4570;4694;587;64665;8.587286;49.741948;1;Städtisch;064320001001
06;4;32;0002;002;Babenhausen, Stadt;  66.87;15958;7888;8070;239;64832;8.95236;49.962863;2;Halbstädtisch;064320002002
06;4;32;0003;003;Bickenbach;  9.26;5478;2689;2789;592;64404;8.611024;49.754423;1;Städtisch;064320003003
06;4;32;0004;004;Dieburg, Stadt;  23.08;15262;7793;7469;661;64807;8.84004;49.899271;1;Städtisch;064320004004
06;4;32;0005;005;Eppertshausen;  13.11;5923;2910;3013;452;64859;8.848665;49.944519;2;Halbstädtisch;064320005005
06;4;32;0006;006;Erzhausen;  7.40;7479;3703;3776;1011;64390;8.634735;49.952719;1;Städtisch;064320006006
06;4;32;0007;007;Fischbachtal;  13.27;2691;1353;1338;203;64405;8.812528;49.763907;2;Halbstädtisch;064320007007
06;4;32;0008;008;Griesheim, Stadt;  21.55;26317;13026;13291;1221;64347;8.552636;49.859175;1;Städtisch;064320008008
06;4;32;0009;009;Groß-Bieberau, Stadt;  18.27;4564;2314;2250;250;64401;8.827306;49.801183;2;Halbstädtisch;064320009009
06;4;32;0010;010;Groß-Umstadt, Stadt;  86.84;21333;10675;10658;246;64823;8.926007;49.867961;2;Halbstädtisch;064320010010
06;4;32;0011;011;Groß-Zimmern;  21.26;13854;6963;6891;652;64846;8.830208;49.87222;1;Städtisch;064320011011
06;4;32;0012;012;Messel;  14.82;3792;1932;1860;256;64409;8.7412;49.939275;2;Halbstädtisch;064320012012
06;4;32;0013;013;Modautal;  31.79;4945;2489;2456;156;64397;8.734876;49.754671;2;Halbstädtisch;064320013013
06;4;32;0014;014;Mühltal;  25.34;13867;6794;7073;547;64367;8.689754;49.81332;1;Städtisch;064320014014
06;4;32;0015;015;Münster;  20.77;14201;7106;7095;684;64839;10.906216;48.623205;1;Städtisch;064320015015
06;4;32;0016;016;Ober-Ramstadt, Stadt;  41.88;15049;7428;7621;359;64372;8.7395;49.831768;2;Halbstädtisch;064320016016
06;4;32;0017;017;Otzberg;  41.95;6344;3195;3149;151;64853;8.902869;49.824417;2;Halbstädtisch;064320017017
06;4;32;0018;018;Pfungstadt, Stadt;  42.53;24615;12048;12567;579;64319;8.597771;49.801774;1;Städtisch;064320018018
06;4;32;0019;019;Reinheim, Stadt;  27.70;17012;8411;8601;614;64354;8.834737;49.826054;1;Städtisch;064320019019
06;4;32;0020;020;Roßdorf;  20.60;12019;5964;6055;583;64380;8.756733;49.8577;1;Städtisch;064320020020
06;4;32;0021;021;Schaafheim;  32.16;8994;4460;4534;280;64850;9.007365;49.921287;2;Halbstädtisch;064320021021
06;4;32;0022;022;Seeheim-Jugenheim;  28.00;15860;7634;8226;566;64342;8.644679;49.767667;1;Städtisch;064320022022
06;4;32;0023;023;Weiterstadt, Stadt;  34.40;24378;12006;12372;709;64331;8.588464;49.905719;1;Städtisch;064320023023
06;4;33;0001;001;Biebesheim am Rhein;  18.68;6447;3227;3220;345;64584;8.46497;49.779852;2;Halbstädtisch;064330001001
06;4;33;0002;002;Bischofsheim;  9.02;12659;6240;6419;1403;65474;8.35501;49.989064;1;Städtisch;064330002002
06;4;33;0003;003;Büttelborn;  30.01;13703;6785;6918;457;64572;8.511858;49.902138;2;Halbstädtisch;064330003003
06;4;33;0004;004;Gernsheim, Schöfferstadt;  40.11;9744;4812;4932;243;64579;8.493249;49.752293;2;Halbstädtisch;064330004004
06;4;33;0005;005;Ginsheim-Gustavsburg;  13.94;15938;7827;8111;1143;65462;8.323745;49.983728;1;Städtisch;064330005005
06;4;33;0006;006;Groß-Gerau, Stadt;  54.48;23409;11385;12024;430;64521;8.482423;49.921619;2;Halbstädtisch;064330006006
06;4;33;0007;007;Kelsterbach, Stadt;  15.38;13395;6690;6705;871;65451;8.52912;50.063346;1;Städtisch;064330007007
06;4;33;0008;008;Mörfelden-Walldorf, Stadt;  44.16;34035;17524;16511;771;64546;8.565196;49.987353;1;Städtisch;064330008008
06;4;33;0009;009;Nauheim;  13.77;10051;5003;5048;730;64569;8.452236;49.945336;1;Städtisch;064330009009
06;4;33;0010;010;Raunheim, Stadt;  12.61;14848;7380;7468;1177;65479;8.456335;50.014975;1;Städtisch;064330010010
06;4;33;0011;011;Riedstadt, Stadt;  73.76;21478;10587;10891;291;64560;8.473083;49.848173;2;Halbstädtisch;064330011011
06;4;33;0012;012;Rüsselsheim, Stadt;  58.29;60294;29987;30307;1034;65428;8.411404;49.994936;1;Städtisch;064330012012
06;4;33;0013;013;Stockstadt am Rhein;  18.70;5687;2793;2894;304;64589;8.465959;49.80777;2;Halbstädtisch;064330013013
06;4;33;0014;014;Trebur;  50.14;13199;6565;6634;263;65468;8.404983;49.926683;2;Halbstädtisch;064330014014
06;4;34;0001;001;Bad Homburg v. d. Höhe, Stadt;  51.16;52229;24302;27927;1021;61348;8.612989;50.228406;1;Städtisch;064340001001
06;4;34;0002;002;Friedrichsdorf, Stadt;  30.16;24685;12120;12565;818;61381;8.641683;50.256845;1;Städtisch;064340002002
06;4;34;0003;003;Glashütten;  27.07;5246;2570;2676;194;61479;11.448864;49.8909;2;Halbstädtisch;064340003003
06;4;34;0004;004;Grävenwiesbach;  43.16;5252;2661;2591;122;61279;8.457557;50.388342;2;Halbstädtisch;064340004004
06;4;34;0005;005;Königstein im Taunus, Stadt;  25.07;15946;7670;8276;636;61462;8.464873;50.182742;1;Städtisch;064340005005
06;4;34;0006;006;Kronberg im Taunus, Stadt;  18.62;17683;8186;9497;950;61476;8.510665;50.179718;1;Städtisch;064340006006
06;4;34;0007;007;Neu-Anspach, Stadt;  36.14;14798;7361;7437;409;61267;8.497942;50.298288;2;Halbstädtisch;064340007007
06;4;34;0008;008;Oberursel (Taunus), Stadt;  45.37;43741;21027;22714;964;61440;8.582281;50.200588;1;Städtisch;064340008008
06;4;34;0009;009;Schmitten;  35.50;8814;4389;4425;248;61389;8.44419;50.270038;2;Halbstädtisch;064340009009
06;4;34;0010;010;Steinbach (Taunus), Stadt;  4.40;10097;4829;5268;2295;61449;8.572099;50.167691;1;Städtisch;064340010010
06;4;34;0011;011;Usingen, Stadt;  55.83;13406;6515;6891;240;61250;8.537139;50.333843;2;Halbstädtisch;064340011011
06;4;34;0012;012;Wehrheim;  38.37;9338;4643;4695;243;61273;8.568052;50.302901;2;Halbstädtisch;064340012012
06;4;34;0013;013;Weilrod;  71.16;6190;3096;3094;87;61276;8.374422;50.345449;2;Halbstädtisch;064340013013
06;4;35;0001;001;Bad Orb, Stadt;  47.78;9780;4676;5104;205;63619;9.348205;50.227785;2;Halbstädtisch;064350001001
06;4;35;0002;002;Bad Soden-Salmünster, Stadt;  58.60;13600;6819;6781;232;63628;9.365841;50.284228;2;Halbstädtisch;064350002002
06;4;35;0003;003;Biebergemünd;  78.55;8305;4130;4175;106;63599;9.293287;50.171699;2;Halbstädtisch;064350003003
06;4;35;0004;004;Birstein;  86.63;6297;3127;3170;73;63633;9.310105;50.35353;3;Ländlich;064350004004
06;4;35;0005;005;Brachttal;  30.85;5168;2549;2619;168;63636;9.308487;50.310778;2;Halbstädtisch;064350005005
06;4;35;0006;006;Bruchköbel, Stadt;  29.67;20572;10013;10559;693;63486;8.920577;50.178772;1;Städtisch;064350006006
06;4;35;0007;007;Erlensee;  18.59;13126;6547;6579;706;63526;8.990682;50.164977;1;Städtisch;064350007007
06;4;35;0008;008;Flörsbachtal;  52.11;2484;1235;1249;48;63639;9.46231;50.112129;3;Ländlich;064350008008
