RS_LAND;RS_REGBEZIRK;RS_KREIS;RS_GEMEINDEVB;RS_GEMEINDE;GEMEINDENAME;FLAECHE_IN_QKM;BEV_INSGESAMT;BEV_MAENNLICH;BEV_WEIBLICH;BEV_JE_QKM;PLZ;GEOG_MITTELP_LON;GEOG_MITTELP_LAT;BESIEDLUNGSSCHLUESSEL;BESIEDLUNGSSCHLUESSEL_BEZ;RS
01;0;01;0000;000;Flensburg, Stadt;  56.74;88759;43759;45000;1564;24937;9.437509;54.78252;1;Städtisch;010010000000
01;0;02;0000;000;Kiel, Landeshauptstadt;  118.65;239526;117297;122229;2019;24103;10.13727;54.321775;1;Städtisch;010020000000
01;0;03;0000;000;Lübeck, Hansestadt;  214.21;210232;100054;110178;981;23539;10.683931;53.866269;1;Städtisch;010030000000
01;0;04;0000;000;Neumünster, Stadt;  71.63;76830;37734;39096;1073;24534;9.984968;54.073921;1;Städtisch;010040000000
01;0;51;0011;011;Brunsbüttel, Stadt;  65.24;13120;6513;6607;201;25541;9.126938;53.896664;3;Ländlich;010510011011
01;0;51;0044;044;Heide, Stadt;  31.97;20886;9998;10888;653;25746;9.0954;54.195833;3;Ländlich;010510044044
01;0;51;5163;003;Averlak;  9.07;599;296;303;66;25715;9.182663;53.941153;3;Ländlich;010515163003
01;0;51;5163;010;Brickeln;  6.07;217;113;104;36;25712;9.221166;54.00849;3;Ländlich;010515163010
01;0;51;5163;012;Buchholz;  14.55;1076;550;526;74;25712;12.641551;53.277354;3;Ländlich;010515163012
01;0;51;5163;016;Burg (Dithmarschen);  11.23;4237;2033;2204;377;25712;9.258097;53.995936;3;Ländlich;010515163016
01;0;51;5163;022;Dingen;  7.02;670;338;332;95;25715;9.125803;53.960888;3;Ländlich;010515163022
01;0;51;5163;024;Eddelak;  9.21;1367;672;695;148;25715;9.137788;53.945504;3;Ländlich;010515163024
01;0;51;5163;026;Eggstedt;  12.79;781;394;387;61;25721;9.259269;54.054534;3;Ländlich;010515163026
01;0;51;5163;032;Frestedt;  10.32;370;186;184;36;25727;9.175759;54.023638;3;Ländlich;010515163032
01;0;51;5163;037;Großenrade;  10.40;516;265;251;50;25712;9.223435;54.022051;3;Ländlich;010515163037
01;0;51;5163;051;Hochdonn;  5.46;1234;607;627;226;25712;9.29316;54.019564;3;Ländlich;010515163051
01;0;51;5163;064;Kuden;  11.36;652;342;310;57;25712;9.192821;53.967852;3;Ländlich;010515163064
01;0;51;5163;089;Quickborn;  6.95;205;97;108;29;25712;9.206618;54.009975;3;Ländlich;010515163089
01;0;51;5163;097;Sankt Michaelisdonn;  23.05;3635;1795;1840;158;25693;9.122147;53.994437;3;Ländlich;010515163097
01;0;51;5163;110;Süderhastedt;  15.74;866;419;447;55;25727;9.208859;54.049909;3;Ländlich;010515163110
01;0;51;5166;021;Diekhusen-Fahrstedt;  7.46;755;393;362;101;25709;9.028338;53.942364;3;Ländlich;010515166021
01;0;51;5166;034;Friedrichskoog;  53.35;2452;1220;1232;46;25718;8.897409;54.013925;3;Ländlich;010515166034
01;0;51;5166;046;Helse;  11.44;946;472;474;83;25709;9.010226;53.977555;3;Ländlich;010515166046
01;0;51;5166;057;Kaiser-Wilhelm-Koog;  13.06;375;189;186;29;25709;8.926363;53.942933;3;Ländlich;010515166057
01;0;51;5166;062;Kronprinzenkoog;  28.85;892;457;435;31;25709;8.964497;53.971709;3;Ländlich;010515166062
01;0;51;5166;072;Marne, Stadt;  4.83;5825;2730;3095;1206;25709;9.008761;53.953694;3;Ländlich;010515166072
01;0;51;5166;073;Marnerdeich;  1.31;344;183;161;263;25709;8.983063;53.948488;3;Ländlich;010515166073
01;0;51;5166;076;Neufeld;  10.41;620;331;289;60;25724;9.019045;53.907224;3;Ländlich;010515166076
01;0;51;5166;077;Neufelderkoog;  9.76;166;92;74;17;25724;8.96889;53.906887;3;Ländlich;010515166077
01;0;51;5166;090;Ramhusen;  4.80;164;87;77;34;25715;9.090658;53.941207;3;Ländlich;010515166090
01;0;51;5166;103;Schmedeswurth;  5.91;206;105;101;35;25724;9.041004;53.926611;3;Ländlich;010515166103
01;0;51;5166;118;Trennewurth;  7.79;263;142;121;34;25693;9.02715;54.000215;3;Ländlich;010515166118
01;0;51;5166;119;Volsemenhusen;  16.78;361;191;170;22;25693;9.065624;53.9679;3;Ländlich;010515166119
01;0;51;5169;005;Barkenholm;  5.11;175;94;81;34;25791;9.174339;54.237387;3;Ländlich;010515169005
01;0;51;5169;008;Bergewöhrden;  2.64;33;14;19;13;25779;9.209426;54.318469;3;Ländlich;010515169008
01;0;51;5169;019;Dellstedt;  21.77;788;407;381;36;25786;9.369143;54.237892;3;Ländlich;010515169019
01;0;51;5169;020;Delve;  15.84;717;366;351;45;25788;9.252364;54.303977;3;Ländlich;010515169020
01;0;51;5169;023;Dörpling;  7.82;635;320;315;81;25794;9.301925;54.260654;3;Ländlich;010515169023
01;0;51;5169;030;Fedderingen;  9.69;283;140;143;29;25779;9.132642;54.281143;3;Ländlich;010515169030
01;0;51;5169;035;Gaushorn;  6.45;198;102;96;31;25782;9.225317;54.194895;3;Ländlich;010515169035
01;0;51;5169;036;Glüsing;  4.69;118;65;53;25;25779;9.216421;54.274546;3;Ländlich;010515169036
01;0;51;5169;038;Groven;  7.90;131;74;57;17;25774;8.989147;54.300164;3;Ländlich;010515169038
01;0;51;5169;047;Hemme;  16.53;544;291;253;33;25774;9.010966;54.280209;3;Ländlich;010515169047
01;0;51;5169;049;Hennstedt;  21.93;1924;974;950;88;25779;9.168248;54.283636;3;Ländlich;010515169049
01;0;51;5169;052;Hövede;  2.94;65;41;24;22;25782;9.293408;54.243806;3;Ländlich;010515169052
01;0;51;5169;053;Hollingstedt;  9.74;318;163;155;33;25788;9.226796;54.290547;3;Ländlich;010515169053
01;0;51;5169;058;Karolinenkoog;  17.55;120;62;58;7;25774;8.965425;54.292378;3;Ländlich;010515169058
01;0;51;5169;060;Kleve;  12.81;419;216;203;33;25779;9.123184;54.295633;3;Ländlich;010515169060
01;0;51;5169;061;Krempel;  4.83;625;315;310;129;25774;9.027606;54.320019;3;Ländlich;010515169061
01;0;51;5169;065;Lehe;  18.63;1063;518;545;57;25774;7.34349;53.002707;3;Ländlich;010515169065
01;0;51;5169;068;Linden;  11.62;854;436;418;73;25791;7.850464;50.60201;3;Ländlich;010515169068
01;0;51;5169;071;Lunden;  4.65;1631;823;808;351;25774;9.024248;54.330567;3;Ländlich;010515169071
01;0;51;5169;080;Norderheistedt;  4.33;143;74;69;33;25779;9.146139;54.24533;3;Ländlich;010515169080
01;0;51;5169;088;Pahlen;  10.80;1207;600;607;112;25794;9.296387;54.267812;3;Ländlich;010515169088
01;0;51;5169;092;Rehm-Flehde-Bargen;  14.63;548;288;260;37;25776;9.038383;54.291775;3;Ländlich;010515169092
01;0;51;5169;096;Sankt Annen;  14.89;321;169;152;22;25776;9.07975;54.345413;3;Ländlich;010515169096
01;0;51;5169;100;Schalkholz;  12.50;592;283;309;47;25782;9.257027;54.246244;3;Ländlich;010515169100
01;0;51;5169;102;Schlichting;  12.50;220;108;112;18;25776;9.089378;54.310139;3;Ländlich;010515169102
01;0;51;5169;114;Tellingstedt;  21.10;2477;1217;1260;117;25782;9.281892;54.219967;3;Ländlich;010515169114
01;0;51;5169;117;Tielenhemme;  12.71;130;63;67;10;25794;9.378654;54.269463;3;Ländlich;010515169117
01;0;51;5169;120;Wallen;  1.86;32;17;15;17;25788;9.269538;54.284499;3;Ländlich;010515169120
01;0;51;5169;125;Welmbüttel;  7.60;456;227;229;60;25782;9.246825;54.196873;3;Ländlich;010515169125
01;0;51;5169;131;Westerborstel;  4.14;109;52;57;26;25782;9.2606;54.220136;3;Ländlich;010515169131
01;0;51;5169;133;Wiemerstedt;  5.08;159;78;81;31;25779;9.111231;54.269296;3;Ländlich;010515169133
01;0;51;5169;136;Wrohm;  11.45;718;366;352;63;25799;9.379504;54.212641;3;Ländlich;010515169136
01;0;51;5169;139;Süderdorf;  16.21;373;188;185;23;25782;9.343789;54.207468;3;Ländlich;010515169139
01;0;51;5169;141;Süderheistedt;  8.44;577;272;305;68;25779;9.148462;54.234829;3;Ländlich;010515169141
01;0;51;5172;048;Hemmingstedt;  16.01;2901;1432;1469;181;25770;9.073155;54.14876;3;Ländlich;010515172048
01;0;51;5172;067;Lieth;  4.66;394;184;210;85;25770;9.060773;54.15531;3;Ländlich;010515172067
01;0;51;5172;069;Lohe-Rickelshof;  5.39;2015;953;1062;374;25746;9.065768;54.187792;3;Ländlich;010515172069
01;0;51;5172;075;Neuenkirchen;  25.14;1007;519;488;40;25792;13.370182;53.597509;3;Ländlich;010515172075
01;0;51;5172;081;Norderwöhrden;  18.47;281;152;129;15;25746;9.000231;54.192782;3;Ländlich;010515172081
01;0;51;5172;082;Nordhastedt;  26.56;2747;1393;1354;103;25785;9.18191;54.17184;3;Ländlich;010515172082
01;0;51;5172;087;Ostrohe;  6.67;943;461;482;141;25746;9.130804;54.213999;3;Ländlich;010515172087
01;0;51;5172;107;Stelle-Wittenwurth;  10.71;487;233;254;45;25795;9.061114;54.262553;3;Ländlich;010515172107
01;0;51;5172;113;Wöhrden;  21.77;1325;661;664;61;25797;8.994507;54.165462;3;Ländlich;010515172113
01;0;51;5172;122;Weddingstedt;  17.79;2264;1096;1168;127;25795;9.088862;54.239275;3;Ländlich;010515172122
01;0;51;5172;130;Wesseln;  3.76;1383;689;694;368;25746;9.075442;54.208326;3;Ländlich;010515172130
01;0;51;5175;001;Albersdorf;  17.12;3464;1700;1764;202;25767;11.773011;50.903669;3;Ländlich;010515175001
01;0;51;5175;002;Arkebek;  6.92;239;123;116;35;25767;9.250324;54.159662;3;Ländlich;010515175002
01;0;51;5175;004;Bargenstedt;  11.90;917;447;470;77;25704;9.144198;54.095593;3;Ländlich;010515175004
01;0;51;5175;006;Barlt;  22.88;795;399;396;35;25719;9.058002;54.012443;3;Ländlich;010515175006
01;0;51;5175;015;Bunsoh;  11.75;895;452;443;76;25767;9.320225;54.165522;3;Ländlich;010515175015
01;0;51;5175;017;Busenwurth;  10.09;292;159;133;29;25719;9.041309;54.041611;3;Ländlich;010515175017
01;0;51;5175;027;Elpersbüttel;  30.17;872;446;426;29;25704;9.047155;54.072963;3;Ländlich;010515175027
01;0;51;5175;028;Epenwöhrden;  13.52;798;408;390;59;25704;9.052894;54.112805;3;Ländlich;010515175028
01;0;51;5175;039;Gudendorf;  6.04;415;207;208;69;25693;9.108199;54.024745;3;Ländlich;010515175039
01;0;51;5175;054;Immenstedt;  3.09;96;39;57;31;25767;9.299737;54.180685;3;Ländlich;010515175054
01;0;51;5175;063;Krumstedt;  15.89;532;257;275;33;25727;9.177953;54.068683;3;Ländlich;010515175063
01;0;51;5175;074;Meldorf, Stadt;  21.25;7416;3607;3809;349;25704;9.068784;54.090944;3;Ländlich;010515175074
01;0;51;5175;078;Nindorf;  8.73;1201;604;597;138;25704;9.114943;54.086721;3;Ländlich;010515175078
01;0;51;5175;083;Odderade;  11.26;324;166;158;29;25785;9.190794;54.139383;3;Ländlich;010515175083
01;0;51;5175;085;Offenbüttel;  13.95;293;143;150;21;25767;9.358038;54.169258;3;Ländlich;010515175085
01;0;51;5175;086;Osterrade;  17.09;440;230;210;26;25767;9.353264;54.190212;3;Ländlich;010515175086
01;0;51;5175;098;Sarzbüttel;  13.39;731;376;355;55;25785;9.184288;54.118971;3;Ländlich;010515175098
01;0;51;5175;099;Schafstedt;  18.16;1326;669;657;73;25725;9.293675;54.079914;3;Ländlich;010515175099
01;0;51;5175;104;Schrum;  5.00;74;40;34;15;25782;9.251666;54.187228;3;Ländlich;010515175104
01;0;51;5175;126;Wennbüttel;  4.55;78;34;44;17;25767;9.32237;54.137968;3;Ländlich;010515175126
01;0;51;5175;134;Windbergen;  17.31;833;429;404;48;25729;9.117929;54.044948;3;Ländlich;010515175134
01;0;51;5175;135;Wolmersdorf;  6.10;325;163;162;53;25704;9.103978;54.077113;3;Ländlich;010515175135
01;0;51;5175;137;Nordermeldorf;  34.10;628;332;296;18;25704;9.013655;54.104638;3;Ländlich;010515175137
01;0;51;5175;138;Tensbüttel-Röst;  19.36;683;334;349;35;25767;9.237322;54.116571;3;Ländlich;010515175138
01;0;51;5178;013;Büsum;  8.27;4987;2306;2681;603;25761;8.860613;54.129252;3;Ländlich;010515178013
01;0;51;5178;014;Büsumer Deichhausen;  2.87;332;130;202;116;25761;8.890088;54.136174;3;Ländlich;010515178014
01;0;51;5178;033;Friedrichsgabekoog;  8.62;55;23;32;6;25764;8.941082;54.157515;3;Ländlich;010515178033
01;0;51;5178;043;Hedwigenkoog;  16.36;274;129;145;17;25761;8.840952;54.177985;3;Ländlich;010515178043
01;0;51;5178;045;Hellschen-Heringsand-Unterschaar;  7.02;181;86;95;26;25764;8.872881;54.194535;3;Ländlich;010515178045
01;0;51;5178;050;Hillgroven;  3.60;83;52;31;23;25764;8.874901;54.227921;3;Ländlich;010515178050
01;0;51;5178;079;Norddeich;  6.90;412;213;199;60;25764;8.899963;54.218057;3;Ländlich;010515178079
01;0;51;5178;084;Oesterdeichstrich;  4.63;278;143;135;60;25761;8.900566;54.158891;3;Ländlich;010515178084
01;0;51;5178;093;Reinsbüttel;  6.83;437;216;221;64;25764;8.911056;54.179073;3;Ländlich;010515178093
01;0;51;5178;105;Schülp;  9.27;467;230;237;50;25764;8.929969;54.241672;3;Ländlich;010515178105
01;0;51;5178;108;Strübbel;  4.40;83;40;43;19;25792;8.971811;54.260388;3;Ländlich;010515178108
01;0;51;5178;109;Süderdeich;  6.64;505;248;257;76;25764;8.91131;54.201711;3;Ländlich;010515178109
01;0;51;5178;121;Warwerort;  4.57;292;146;146;64;25761;8.921722;54.141176;3;Ländlich;010515178121
01;0;51;5178;127;Wesselburen, Stadt;  5.14;3042;1453;1589;592;25764;8.920686;54.212158;3;Ländlich;010515178127
01;0;51;5178;128;Wesselburener Deichhausen;  5.07;145;72;73;29;25764;8.937237;54.174947;3;Ländlich;010515178128
01;0;51;5178;129;Wesselburenerkoog;  21.88;123;64;59;6;25764;8.87616;54.239245;3;Ländlich;010515178129
01;0;51;5178;132;Westerdeichstrich;  7.49;933;464;469;125;25761;8.863516;54.162005;3;Ländlich;010515178132
01;0;51;5178;140;Oesterwurth;  14.19;252;133;119;18;25764;8.976801;54.210346;3;Ländlich;010515178140
01;0;53;0032;032;Geesthacht, Stadt;  33.19;29228;14196;15032;881;21502;10.371622;53.433384;1;Städtisch;010530032032
01;0;53;0083;083;Lauenburg/ Elbe, Stadt;  9.54;11220;5566;5654;1176;21481;10.554267;53.374188;2;Halbstädtisch;010530083083
01;0;53;0090;090;Mölln, Stadt;  25.05;18487;8843;9644;738;23879;10.691022;53.629521;3;Ländlich;010530090090
01;0;53;0100;100;Ratzeburg, Stadt;  30.29;13699;6418;7281;452;23909;10.774491;53.699024;3;Ländlich;010530100100
01;0;53;0116;116;Schwarzenbek, Stadt;  11.56;15074;7320;7754;1304;21493;10.477662;53.502645;3;Ländlich;010530116116
01;0;53;0129;129;Wentorf bei Hamburg;  6.87;11633;5527;6106;1693;21465;10.251899;53.491012;2;Halbstädtisch;010530129129
01;0;53;5308;008;Behlendorf;  10.26;389;197;192;38;23919;10.667845;53.699475;3;Ländlich;010535308008
01;0;53;5308;009;Berkenthin;  10.25;2049;1009;1040;200;23919;10.638296;53.734568;3;Ländlich;010535308009
01;0;53;5308;011;Bliestorf;  10.35;665;312;353;64;23847;10.602526;53.768796;3;Ländlich;010535308011
01;0;53;5308;024;Düchelsdorf;  3.01;152;80;72;50;23847;10.580373;53.737072;3;Ländlich;010535308024
01;0;53;5308;034;Göldenitz;  5.15;234;125;109;45;23919;10.631501;53.722024;3;Ländlich;010535308034
01;0;53;5308;061;Kastorf;  6.90;1190;587;603;172;23847;10.570133;53.748874;3;Ländlich;010535308061
01;0;53;5308;067;Klempau;  10.07;622;313;309;62;23628;10.660387;53.762851;3;Ländlich;010535308067
01;0;53;5308;075;Krummesse;  3.35;1465;703;762;437;23628;10.641945;53.780122;2;Halbstädtisch;010535308075
01;0;53;5308;094;Niendorf bei Berkenthin;  3.99;194;95;99;49;23919;10.626157;53.702417;3;Ländlich;010535308094
01;0;53;5308;103;Rondeshagen;  9.51;846;436;410;89;23919;10.630879;53.752212;3;Ländlich;010535308103
01;0;53;5308;120;Sierksrade;  4.00;331;167;164;83;23847;10.600344;53.736554;3;Ländlich;010535308120
01;0;53;5313;002;Alt Mölln;  6.44;903;445;458;140;23881;10.658165;53.622774;3;Ländlich;010535313002
01;0;53;5313;005;Bälau;  6.50;238;109;129;37;23881;10.621738;53.616381;3;Ländlich;010535313005
01;0;53;5313;013;Borstorf;  8.65;289;144;145;33;23881;10.564234;53.613074;3;Ländlich;010535313013
01;0;53;5313;014;Breitenfelde;  12.54;1788;905;883;143;23881;10.632977;53.605112;3;Ländlich;010535313014
01;0;53;5313;037;Grambek;  12.66;418;200;218;33;23883;10.680679;53.574024;3;Ländlich;010535313037
01;0;53;5313;056;Hornbek;  5.89;175;89;86;30;21514;10.648547;53.558899;3;Ländlich;010535313056
01;0;53;5313;084;Lehmrade;  11.40;478;228;250;42;23883;10.752721;53.5947;3;Ländlich;010535313084
01;0;53;5313;095;Niendorf/ Stecknitz;  8.41;608;301;307;72;23881;10.609243;53.587227;3;Ländlich;010535313095
01;0;53;5313;113;Schretstaken;  8.47;512;256;256;60;21493;10.55408;53.58907;3;Ländlich;010535313113
01;0;53;5313;125;Talkau;  4.88;529;270;259;108;21493;10.569209;53.577156;3;Ländlich;010535313125
01;0;53;5313;134;Woltersdorf;  7.90;261;134;127;33;21516;11.223319;52.953664;3;Ländlich;010535313134
01;0;53;5318;010;Besenthal;  12.65;80;44;36;6;23899;10.743239;53.530138;3;Ländlich;010535318010
01;0;53;5318;015;Bröthen;  10.69;271;141;130;25;21514;10.667504;53.480409;3;Ländlich;010535318015
01;0;53;5318;020;Büchen;  16.85;5614;2756;2858;333;21514;10.616481;53.480926;3;Ländlich;010535318020
01;0;53;5318;029;Fitzen;  9.11;370;184;186;41;21514;10.646669;53.493942;3;Ländlich;010535318029
01;0;53;5318;035;Göttin;  5.21;45;25;20;9;21514;10.70332;53.533922;3;Ländlich;010535318035
01;0;53;5318;046;Gudow;  42.26;1620;809;811;38;23899;10.771254;53.555806;3;Ländlich;010535318046
01;0;53;5318;048;Güster;  7.78;1281;637;644;165;21514;10.680582;53.539519;3;Ländlich;010535318048
01;0;53;5318;064;Klein Pampau;  4.17;618;310;308;148;21514;10.586655;53.512681;3;Ländlich;010535318064
01;0;53;5318;080;Langenlehsten;  23.37;154;78;76;7;21514;10.740373;53.499816;3;Ländlich;010535318080
01;0;53;5318;092;Müssen;  11.46;959;479;480;84;21516;10.562041;53.494948;3;Ländlich;010535318092
01;0;53;5318;104;Roseburg;  16.23;505;248;257;31;21514;10.625016;53.531303;3;Ländlich;010535318104
01;0;53;5318;115;Schulendorf;  11.39;488;256;232;43;21516;10.561815;53.473309;3;Ländlich;010535318115
01;0;53;5318;119;Siebeneichen;  4.68;272;135;137;58;21514;10.618595;53.510758;3;Ländlich;010535318119
01;0;53;5318;126;Tramm;  6.75;341;168;173;51;21516;11.64254;53.521071;3;Ländlich;010535318126
01;0;53;5318;132;Witzeeze;  10.46;889;412;477;85;21514;10.610143;53.452651;2;Halbstädtisch;010535318132
01;0;53;5323;003;Aumühle;  3.47;3011;1365;1646;868;21521;10.313369;53.528449;1;Städtisch;010535323003
01;0;53;5323;012;Börnsen;  8.42;4107;2020;2087;488;21039;10.285512;53.476625;2;Halbstädtisch;010535323012
01;0;53;5323;023;Dassendorf;  7.95;3112;1546;1566;391;21521;10.372664;53.488608;2;Halbstädtisch;010535323023
01;0;53;5323;028;Escheburg;  8.91;3354;1679;1675;376;21039;10.309429;53.467129;2;Halbstädtisch;010535323028
01;0;53;5323;050;Hamwarde;  6.68;759;388;371;114;21502;10.421396;53.452846;2;Halbstädtisch;010535323050
01;0;53;5323;053;Hohenhorn;  6.93;504;261;243;73;21526;10.367641;53.475563;3;Ländlich;010535323053
01;0;53;5323;072;Kröppelshagen-Fahrendorf;  8.37;1116;553;563;133;21529;10.315197;53.488589;2;Halbstädtisch;010535323072
01;0;53;5323;131;Wiershop;  5.15;160;78;82;31;21502;10.451894;53.4425;3;Ländlich;010535323131
01;0;53;5323;133;Wohltorf;  5.97;2335;1116;1219;391;21521;10.291253;53.517252;2;Halbstädtisch;010535323133
01;0;53;5323;135;Worth;  6.07;160;76;84;26;21502;10.409894;53.467424;3;Ländlich;010535323135
01;0;53;5343;006;Basedow;  7.47;717;386;331;96;21483;12.681179;53.696841;3;Ländlich;010535343006
01;0;53;5343;019;Buchhorst;  5.19;162;74;88;31;21481;10.568335;53.384993;3;Ländlich;010535343019
01;0;53;5343;022;Dalldorf;  6.05;368;187;181;61;21483;10.610808;53.435819;3;Ländlich;010535343022
01;0;53;5343;058;Juliusburg;  6.04;194;85;109;32;21483;10.506017;53.416313;3;Ländlich;010535343058
01;0;53;5343;073;Krüzen;  8.25;352;176;176;43;21483;10.527112;53.401518;3;Ländlich;010535343073
01;0;53;5343;074;Krukow;  7.94;184;101;83;23;21483;13.130169;53.520499;3;Ländlich;010535343074
01;0;53;5343;082;Lanze;  9.05;397;206;191;44;21483;10.60422;53.38637;3;Ländlich;010535343082
01;0;53;5343;087;Lütau;  11.24;717;360;357;64;21483;10.545404;53.43586;3;Ländlich;010535343087
01;0;53;5343;111;Schnakenbek;  13.02;847;419;428;65;21481;10.50018;53.385425;3;Ländlich;010535343111
01;0;53;5343;128;Wangelau;  6.52;207;107;100;32;21483;10.546476;53.453653;3;Ländlich;010535343128
01;0;53;5358;001;Albsfelde;  4.18;61;31;30;15;23909;10.694451;53.679957;3;Ländlich;010535358001
01;0;53;5358;004;Bäk;  4.30;827;394;433;192;23909;10.787081;53.716344;3;Ländlich;010535358004
01;0;53;5358;016;Brunsmark;  4.29;161;86;75;38;23883;10.750236;53.617105;3;Ländlich;010535358016
01;0;53;5358;018;Buchholz;  2.93;237;115;122;81;23911;12.641551;53.277354;3;Ländlich;010535358018
01;0;53;5358;026;Einhaus;  2.53;379;191;188;150;23911;10.725697;53.714135;3;Ländlich;010535358026
01;0;53;5358;030;Fredeburg;  10.09;35;17;18;3;23909;10.727579;53.674357;3;Ländlich;010535358030
01;0;53;5358;033;Giesensdorf;  2.73;107;58;49;39;23909;10.71365;53.688272;3;Ländlich;010535358033
01;0;53;5358;040;Groß Disnack;  5.99;84;50;34;14;23911;10.690693;53.741417;3;Ländlich;010535358040
01;0;53;5358;041;Groß Grönau;  4.90;3535;1741;1794;721;23627;10.750476;53.801386;1;Städtisch;010535358041
01;0;53;5358;043;Groß Sarau;  17.08;930;450;480;54;23627;10.73752;53.771585;3;Ländlich;010535358043
01;0;53;5358;051;Harmsdorf;  3.57;284;137;147;80;23911;10.725868;53.700407;3;Ländlich;010535358051
01;0;53;5358;054;Hollenbek;  7.21;439;221;218;61;23883;10.819161;53.592192;3;Ländlich;010535358054
01;0;53;5358;057;Horst;  11.93;236;128;108;20;23883;10.771155;53.625103;3;Ländlich;010535358057
01;0;53;5358;062;Kittlitz;  17.73;258;137;121;15;23911;10.918868;53.664235;3;Ländlich;010535358062
01;0;53;5358;066;Klein Zecher;  9.11;238;114;124;26;23883;10.872803;53.577413;3;Ländlich;010535358066
01;0;53;5358;078;Kulpin;  6.07;221;108;113;36;23911;10.695812;53.710089;3;Ländlich;010535358078
01;0;53;5358;088;Mechow;  4.43;108;57;51;24;23909;10.802416;53.717467;3;Ländlich;010535358088
01;0;53;5358;093;Mustin;  11.88;722;367;355;61;23911;11.973845;53.696024;3;Ländlich;010535358093
01;0;53;5358;098;Pogeez;  4.51;354;183;171;78;23911;10.729434;53.750928;3;Ländlich;010535358098
01;0;53;5358;102;Römnitz;  5.15;59;25;34;11;23909;10.769067;53.710715;3;Ländlich;010535358102
01;0;53;5358;107;Salem;  25.11;578;280;298;23;23911;9.278902;47.767741;3;Ländlich;010535358107
01;0;53;5358;110;Schmilau;  11.55;578;284;294;50;23911;10.755984;53.664589;3;Ländlich;010535358110
01;0;53;5358;117;Seedorf;  27.89;519;263;256;19;23883;10.408941;54.0499;3;Ländlich;010535358117
01;0;53;5358;123;Sterley;  21.39;967;473;494;45;23883;10.817793;53.620149;3;Ländlich;010535358123
01;0;53;5358;136;Ziethen;  11.18;1011;496;515;90;23911;13.672242;53.887577;3;Ländlich;010535358136
01;0;53;5373;007;Basthorst;  10.82;401;205;196;37;21493;10.471389;53.576615;3;Ländlich;010535373007
01;0;53;5373;017;Brunstorf;  13.76;638;329;309;46;21524;10.425938;53.491563;3;Ländlich;010535373017
01;0;53;5373;021;Dahmker;  2.04;157;86;71;77;22946;10.444516;53.58782;3;Ländlich;010535373021
01;0;53;5373;027;Elmenhorst;  13.00;923;484;439;71;21493;13.064277;54.217601;3;Ländlich;010535373027
01;0;53;5373;031;Fuhlenhagen;  5.74;297;139;158;52;21493;10.526645;53.57303;3;Ländlich;010535373031
01;0;53;5373;036;Grabau;  4.10;292;133;159;71;21493;10.519825;53.513608;3;Ländlich;010535373036
01;0;53;5373;042;Groß Pampau;  4.32;136;69;67;31;21493;10.55974;53.520191;3;Ländlich;010535373042
01;0;53;5373;045;Grove;  5.28;242;126;116;46;21493;10.492067;53.528122;3;Ländlich;010535373045
01;0;53;5373;047;Gülzow;  17.07;1245;652;593;73;21483;12.853156;53.693801;3;Ländlich;010535373047
01;0;53;5373;049;Hamfelde;  3.47;444;189;255;128;22929;10.44893;53.597194;2;Halbstädtisch;010535373049
01;0;53;5373;052;Havekost;  5.91;157;74;83;27;21493;10.472892;53.539891;3;Ländlich;010535373052
01;0;53;5373;059;Kankelau;  4.21;220;116;104;52;21514;10.56832;53.54931;3;Ländlich;010535373059
01;0;53;5373;060;Kasseburg;  7.89;537;262;275;68;22929;10.415258;53.567316;3;Ländlich;010535373060
01;0;53;5373;070;Köthel;  1.52;300;163;137;197;22929;10.510001;53.606935;2;Halbstädtisch;010535373070
01;0;53;5373;071;Kollow;  8.21;632;302;330;77;21527;10.458799;53.463154;3;Ländlich;010535373071
01;0;53;5373;076;Kuddewörde;  7.34;1346;653;693;183;22958;10.4019;53.58729;2;Halbstädtisch;010535373076
01;0;53;5373;089;Möhnsen;  7.47;561;270;291;75;21493;10.469197;53.559973;3;Ländlich;010535373089
01;0;53;5373;091;Mühlenrade;  3.74;198;111;87;53;21493;10.48775;53.595838;3;Ländlich;010535373091
01;0;53;5373;106;Sahms;  5.94;381;190;191;64;21493;10.532891;53.527525;3;Ländlich;010535373106
01;0;53;5391;025;Duvensee;  12.40;522;244;278;42;23898;10.568;53.693065;3;Ländlich;010535391025
01;0;53;5391;038;Grinau;  2.74;328;160;168;120;23847;10.549746;53.775531;3;Ländlich;010535391038
01;0;53;5391;039;Groß Boden;  2.70;214;114;100;79;23847;10.452871;53.752712;3;Ländlich;010535391039
01;0;53;5391;044;Groß Schenkenberg;  6.52;531;265;266;81;23860;10.564879;53.793491;3;Ländlich;010535391044
01;0;53;5391;068;Klinkrade;  7.40;577;292;285;78;23898;10.55033;53.716091;3;Ländlich;010535391068
01;0;53;5391;069;Koberg;  11.98;759;389;370;63;23881;10.52596;53.639594;3;Ländlich;010535391069
01;0;53;5391;077;Kühsen;  7.28;377;174;203;52;23898;10.615824;53.682661;3;Ländlich;010535391077
01;0;53;5391;079;Labenz;  5.75;852;429;423;148;23898;10.526046;53.708831;2;Halbstädtisch;010535391079
01;0;53;5391;081;Lankau;  19.12;491;263;228;26;23881;10.665092;53.668023;3;Ländlich;010535391081
01;0;53;5391;085;Linau;  9.66;1188;605;583;123;22959;10.46755;53.643932;2;Halbstädtisch;010535391085
