JAHR;RS;GEBIET;EINK_JE_EINW;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_ARBEITSLOSE_ALTER_55_64;ANTEIL_LANGZEITARBEITSLOSE;ANTEIL_ARBEITSLOSE_AUSLAENDER;ANZAHL_BEANTR_VERFAHREN;ANZAHL_EROEFFNETE_VERFAHREN;ANZAHL_ABGEW_VERFAHREN;ANZAHL_BEANTR_VERFAHREN_MIT_SCHULDPLAN;ANZAHL_BESCHAEFTIGTE;FORDERUNGEN_TSD_EURO;ANTEIL_SIEDLUNG_VERKEHR;ANTEIL_ERHOLUNGSFLAECHE;ANTEIL_LANDWIRTSCHAFTSFLAECHE;ANTEIL_WALDFLAECHE
2011;097620000000;Kaufbeuren;20827.0;5.8;11.2;21.5;28.3;17.7;109;106;2;1;55;7590;37.6;1.4;33.5;25.5
2011;097630000000;Kempten (Allgäu);20934.0;4.4;10.7;22.9;17.5;20.6;185;168;4;13;160;27711;32.2;3.7;51.5;12.6
2011;097640000000;Memmingen;23184.0;3.6;9.2;20.6;26.7;23.2;101;99;2;0;28;7011;25.6;1.4;47.1;24.7
2011;097710000000;Aichach-Friedberg, Landkreis;22714.0;2.8;11.4;25.3;24.3;10.9;190;168;18;4;77;38615;11.8;0.5;59.7;25.6
2011;097720000000;Augsburg, Landkreis;22385.0;3.1;12.0;24.7;22.8;13.2;334;304;27;3;56;60897;14.9;0.8;48.6;33.4
2011;097730000000;Dillingen a.d.Donau, Landkreis;21408.0;2.7;9.7;26.9;25.3;13.2;119;113;5;1;55;16430;11.5;0.5;60.3;23.4
2011;097740000000;Günzburg, Landkreis;22917.0;2.8;11.1;21.7;24.6;19.5;139;128;11;0;40;15947;13.9;0.7;52.5;29.3
2011;097750000000;Neu-Ulm, Landkreis;21883.0;3.1;10.6;20.7;25.9;22.1;256;240;15;1;104;22744;17.8;1.2;48.1;29.7
2011;097760000000;Lindau (Bodensee), Landkreis;21953.0;2.7;9.6;22.1;22.5;18.9;104;95;6;3;17;14624;13.2;0.9;57.4;27.4
2011;097770000000;Ostallgäu, Landkreis;21317.0;2.9;13.4;23.5;22.8;13.1;164;150;10;4;121;54202;7.9;0.4;56.4;31.2
2011;097780000000;Unterallgäu, Landkreis;22696.0;2.1;12.6;25.9;20.9;10.5;204;196;8;0;347;53069;10.6;0.5;61.1;25.6
2011;097790000000;Donau-Ries, Landkreis;22245.0;2.3;9.6;27.4;27.0;11.4;139;127;9;3;279;56190;10.9;0.6;59.3;26.5
2011;097800000000;Oberallgäu, Landkreis;22127.0;3.0;9.5;26.8;25.1;10.7;157;143;4;10;41;27851;6.5;0.4;46.1;37.0
2011;100000000000;Saarland;18771.0;6.8;9.0;17.9;34.9;14.6;2446;2248;165;33;3191;669062;20.8;1.0;43.0;34.0
2011;100410000000;Saarbrücken, Regionalverband;18015.0;9.4;8.5;15.7;36.9;17.3;992;914;65;13;1422;196614;32.1;1.6;24.7;41.7
2011;100411000000;Saarbrücken, Landeshauptstadt;;;8.1;15.3;37.4;19.3;588;540;45;3;1248;164133;35.5;1.9;18.4;44.4
2011;100420000000;Merzig-Wadern, Landkreis;16717.0;4.9;9.5;20.4;32.5;10.9;168;144;12;12;1199;296375;13.4;0.8;45.9;38.7
2011;100430000000;Neunkirchen, Landkreis;18156.0;7.0;10.4;17.6;33.0;12.3;440;422;17;1;86;30584;26.3;1.1;42.2;29.1
2011;100440000000;Saarlouis, Landkreis;18196.0;5.6;9.5;18.5;31.5;15.0;397;368;25;4;125;64468;23.0;1.1;48.3;25.3
2011;100450000000;Saarpfalz-Kreis;19843.0;5.5;8.8;22.0;38.6;12.6;330;292;36;2;262;68535;19.6;0.8;45.3;33.2
2011;100460000000;St. Wendel, Landkreis;24395.0;4.0;7.1;23.0;29.1;6.9;116;106;9;1;97;12398;15.5;0.9;48.9;33.3
2011;110000000000;Berlin;18183.0;13.3;9.5;13.1;33.9;21.4;7656;6972;629;55;6407;1983768;70.4;11.9;4.2;18.3
2011;120000000000;Brandenburg;17592.0;10.7;9.4;20.7;36.5;2.9;5759;5497;231;31;2013;904562;9.3;0.7;49.3;35.5
2011;120510000000;Brandenburg an der Havel, Kreisfreie Stadt;15829.0;14.1;10.6;19.5;34.7;3.7;264;251;11;2;164;147858;22.0;2.2;29.5;28.8
2011;120520000000;Cottbus, Kreisfreie Stadt;16761.0;12.9;11.7;17.1;34.8;4.8;237;225;10;2;153;24788;30.0;5.2;30.2;20.9
2011;120530000000;Frankfurt (Oder), Kreisfreie Stadt;15713.0;13.7;8.4;18.7;42.7;6.4;214;201;11;2;54;18169;23.8;4.8;44.3;26.8
2011;120540000000;Potsdam, Kreisfreie Stadt;17921.0;7.9;10.3;15.2;28.1;9.2;425;406;18;1;99;51459;29.8;4.8;30.6;25.1
2011;120600000000;Barnim, Landkreis;18187.0;10.3;11.2;19.3;37.1;3.1;387;370;7;10;90;94586;10.5;0.5;36.2;46.0
2011;120610000000;Dahme-Spreewald, Landkreis;18534.0;7.6;9.8;21.2;21.9;3.2;393;378;13;2;52;51906;9.2;0.4;39.0;45.3
2011;120620000000;Elbe-Elster, Landkreis;16202.0;13.7;8.9;22.4;39.5;1.5;103;98;4;1;102;15161;7.9;0.6;51.3;35.8
2011;120630000000;Havelland, Landkreis;18038.0;9.3;8.8;21.6;40.0;2.3;288;275;11;2;67;26306;10.1;0.6;59.9;25.6
2011;120640000000;Märkisch-Oderland, Landkreis;17589.0;11.0;8.9;20.9;32.2;2.5;604;582;20;2;114;60914;11.0;1.6;61.2;23.8
2011;120650000000;Oberhavel, Landkreis;18064.0;9.5;8.7;21.2;46.9;2.5;562;540;22;0;312;67439;10.4;0.6;43.0;40.0
2011;120660000000;Oberspreewald-Lausitz, Landkreis;16705.0;15.1;8.1;21.2;44.1;1.6;219;211;8;0;38;15855;11.4;1.0;35.0;37.2
2011;120670000000;Oder-Spree, Landkreis;17509.0;10.1;10.3;22.0;33.2;3.2;423;402;17;4;123;45452;9.4;0.9;37.4;47.8
2011;120680000000;Ostprignitz-Ruppin, Landkreis;16381.0;12.0;8.6;18.4;35.7;1.7;277;255;20;2;150;29788;6.3;0.3;57.3;32.4
2011;120690000000;Potsdam-Mittelmark, Landkreis;19752.0;7.0;9.8;23.1;32.9;2.2;332;311;21;0;109;92228;8.7;0.5;46.6;40.8
2011;120700000000;Prignitz, Landkreis;16664.0;14.5;8.7;20.5;37.4;1.0;201;198;3;0;92;50753;6.7;0.3;68.0;22.9
2011;120710000000;Spree-Neiße, Landkreis;17353.0;10.6;6.3;24.0;36.1;1.8;266;255;11;0;73;37915;9.6;0.5;35.0;44.4
2011;120720000000;Teltow-Fläming, Landkreis;18347.0;8.0;10.7;20.5;29.9;2.5;282;263;18;1;191;54824;9.6;1.0;46.0;41.5
2011;120730000000;Uckermark, Landkreis;15905.0;16.7;9.4;22.1;42.6;1.8;282;276;6;0;30;19163;6.3;0.5;62.7;24.5
2011;130000000000;Mecklenburg-Vorpommern;16373.0;12.5;10.2;18.9;27.9;2.5;3249;3024;144;81;1777;444615;8.0;1.3;62.6;21.8
2011;130010000000;Kreisfreie Stadt Greifswald, Hansestadt;;;;;;;39;37;1;1;32;6240;;;;
2011;130020000000;Kreisfreie Stadt Neubrandenburg, Stadt;;;;;;;268;263;4;1;22;13306;;;;
2011;130030000000;Kreisfreie Stadt Rostock, Hansestadt;15993.0;13.1;11.3;16.3;30.4;5.3;468;424;18;26;272;33374;39.5;8.0;20.0;27.8
2011;130040000000;Kreisfreie Stadt Schwerin, Landeshauptstadt;16807.0;12.4;10.5;16.3;28.3;8.7;202;186;8;8;58;27113;30.5;6.6;17.6;19.1
2011;130050000000;Kreisfreie Stadt Stralsund, Hansestadt;;;;;;;116;104;10;2;121;14336;;;;
2011;130060000000;Kreisfreie Stadt Wismar, Hansestadt;;;;;;;77;73;3;1;90;11344;;;;
2011;130510000000;Landkreis Bad Doberan;;;;;;;174;159;13;2;43;21713;;;;
2011;130520000000;Landkreis Demmin;;;;;;;216;207;8;1;115;28899;;;;
2011;130530000000;Landkreis Güstrow;;;;;;;165;151;10;4;21;19384;;;;
2011;130540000000;Landkreis Ludwigslust;;;;;;;247;224;16;7;119;36088;;;;
2011;130550000000;Landkreis Mecklenburg-Strelitz;;;;;;;226;218;6;2;163;35385;;;;
2011;130560000000;Landkreis Müritz;;;;;;;145;134;10;1;39;31274;;;;
2011;130570000000;Landkreis Nordvorpommern;;;;;;;141;136;5;0;95;24280;;;;
2011;130580000000;Landkreis Nordwestmecklenburg;;;;;;;238;215;13;10;227;35740;;;;
2011;130590000000;Landkreis Ostvorpommern;;;;;;;65;63;2;0;109;24793;;;;
2011;130600000000;Landkreis Parchim;;;;;;;163;151;5;7;146;59660;;;;
2011;130610000000;Landkreis Rügen;;;;;;;91;80;7;4;68;9374;;;;
2011;130620000000;Landkreis Uecker-Randow;;;;;;;208;199;5;4;37;12316;;;;
2011;130710000000;Landkreis Mecklenburgische Seenplatte;16308.0;;9.1;19.4;30.6;1.4;;;;;;;6.5;1.0;58.1;24.5
2011;130720000000;Landkreis Rostock;17099.0;;9.8;19.5;24.7;1.4;;;;;;;8.1;1.1;69.8;16.7
2011;130730000000;Landkreis Vorpommern-Rügen;16335.0;;10.5;19.4;23.7;1.3;;;;;;;8.5;1.5;67.1;18.5
2011;130740000000;Landkreis Nordwestmecklenburg;16415.0;;11.0;20.3;32.7;2.7;;;;;;;8.5;1.8;71.6;13.3
2011;130750000000;Landkreis Vorpommern-Greifswald;15164.0;;9.8;18.7;25.9;1.9;;;;;;;8.0;1.1;61.0;21.9
2011;130760000000;Landkreis Ludwigslust-Parchim;17276.0;;10.7;20.0;27.8;1.5;;;;;;;7.3;1.2;59.8;28.0
2011;140000000000;Sachsen;17265.0;10.6;9.1;22.2;38.5;4.1;7764;6742;1000;22;5774;1238981;12.6;1.2;55.0;27.2
2011;141000000000;Chemnitz, Regierungsbezirk;;;;;;;;;;;;;;;;
2011;141610000000;Chemnitz, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;141660000000;Plauen, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;141670000000;Zwickau, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;141710000000;Annaberg, Landkreis;;;;;;;;;;;;;;;;
2011;141730000000;Chemnitzer Land, Landkreis;;;;;;;;;;;;;;;;
2011;141770000000;Freiberg, Landkreis;;;;;;;;;;;;;;;;
2011;141780000000;Vogtlandkreis;;;;;;;;;;;;;;;;
2011;141810000000;Mittlerer Erzgebirgskreis;;;;;;;;;;;;;;;;
2011;141820000000;Mittweida, Landkreis;;;;;;;;;;;;;;;;
2011;141880000000;Stollberg, Landkreis;;;;;;;;;;;;;;;;
2011;141910000000;Aue-Schwarzenberg, Landkreis;;;;;;;;;;;;;;;;
2011;141930000000;Zwickauer Land, Landkreis;;;;;;;;;;;;;;;;
2011;142000000000;Dresden, Regierungsbezirk;;;;;;;;;;;;;;;;
2011;142620000000;Dresden, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;142630000000;Görlitz, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;142640000000;Hoyerswerda, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;142720000000;Bautzen, Landkreis;;;;;;;;;;;;;;;;
2011;142800000000;Meißen, Landkreis;;;;;;;;;;;;;;;;
2011;142840000000;Niederschlesischer Oberlausitzkreis;;;;;;;;;;;;;;;;
2011;142850000000;Riesa-Großenhain, Landkreis;;;;;;;;;;;;;;;;
2011;142860000000;Löbau-Zittau, Landkreis;;;;;;;;;;;;;;;;
2011;142870000000;Sächsische Schweiz, Landkreis;;;;;;;;;;;;;;;;
2011;142900000000;Weißeritzkreis;;;;;;;;;;;;;;;;
2011;142920000000;Kamenz, Landkreis;;;;;;;;;;;;;;;;
2011;143000000000;Leipzig, Regierungsbezirk;;;;;;;;;;;;;;;;
2011;143650000000;Leipzig, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;143740000000;Delitzsch, Landkreis;;;;;;;;;;;;;;;;
2011;143750000000;Döbeln, Landkreis;;;;;;;;;;;;;;;;
2011;143790000000;Leipziger Land, Landkreis;;;;;;;;;;;;;;;;
2011;143830000000;Muldentalkreis;;;;;;;;;;;;;;;;
2011;143890000000;Torgau-Oschatz, Landkreis;;;;;;;;;;;;;;;;
2011;145000000000;Chemnitz, NUTS 2-Region;17224.0;;8.1;26.0;38.1;3.1;2739;2315;424;0;2572;517757;12.9;1.1;55.1;29.2
2011;145110000000;Chemnitz, Stadt;17881.0;11.5;8.7;23.2;39.4;7.4;646;531;115;0;377;75384;42.9;8.3;39.6;15.7
2011;145210000000;Erzgebirgskreis;16681.0;9.6;7.4;29.0;37.4;1.4;536;427;109;0;302;65669;11.5;0.8;40.6;44.9
2011;145220000000;Mittelsachsen, Landkreis;17240.0;9.2;8.4;26.2;38.4;2.0;482;433;49;0;895;221075;10.4;0.7;71.5;15.8
2011;145230000000;Vogtlandkreis;17216.0;9.5;8.3;25.4;34.7;2.8;496;439;57;0;109;48139;10.9;0.8;46.7;39.3
2011;145240000000;Zwickau, Landkreis;17328.0;9.4;8.1;25.1;39.8;2.6;579;485;94;0;889;107490;17.3;1.3;63.0;16.8
2011;146000000000;Dresden, NUTS 2-Region;17282.0;;9.2;21.3;38.3;3.8;2142;1932;203;7;2125;379766;11.7;1.0;51.4;30.8
2011;146120000000;Dresden, Stadt;17459.0;10.0;11.1;16.8;36.2;7.0;780;708;70;2;692;119537;40.6;4.8;33.2;22.4
2011;146250000000;Bautzen, Landkreis;17235.0;10.4;8.2;23.8;41.1;2.0;495;455;39;1;634;77593;10.1;0.7;46.1;35.0
2011;146260000000;Görlitz, Landkreis;16142.0;13.0;7.6;22.6;39.3;3.3;351;311;40;0;309;69439;11.3;1.2;45.3;35.4
2011;146270000000;Meißen, Landkreis;17797.0;10.3;8.9;22.8;38.8;1.8;279;252;25;2;177;55909;11.0;0.8;71.6;13.3
2011;146280000000;Sächsische Schweiz-Osterzgebirge, Landkreis;17703.0;9.7;9.2;23.5;37.1;2.6;237;206;29;2;313;57288;9.3;0.7;52.6;35.8
2011;147000000000;Leipzig, NUTS 2-Region;17299.0;;10.3;18.7;39.1;5.7;2883;2495;373;15;1077;341458;14.0;1.9;61.8;16.8
2011;147130000000;Leipzig, Stadt;16948.0;13.0;10.5;16.4;37.6;9.0;1928;1653;264;11;737;216841;51.6;9.9;35.7;7.0
2011;147290000000;Leipzig, Landkreis;18155.0;10.6;10.2;22.5;41.2;1.5;517;454;61;2;138;49868;12.9;2.0;62.6;14.1
2011;147300000000;Nordsachsen, Landkreis;17068.0;12.1;9.7;20.4;40.8;2.4;438;388;48;2;202;74749;9.5;0.6;65.0;20.5
2011;150000000000;Sachsen-Anhalt;16595.0;11.6;9.2;19.8;35.1;2.8;4886;4502;314;70;2752;659881;11.0;2.6;61.7;24.5
2011;150010000000;Dessau-Roßlau, Kreisfreie Stadt;16843.0;12.5;8.9;21.2;37.4;3.0;234;207;18;9;118;34189;20.8;6.6;36.9;38.9
2011;150020000000;Halle (Saale), Kreisfreie Stadt;15762.0;12.1;9.6;16.9;37.2;6.9;553;499;46;8;159;39760;53.1;14.7;26.2;16.4
2011;150030000000;Magdeburg, Kreisfreie Stadt;16447.0;11.6;10.3;17.8;33.4;6.3;526;488;32;6;410;79661;46.2;12.4;37.8;8.5
2011;150810000000;Altmarkkreis Salzwedel;17231.0;9.6;10.7;18.6;30.7;2.6;138;131;7;0;169;74520;7.1;1.5;62.0;29.5
2011;150820000000;Anhalt-Bitterfeld, Landkreis;16381.0;12.1;9.6;21.3;33.3;1.8;325;293;30;2;205;52131;12.1;3.3;62.2;21.7
2011;150830000000;Börde, Landkreis;17625.0;8.2;10.1;21.3;28.5;1.9;371;346;21;4;248;45550;9.6;1.8;68.2;20.0
2011;150840000000;Burgenlandkreis;16627.0;13.6;9.5;20.6;39.4;1.8;238;214;16;8;52;17695;13.5;3.6;69.7;13.4
2011;150850000000;Harz, Landkreis;16573.0;10.7;7.6;19.5;33.6;1.6;535;495;36;4;590;74959;9.8;2.0;51.9;36.6
2011;150860000000;Jerichower Land, Landkreis;17860.0;10.0;7.7;22.6;34.0;1.7;249;237;12;0;91;37132;8.7;1.9;56.7;32.1
2011;150870000000;Mansfeld-Südharz, Landkreis;16029.0;14.8;8.8;21.1;42.8;1.4;338;307;16;15;50;31206;11.4;2.9;58.3;28.1
2011;150880000000;Saalekreis;17374.0;10.6;10.2;21.3;35.3;2.4;390;357;27;6;174;55466;15.1;3.2;71.1;9.1
2011;150890000000;Salzlandkreis;15929.0;12.2;7.5;19.6;35.7;1.6;519;490;24;5;301;49447;13.7;3.1;75.8;6.8
2011;150900000000;Stendal, Landkreis;15978.0;14.3;9.3;17.5;32.5;2.1;195;188;7;0;136;42617;7.6;1.7;66.7;22.4
2011;150910000000;Wittenberg, Landkreis;16801.0;11.0;9.6;20.0;32.1;2.0;275;250;22;3;49;25546;8.6;2.1;49.0;39.6
2011;151000000000;Dessau, Stat. Region;;;;;;;;;;;;;;;;
2011;151010000000;Dessau, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;151510000000;Anhalt-Zerbst, Kreis;;;;;;;;;;;;;;;;
2011;151530000000;Bernburg, Kreis;;;;;;;;;;;;;;;;
2011;151540000000;Bitterfeld, Kreis;;;;;;;;;;;;;;;;
2011;151590000000;Köthen, Kreis;;;;;;;;;;;;;;;;
2011;151710000000;Wittenberg, Kreis;;;;;;;;;;;;;;;;
2011;152000000000;Halle, Stat. Region;;;;;;;;;;;;;;;;
2011;152020000000;Halle (Saale), Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;152560000000;Burgenlandkreis;;;;;;;;;;;;;;;;
2011;152600000000;Mansfelder Land, Kreis;;;;;;;;;;;;;;;;
2011;152610000000;Merseburg-Querfurt, Kreis;;;;;;;;;;;;;;;;
2011;152650000000;Saalkreis;;;;;;;;;;;;;;;;
2011;152660000000;Sangerhausen, Kreis;;;;;;;;;;;;;;;;
2011;152680000000;Weißenfels, Kreis;;;;;;;;;;;;;;;;
2011;153000000000;Magdeburg, Stat. Region;;;;;;;;;;;;;;;;
2011;153030000000;Magdeburg, Kreisfreie Stadt;;;;;;;;;;;;;;;;
2011;153520000000;Aschersleben-Staßfurt, Kreis;;;;;;;;;;;;;;;;
2011;153550000000;Bördekreis;;;;;;;;;;;;;;;;
2011;153570000000;Halberstadt, Kreis;;;;;;;;;;;;;;;;
2011;153580000000;Jerichower Land, Kreis;;;;;;;;;;;;;;;;
2011;153620000000;Ohrekreis;;;;;;;;;;;;;;;;
2011;153630000000;Stendal, Kreis;;;;;;;;;;;;;;;;
2011;153640000000;Quedlinburg, Kreis;;;;;;;;;;;;;;;;
2011;153670000000;Schönebeck, Kreis;;;;;;;;;;;;;;;;
2011;153690000000;Wernigerode, Kreis;;;;;;;;;;;;;;;;
2011;153700000000;Altmarkkreis Salzwedel, Kreis;;;;;;;;;;;;;;;;
2011;160000000000;Thüringen;16864.0;8.8;8.2;23.7;32.5;2.8;3779;3505;261;13;1717;512680;9.4;0.5;54.4;32.0
2011;160510000000;Erfurt, krsfr. Stadt;16892.0;10.2;7.8;20.3;32.5;7.1;439;419;19;1;133;57781;26.2;2.2;61.0;7.2
2011;160520000000;Gera, krsfr. Stadt;16888.0;12.4;8.0;22.9;35.2;3.1;250;228;22;0;87;39755;22.9;2.8;57.5;17.6
2011;160530000000;Jena, krsfr. Stadt;16335.0;7.1;8.3;19.6;35.3;5.1;126;100;26;0;74;25487;23.9;1.7;40.0;31.5
2011;160540000000;Suhl, krsfr. Stadt;18152.0;7.9;10.1;27.5;22.1;2.4;83;69;9;5;18;8558;18.9;0.7;17.1;63.2
2011;160550000000;Weimar, krsfr. Stadt;16501.0;9.9;8.2;17.7;37.6;4.7;128;116;12;0;7;10414;26.0;2.1;48.2;19.3
2011;160560000000;Eisenach, krsfr. Stadt;16924.0;9.2;9.8;18.5;28.5;5.0;96;93;3;0;27;12481;18.0;0.9;43.4;35.7
2011;160610000000;Eichsfeld, Kreis;16988.0;7.1;9.6;26.2;33.4;2.9;132;129;3;0;55;15026;8.8;0.4;59.2;29.0
2011;160620000000;Nordhausen, Kreis;15993.0;10.7;9.0;20.3;32.6;2.5;162;143;19;0;64;15890;9.9;0.6;56.0;29.4
2011;160630000000;Wartburgkreis;17415.0;6.0;8.4;26.6;28.7;2.1;188;180;8;0;206;18308;8.2;0.3;49.7;35.2
2011;160640000000;Unstrut-Hainich-Kreis;16417.0;11.5;8.2;22.5;31.3;1.7;162;157;1;4;76;17071;8.2;0.4;68.8;15.8
2011;160650000000;Kyffhäuserkreis;15655.0;13.2;6.6;21.8;33.9;1.1;131;124;7;0;33;10105;7.9;0.4;65.2;23.0
2011;160660000000;Schmalkalden-Meiningen, Kreis;17364.0;6.8;8.2;24.9;34.9;1.7;207;189;17;1;202;36178;9.0;0.3;38.6;47.9
2011;160670000000;Gotha, Kreis;16786.0;8.1;7.7;24.5;26.5;2.9;260;245;15;0;101;38111;10.1;0.7;55.8;27.0
2011;160680000000;Sömmerda, Kreis;16713.0;10.5;7.9;25.1;31.8;1.0;137;128;9;0;9;14102;8.0;0.5;81.2;8.0
2011;160690000000;Hildburghausen, Kreis;17277.0;5.9;7.4;25.9;30.5;2.1;110;102;7;1;74;10184;8.0;0.3;43.8;45.0
2011;160700000000;Ilm-Kreis;16720.0;9.1;7.5;22.9;32.5;2.3;166;152;14;0;70;39528;9.4;0.4;45.2;43.0
2011;160710000000;Weimarer Land, Kreis;17110.0;7.6;8.0;25.0;31.9;2.0;129;117;11;1;106;34031;9.1;0.4;72.4;16.2
2011;160720000000;Sonneberg, Kreis;17433.0;4.9;9.6;29.3;17.1;1.1;126;120;6;0;51;15133;7.3;0.3;27.8;59.9
2011;160730000000;Saalfeld-Rudolstadt, Kreis;17018.0;8.5;9.5;26.4;30.8;2.1;167;158;9;0;87;23783;7.8;0.3;36.0;52.5
2011;160740000000;Saale-Holzland-Kreis;17285.0;7.8;8.7;24.7;34.7;1.7;123;97;26;0;22;12658;8.4;0.4;53.1;36.0
2011;160750000000;Saale-Orla-Kreis;16961.0;7.6;8.3;27.4;30.1;1.3;128;122;6;0;83;17297;7.0;0.3;49.2;40.4
2011;160760000000;Greiz, Kreis;17212.0;9.2;7.5;28.6;35.3;1.4;168;160;8;0;81;26064;9.9;0.6;61.6;25.5
2011;160770000000;Altenburger Land, Kreis;16360.0;12.2;7.6;24.8;40.8;1.8;161;157;4;0;51;14734;11.7;0.7;73.4;10.6
2012;000000000000;Deutschland;20487.0;6.8;9.5;18.8;35.6;16.4;150298;137653;10826;1819;183492;51707334;13.5;1.2;51.8;30.5
2012;010000000000;Schleswig-Holstein;20745.0;6.9;10.7;17.4;33.4;10.7;6477;6049;366;62;4731;1999054;12.7;1.1;70.0;10.5
2012;010010000000;Flensburg, Kreisfreie Stadt;18545.0;11.3;12.5;13.5;31.9;9.9;298;277;20;1;205;29554;51.8;3.5;26.7;6.1
2012;010020000000;Kiel, Landeshauptstadt, Kreisfreie Stadt;17940.0;10.1;8.8;13.8;36.4;16.0;622;590;27;5;291;50876;54.0;5.9;30.0;5.8
2012;010030000000;Lübeck, Hansestadt, Kreisfreie Stadt;18371.0;10.4;10.5;14.2;39.1;14.8;643;621;15;7;275;49434;36.7;5.5;32.6;14.4
2012;010040000000;Neumünster, Kreisfreie Stadt;17481.0;11.0;12.8;13.6;36.5;14.1;297;273;23;1;508;263155;49.9;5.3;42.4;4.5
2012;010510000000;Dithmarschen, Landkreis;19512.0;8.1;13.6;15.5;26.0;5.4;447;399;44;4;161;37144;10.9;0.5;76.4;3.7
2012;010530000000;Herzogtum Lauenburg, Landkreis;21981.0;6.2;11.7;17.3;35.5;12.4;384;348;32;4;316;62616;11.3;0.9;58.2;25.6
2012;010540000000;Nordfriesland, Landkreis;21673.0;7.0;9.8;19.9;29.5;5.6;375;334;24;17;174;50974;10.4;0.7;77.0;4.2
2012;010550000000;Ostholstein, Landkreis;20772.0;6.5;10.5;19.7;30.2;6.5;459;429;25;5;162;51620;11.5;1.6;72.3;10.2
2012;010560000000;Pinneberg, Landkreis;23085.0;5.5;9.9;17.6;30.2;17.8;483;438;36;9;417;68065;21.3;2.3;62.0;8.8
2012;010570000000;Plön, Landkreis;20634.0;5.7;10.4;21.3;35.4;5.8;248;232;15;1;126;32690;9.3;1.1;68.5;11.3
2012;010580000000;Rendsburg-Eckernförde, Landkreis;21094.0;5.5;11.2;19.8;29.3;6.3;582;562;17;3;635;202297;11.1;0.9;72.2;11.4
2012;010590000000;Schleswig-Flensburg, Landkreis;19872.0;7.9;11.7;18.3;43.7;5.5;490;458;28;4;262;63183;10.6;0.6;75.6;6.9
2012;010600000000;Segeberg, Landkreis;21257.0;4.8;10.0;21.6;28.7;9.8;496;462;33;1;297;65449;13.2;1.2;66.4;17.4
2012;010610000000;Steinburg, Landkreis;19952.0;5.9;12.2;18.8;28.0;6.8;289;282;7;0;222;34865;10.9;0.6;72.6;9.4
2012;010620000000;Stormarn, Landkreis;23957.0;4.1;9.6;21.4;31.1;12.3;364;344;20;0;680;937133;17.0;1.5;66.6;13.7
2012;020000000000;Hamburg;22970.0;7.5;7.4;14.4;30.6;24.9;4188;3959;222;7;4100;2826901;59.8;7.8;24.6;6.3
2012;030000000000;Niedersachsen;19628.0;6.6;10.0;17.7;35.2;13.7;18556;17385;994;177;12965;4058183;13.8;1.0;60.0;21.9
2012;031000000000;Braunschweig, Stat. Region;19795.0;;8.8;18.0;34.4;12.0;3657;3467;160;30;2395;576469;13.9;1.3;49.1;34.6
2012;031010000000;Braunschweig, Kreisfreie Stadt;19975.0;7.4;6.8;17.0;37.5;16.0;605;550;47;8;316;58594;46.7;7.2;36.9;13.2
2012;031020000000;Salzgitter, Kreisfreie Stadt;18694.0;8.8;8.2;17.1;34.5;16.9;316;307;7;2;42;25250;28.5;3.4;50.8;17.5
2012;031030000000;Wolfsburg, Kreisfreie Stadt;21930.0;5.1;10.0;16.7;32.2;18.9;234;227;4;3;502;16744;31.1;4.3;41.9;23.7
2012;031510000000;Gifhorn, Landkreis;20957.0;5.3;11.2;18.3;34.7;11.2;265;252;7;6;54;25536;10.7;0.6;52.0;33.9
2012;031520000000;Göttingen, Landkreis;;6.1;8.3;17.5;24.0;11.8;462;444;18;0;444;66017;14.6;1.4;50.0;34.1
2012;031530000000;Goslar, Landkreis;18991.0;9.1;8.0;19.3;38.0;8.8;423;401;18;4;110;54887;10.8;1.0;28.5;58.5
2012;031540000000;Helmstedt, Landkreis;20692.0;7.5;10.2;17.5;41.6;9.0;299;291;7;1;124;23743;12.1;0.9;59.3;24.7
2012;031550000000;Northeim, Landkreis;19483.0;7.1;9.9;18.9;34.8;9.1;341;323;16;2;657;57270;11.5;0.9;48.4;38.8
2012;031560000000;Osterode am Harz, Landkreis;;8.7;9.4;17.0;41.0;9.2;191;179;12;0;35;52563;10.7;0.9;29.8;57.1
2012;031570000000;Peine, Landkreis;19606.0;6.0;9.7;19.5;28.9;8.9;275;262;10;3;37;173960;17.8;1.6;69.2;10.3
2012;031580000000;Wolfenbüttel, Landkreis;19824.0;6.3;8.9;20.2;36.9;9.8;246;231;14;1;74;21907;12.0;1.2;67.3;19.2
2012;031590000000;Göttingen, Landkreis;18872.0;;;;;;;;;;;;;;;
2012;032000000000;Hannover, Stat. Region;19761.0;;9.9;17.1;39.0;19.0;5621;5286;286;49;3042;1087656;15.5;1.3;59.9;21.5
2012;032410000000;Region Hannover, Landkreis;19886.0;8.2;9.3;16.3;41.4;23.9;3172;2977;169;26;1329;409952;22.1;2.6;53.8;19.8
