AGS_BUND;BUNDESLAND;AGS;GEMEINDE;BEV_INGESAMT;BEV_MAENNLICH;BEV_WEIBLICH;;;;;;
12;Brandenburg;12070296;Perleberg, Stadt; 12 169; 5 917; 6 252;;;;;;
12;Brandenburg;12070300;Pirow;476;234;242;;;;;;
12;Brandenburg;12070302;Plattenburg; 3 542; 1 805; 1 737;;;;;;
12;Brandenburg;12070316;Pritzwalk, Stadt; 12 236; 6 014; 6 222;;;;;;
12;Brandenburg;12070325;Putlitz, Stadt; 2 761; 1 402; 1 359;;;;;;
12;Brandenburg;12070348;Rühstädt;499;248;251;;;;;;
12;Brandenburg;12070393;Triglitz;504;255;249;;;;;;
12;Brandenburg;12070416;Weisen; 1 016;516;500;;;;;;
12;Brandenburg;12070424;Wittenberge, Stadt; 17 638; 8 380; 9 258;;;;;;
12;Brandenburg;12071028;Briesen;794;399;395;;;;;;
12;Brandenburg;12071032;Burg (Spreewald); 4 357; 2 169; 2 188;;;;;;
12;Brandenburg;12071041;Dissen-Striesow; 1 014;531;483;;;;;;
12;Brandenburg;12071044;Döbern, Stadt; 3 501; 1 689; 1 812;;;;;;
12;Brandenburg;12071052;Drachhausen;846;433;413;;;;;;
12;Brandenburg;12071057;Drebkau, Stadt; 5 849; 2 988; 2 861;;;;;;
12;Brandenburg;12071060;Drehnow;571;286;285;;;;;;
12;Brandenburg;12071074;Felixsee; 2 090; 1 070; 1 020;;;;;;
12;Brandenburg;12071076;Forst (Lausitz), Stadt; 19 576; 9 496; 10 080;;;;;;
12;Brandenburg;12071153;Groß Schacksdorf-Simmersdorf; 1 098;567;531;;;;;;
12;Brandenburg;12071160;Guben, Stadt; 18 323; 8 688; 9 635;;;;;;
12;Brandenburg;12071164;Guhrow;543;273;270;;;;;;
12;Brandenburg;12071176;Heinersbrück;621;315;306;;;;;;
12;Brandenburg;12071185;Hornow-Wadelsdorf;619;304;315;;;;;;
12;Brandenburg;12071189;Jämlitz-Klein Düben;486;247;239;;;;;;
12;Brandenburg;12071193;Jänschwalde; 1 638;837;801;;;;;;
12;Brandenburg;12071244;Kolkwitz; 9 289; 4 700; 4 589;;;;;;
12;Brandenburg;12071294;Neiße-Malxetal; 1 740;910;830;;;;;;
12;Brandenburg;12071301;Neuhausen/Spree; 5 173; 2 586; 2 587;;;;;;
12;Brandenburg;12071304;Peitz, Stadt; 4 500; 2 210; 2 290;;;;;;
12;Brandenburg;12071337;Schenkendöbern; 3 860; 1 941; 1 919;;;;;;
12;Brandenburg;12071341;Schmogrow-Fehrow;852;434;418;;;;;;
12;Brandenburg;12071372;Spremberg, Stadt; 22 773; 11 063; 11 710;;;;;;
12;Brandenburg;12071384;Tauer;745;381;364;;;;;;
12;Brandenburg;12071386;Teichland; 1 186;603;583;;;;;;
12;Brandenburg;12071392;Tschernitz; 1 297;662;635;;;;;;
12;Brandenburg;12071401;Turnow-Preilack; 1 184;598;586;;;;;;
12;Brandenburg;12071408;Welzow, Stadt; 3 866; 1 928; 1 938;;;;;;
12;Brandenburg;12071412;Werben; 1 719;861;858;;;;;;
12;Brandenburg;12071414;Wiesengrund; 1 461;745;716;;;;;;
12;Brandenburg;12072002;Am Mellensee; 6 490; 3 278; 3 212;;;;;;
12;Brandenburg;12072014;Baruth/Mark, Stadt; 4 192; 2 138; 2 054;;;;;;
12;Brandenburg;12072017;Blankenfelde-Mahlow; 25 604; 12 759; 12 845;;;;;;
12;Brandenburg;12072053;Dahme/Mark, Stadt; 5 288; 2 605; 2 683;;;;;;
12;Brandenburg;12072055;Dahmetal;494;249;245;;;;;;
12;Brandenburg;12072120;Großbeeren; 7 666; 3 916; 3 750;;;;;;
12;Brandenburg;12072157;Ihlow;750;384;366;;;;;;
12;Brandenburg;12072169;Jüterbog, Stadt; 12 211; 5 891; 6 320;;;;;;
12;Brandenburg;12072232;Luckenwalde, Stadt; 20 230; 9 708; 10 522;;;;;;
12;Brandenburg;12072240;Ludwigsfelde, Stadt; 23 769; 11 772; 11 997;;;;;;
12;Brandenburg;12072297;Niedergörsdorf; 6 089; 3 063; 3 026;;;;;;
12;Brandenburg;12072298;Niederer Fläming; 3 222; 1 672; 1 550;;;;;;
12;Brandenburg;12072312;Nuthe-Urstromtal; 6 459; 3 267; 3 192;;;;;;
12;Brandenburg;12072340;Rangsdorf; 10 444; 5 148; 5 296;;;;;;
12;Brandenburg;12072426;Trebbin, Stadt; 9 211; 4 643; 4 568;;;;;;
12;Brandenburg;12072477;Zossen, Stadt; 17 392; 8 566; 8 826;;;;;;
12;Brandenburg;12073008;Angermünde, Stadt; 13 826; 6 652; 7 174;;;;;;
12;Brandenburg;12073032;Berkholz-Meyenburg; 1 279;664;615;;;;;;
12;Brandenburg;12073069;Boitzenburger Land; 3 392; 1 757; 1 635;;;;;;
12;Brandenburg;12073085;Brüssow, Stadt; 1 992; 1 004;988;;;;;;
12;Brandenburg;12073093;Carmzow-Wallmow;662;353;309;;;;;;
12;Brandenburg;12073097;Casekow; 1 953;983;970;;;;;;
12;Brandenburg;12073157;Flieth-Stegelitz;578;295;283;;;;;;
12;Brandenburg;12073189;Gartz (Oder), Stadt; 2 461; 1 203; 1 258;;;;;;
12;Brandenburg;12073201;Gerswalde; 1 656;872;784;;;;;;
12;Brandenburg;12073216;Göritz;796;385;411;;;;;;
12;Brandenburg;12073225;Gramzow; 1 972; 1 002;970;;;;;;
12;Brandenburg;12073261;Grünow;929;466;463;;;;;;
12;Brandenburg;12073309;Hohenselchow-Groß Pinnow;818;428;390;;;;;;
12;Brandenburg;12073384;Lychen, Stadt; 3 257; 1 577; 1 680;;;;;;
12;Brandenburg;12073386;Mark Landin; 1 043;539;504;;;;;;
12;Brandenburg;12073393;Mescherin;760;394;366;;;;;;
12;Brandenburg;12073396;Milmersdorf; 1 531;807;724;;;;;;
12;Brandenburg;12073404;Mittenwalde;408;211;197;;;;;;
12;Brandenburg;12073429;Nordwestuckermark; 4 558; 2 297; 2 261;;;;;;
12;Brandenburg;12073430;Oberuckersee; 1 716;877;839;;;;;;
12;Brandenburg;12073440;Pinnow;912;461;451;;;;;;
12;Brandenburg;12073452;Prenzlau, Stadt; 19 139; 9 218; 9 921;;;;;;
12;Brandenburg;12073458;Randowtal; 1 004;517;487;;;;;;
12;Brandenburg;12073490;Schenkenberg;603;307;296;;;;;;
12;Brandenburg;12073505;Schöneberg;853;441;412;;;;;;
12;Brandenburg;12073520;Schönfeld;614;309;305;;;;;;
12;Brandenburg;12073532;Schwedt/Oder, Stadt; 31 515; 15 166; 16 349;;;;;;
12;Brandenburg;12073565;Tantow;753;373;380;;;;;;
12;Brandenburg;12073569;Temmen-Ringenwalde;577;304;273;;;;;;
12;Brandenburg;12073572;Templin, Stadt; 16 109; 7 878; 8 231;;;;;;
12;Brandenburg;12073578;Uckerfelde; 1 008;528;480;;;;;;
12;Brandenburg;12073579;Uckerland; 2 892; 1 484; 1 408;;;;;;
12;Brandenburg;12073603;Passow; 1 537;790;747;;;;;;
12;Brandenburg;12073645;Zichow;628;315;313;;;;;;
13;Mecklenburg-Vorpommern;13003000;Rostock, Hansestadt; 201 813; 98 947; 102 866;;;;;;
13;Mecklenburg-Vorpommern;13004000;Schwerin, Landeshauptstadt; 91 327; 43 290; 48 037;;;;;;
13;Mecklenburg-Vorpommern;13071001;Alt Schwerin;555;274;281;;;;;;
13;Mecklenburg-Vorpommern;13071002;Altenhagen;332;165;167;;;;;;
13;Mecklenburg-Vorpommern;13071003;Altenhof;367;185;182;;;;;;
13;Mecklenburg-Vorpommern;13071004;Altentreptow, Stadt; 5 606; 2 709; 2 897;;;;;;
13;Mecklenburg-Vorpommern;13071005;Ankershagen;599;313;286;;;;;;
13;Mecklenburg-Vorpommern;13071006;Bartow;505;261;244;;;;;;
13;Mecklenburg-Vorpommern;13071007;Basedow;737;374;363;;;;;;
13;Mecklenburg-Vorpommern;13071008;Beggerow;561;282;279;;;;;;
13;Mecklenburg-Vorpommern;13071009;Beseritz;118;55;63;;;;;;
13;Mecklenburg-Vorpommern;13071010;Blankenhof;686;344;342;;;;;;
13;Mecklenburg-Vorpommern;13071011;Blankensee; 1 692;868;824;;;;;;
13;Mecklenburg-Vorpommern;13071012;Blumenholz;793;399;394;;;;;;
13;Mecklenburg-Vorpommern;13071013;Bollewick;646;338;308;;;;;;
13;Mecklenburg-Vorpommern;13071014;Borrentin;865;424;441;;;;;;
13;Mecklenburg-Vorpommern;13071015;Bredenfelde;197;105;92;;;;;;
13;Mecklenburg-Vorpommern;13071016;Breesen;551;274;277;;;;;;
13;Mecklenburg-Vorpommern;13071017;Breest;163;86;77;;;;;;
13;Mecklenburg-Vorpommern;13071018;Briggow;331;178;153;;;;;;
13;Mecklenburg-Vorpommern;13071019;Brunn; 1 071;533;538;;;;;;
13;Mecklenburg-Vorpommern;13071020;Buchholz;147;75;72;;;;;;
13;Mecklenburg-Vorpommern;13071021;Burg Stargard, Stadt; 4 974; 2 447; 2 527;;;;;;
13;Mecklenburg-Vorpommern;13071022;Burow; 1 045;541;504;;;;;;
13;Mecklenburg-Vorpommern;13071023;Bütow;485;251;234;;;;;;
13;Mecklenburg-Vorpommern;13071024;Cammin;312;164;148;;;;;;
13;Mecklenburg-Vorpommern;13071025;Carpin;887;462;425;;;;;;
13;Mecklenburg-Vorpommern;13071026;Cölpin;766;379;387;;;;;;
13;Mecklenburg-Vorpommern;13071027;Dargun, Stadt; 4 511; 2 242; 2 269;;;;;;
13;Mecklenburg-Vorpommern;13071028;Datzetal;891;439;452;;;;;;
13;Mecklenburg-Vorpommern;13071029;Demmin, Hansestadt; 11 645; 5 558; 6 087;;;;;;
13;Mecklenburg-Vorpommern;13071030;Duckow;257;133;124;;;;;;
13;Mecklenburg-Vorpommern;13071031;Eichhorst;484;262;222;;;;;;
13;Mecklenburg-Vorpommern;13071032;Faulenrost;676;338;338;;;;;;
13;Mecklenburg-Vorpommern;13071033;Feldberger Seenlandschaft; 4 519; 2 205; 2 314;;;;;;
13;Mecklenburg-Vorpommern;13071034;Fincken;546;279;267;;;;;;
13;Mecklenburg-Vorpommern;13071035;Friedland, Stadt; 6 333; 3 064; 3 269;;;;;;
13;Mecklenburg-Vorpommern;13071036;Fünfseen; 1 115;575;540;;;;;;
13;Mecklenburg-Vorpommern;13071037;Galenbeck; 1 186;593;593;;;;;;
13;Mecklenburg-Vorpommern;13071038;Genzkow;140;76;64;;;;;;
13;Mecklenburg-Vorpommern;13071039;Gielow; 1 177;613;564;;;;;;
13;Mecklenburg-Vorpommern;13071040;Glienke;157;80;77;;;;;;
13;Mecklenburg-Vorpommern;13071041;Gnevkow;379;192;187;;;;;;
13;Mecklenburg-Vorpommern;13071042;Godendorf;239;121;118;;;;;;
13;Mecklenburg-Vorpommern;13071043;Göhren-Lebbin;579;307;272;;;;;;
13;Mecklenburg-Vorpommern;13071044;Golchen;299;158;141;;;;;;
13;Mecklenburg-Vorpommern;13071045;Gotthun;316;155;161;;;;;;
13;Mecklenburg-Vorpommern;13071046;Grabow-Below;112;60;52;;;;;;
13;Mecklenburg-Vorpommern;13071047;Grabowhöfe;948;473;475;;;;;;
13;Mecklenburg-Vorpommern;13071048;Grammentin;228;115;113;;;;;;
13;Mecklenburg-Vorpommern;13071049;Grapzow;409;209;200;;;;;;
13;Mecklenburg-Vorpommern;13071050;Grischow;261;135;126;;;;;;
13;Mecklenburg-Vorpommern;13071051;Groß Dratow;369;189;180;;;;;;
13;Mecklenburg-Vorpommern;13071052;Groß Gievitz;460;247;213;;;;;;
13;Mecklenburg-Vorpommern;13071053;Groß Kelle;125;58;67;;;;;;
13;Mecklenburg-Vorpommern;13071054;Groß Miltzow; 1 124;564;560;;;;;;
13;Mecklenburg-Vorpommern;13071055;Groß Nemerow; 1 168;605;563;;;;;;
13;Mecklenburg-Vorpommern;13071056;Groß Plasten;705;348;357;;;;;;
13;Mecklenburg-Vorpommern;13071057;Groß Teetzleben;683;347;336;;;;;;
13;Mecklenburg-Vorpommern;13071058;Grünow;306;157;149;;;;;;
13;Mecklenburg-Vorpommern;13071059;Gültz;567;296;271;;;;;;
13;Mecklenburg-Vorpommern;13071060;Gülzow;451;231;220;;;;;;
13;Mecklenburg-Vorpommern;13071061;Helpt;355;186;169;;;;;;
13;Mecklenburg-Vorpommern;13071062;Hinrichshagen;159;83;76;;;;;;
13;Mecklenburg-Vorpommern;13071063;Hohen Wangelin;608;314;294;;;;;;
13;Mecklenburg-Vorpommern;13071064;Hohenbollentin;125;59;66;;;;;;
13;Mecklenburg-Vorpommern;13071065;Hohenmocker;517;268;249;;;;;;
13;Mecklenburg-Vorpommern;13071066;Hohenzieritz;492;253;239;;;;;;
13;Mecklenburg-Vorpommern;13071067;Holldorf;787;393;394;;;;;;
13;Mecklenburg-Vorpommern;13071068;Ivenack;884;458;426;;;;;;
13;Mecklenburg-Vorpommern;13071069;Jabel;541;280;261;;;;;;
13;Mecklenburg-Vorpommern;13071070;Jürgenstorf; 1 084;586;498;;;;;;
13;Mecklenburg-Vorpommern;13071071;Kargow;661;342;319;;;;;;
13;Mecklenburg-Vorpommern;13071072;Kentzlin;203;93;110;;;;;;
13;Mecklenburg-Vorpommern;13071073;Kieve;149;71;78;;;;;;
13;Mecklenburg-Vorpommern;13071074;Kittendorf;339;162;177;;;;;;
13;Mecklenburg-Vorpommern;13071075;Klein Vielen;692;357;335;;;;;;
13;Mecklenburg-Vorpommern;13071076;Kletzin;750;391;359;;;;;;
13;Mecklenburg-Vorpommern;13071077;Klink; 1 050;511;539;;;;;;
13;Mecklenburg-Vorpommern;13071078;Klocksin;337;169;168;;;;;;
13;Mecklenburg-Vorpommern;13071079;Knorrendorf;667;347;320;;;;;;
13;Mecklenburg-Vorpommern;13071080;Kratzeburg;549;285;264;;;;;;
13;Mecklenburg-Vorpommern;13071081;Kriesow;320;179;141;;;;;;
13;Mecklenburg-Vorpommern;13071082;Krukow;194;100;94;;;;;;
13;Mecklenburg-Vorpommern;13071083;Kublank;172;89;83;;;;;;
13;Mecklenburg-Vorpommern;13071084;Kummerow;611;310;301;;;;;;
13;Mecklenburg-Vorpommern;13071085;Lansen-Schönau;459;223;236;;;;;;
13;Mecklenburg-Vorpommern;13071086;Lapitz;168;81;87;;;;;;
13;Mecklenburg-Vorpommern;13071087;Lärz;539;276;263;;;;;;
13;Mecklenburg-Vorpommern;13071088;Leizen;467;238;229;;;;;;
13;Mecklenburg-Vorpommern;13071089;Lindenberg;228;117;111;;;;;;
13;Mecklenburg-Vorpommern;13071090;Lindetal; 1 153;589;564;;;;;;
13;Mecklenburg-Vorpommern;13071091;Ludorf;487;251;236;;;;;;
13;Mecklenburg-Vorpommern;13071092;Malchin, Stadt; 7 719; 3 807; 3 912;;;;;;
13;Mecklenburg-Vorpommern;13071093;Malchow, Stadt; 6 657; 3 205; 3 452;;;;;;
13;Mecklenburg-Vorpommern;13071094;Mallin;376;192;184;;;;;;
13;Mecklenburg-Vorpommern;13071095;Massow;202;103;99;;;;;;
13;Mecklenburg-Vorpommern;13071096;Meesiger;242;114;128;;;;;;
13;Mecklenburg-Vorpommern;13071097;Melz;356;184;172;;;;;;
13;Mecklenburg-Vorpommern;13071098;Mildenitz;501;268;233;;;;;;
13;Mecklenburg-Vorpommern;13071099;Mirow, Stadt; 3 553; 1 715; 1 838;;;;;;
13;Mecklenburg-Vorpommern;13071100;Möllenbeck;713;363;350;;;;;;
13;Mecklenburg-Vorpommern;13071101;Möllenhagen; 1 609;831;778;;;;;;
13;Mecklenburg-Vorpommern;13071102;Mölln;533;277;256;;;;;;
13;Mecklenburg-Vorpommern;13071103;Moltzow;359;176;183;;;;;;
13;Mecklenburg-Vorpommern;13071104;Neddemin;332;155;177;;;;;;
13;Mecklenburg-Vorpommern;13071105;Neetzka;247;133;114;;;;;;
13;Mecklenburg-Vorpommern;13071106;Neu Gaarz;96;49;47;;;;;;
13;Mecklenburg-Vorpommern;13071107;Neubrandenburg, Stadt; 64 027; 30 849; 33 178;;;;;;
13;Mecklenburg-Vorpommern;13071108;Neuenkirchen; 1 150;572;578;;;;;;
13;Mecklenburg-Vorpommern;13071109;Neukalen, Stadt; 1 855;933;922;;;;;;
13;Mecklenburg-Vorpommern;13071110;Neustrelitz, Stadt; 20 328; 9 743; 10 585;;;;;;
13;Mecklenburg-Vorpommern;13071111;Neverin; 1 047;524;523;;;;;;
13;Mecklenburg-Vorpommern;13071112;Nossendorf;727;378;349;;;;;;
13;Mecklenburg-Vorpommern;13071113;Nossentiner Hütte;676;335;341;;;;;;
13;Mecklenburg-Vorpommern;13071114;Penkow;297;156;141;;;;;;
13;Mecklenburg-Vorpommern;13071115;Penzlin, Stadt; 3 952; 1 969; 1 983;;;;;;
13;Mecklenburg-Vorpommern;13071116;Petersdorf;165;91;74;;;;;;
13;Mecklenburg-Vorpommern;13071117;Pragsdorf;512;265;247;;;;;;
13;Mecklenburg-Vorpommern;13071118;Priborn;358;187;171;;;;;;
13;Mecklenburg-Vorpommern;13071119;Priepert;320;175;145;;;;;;
13;Mecklenburg-Vorpommern;13071120;Pripsleben;267;141;126;;;;;;
13;Mecklenburg-Vorpommern;13071121;Puchow;146;75;71;;;;;;
13;Mecklenburg-Vorpommern;13071122;Rechlin; 2 124; 1 038; 1 086;;;;;;
13;Mecklenburg-Vorpommern;13071123;Ritzerow;428;225;203;;;;;;
13;Mecklenburg-Vorpommern;13071124;Röbel/Müritz, Stadt; 5 188; 2 468; 2 720;;;;;;
13;Mecklenburg-Vorpommern;13071125;Röckwitz;289;157;132;;;;;;
13;Mecklenburg-Vorpommern;13071126;Roggentin;637;330;307;;;;;;
13;Mecklenburg-Vorpommern;13071127;Rosenow;980;481;499;;;;;;
13;Mecklenburg-Vorpommern;13071128;Sarow;725;366;359;;;;;;
13;Mecklenburg-Vorpommern;13071129;Schloen;504;243;261;;;;;;
13;Mecklenburg-Vorpommern;13071130;Schönbeck;432;215;217;;;;;;
13;Mecklenburg-Vorpommern;13071131;Schönfeld;380;205;175;;;;;;
13;Mecklenburg-Vorpommern;13071132;Schönhausen;251;129;122;;;;;;
13;Mecklenburg-Vorpommern;13071133;Schwarz;369;191;178;;;;;;
13;Mecklenburg-Vorpommern;13071134;Schwinkendorf;520;259;261;;;;;;
13;Mecklenburg-Vorpommern;13071135;Siedenbollentin;589;302;287;;;;;;
13;Mecklenburg-Vorpommern;13071136;Siedenbrünzow;574;291;283;;;;;;
13;Mecklenburg-Vorpommern;13071137;Sietow;631;310;321;;;;;;
13;Mecklenburg-Vorpommern;13071138;Silz;341;165;176;;;;;;
13;Mecklenburg-Vorpommern;13071139;Sommersdorf;249;131;118;;;;;;
13;Mecklenburg-Vorpommern;13071140;Sponholz;741;376;365;;;;;;
13;Mecklenburg-Vorpommern;13071141;Staven;443;223;220;;;;;;
13;Mecklenburg-Vorpommern;13071142;Stavenhagen, Reuterstadt, Stadt; 5 707; 2 772; 2 935;;;;;;
13;Mecklenburg-Vorpommern;13071143;Stuer;263;144;119;;;;;;
13;Mecklenburg-Vorpommern;13071144;Torgelow am See;445;229;216;;;;;;
13;Mecklenburg-Vorpommern;13071145;Trollenhagen;928;476;452;;;;;;
13;Mecklenburg-Vorpommern;13071146;Tützpatz;568;291;277;;;;;;
13;Mecklenburg-Vorpommern;13071147;Userin;666;344;322;;;;;;
13;Mecklenburg-Vorpommern;13071148;Utzedel;512;262;250;;;;;;
13;Mecklenburg-Vorpommern;13071149;Varchentin;306;164;142;;;;;;
13;Mecklenburg-Vorpommern;13071150;Verchen;420;225;195;;;;;;
13;Mecklenburg-Vorpommern;13071151;Vielist;461;242;219;;;;;;
13;Mecklenburg-Vorpommern;13071152;Vipperow;423;205;218;;;;;;
13;Mecklenburg-Vorpommern;13071153;Voigtsdorf;110;54;56;;;;;;
13;Mecklenburg-Vorpommern;13071154;Vollrathsruhe;445;222;223;;;;;;
13;Mecklenburg-Vorpommern;13071155;Walow;500;258;242;;;;;;
13;Mecklenburg-Vorpommern;13071156;Waren (Müritz), Stadt; 21 153; 10 022; 11 131;;;;;;
13;Mecklenburg-Vorpommern;13071157;Warrenzin;428;210;218;;;;;;
13;Mecklenburg-Vorpommern;13071158;Werder;590;295;295;;;;;;
13;Mecklenburg-Vorpommern;13071159;Wesenberg, Stadt; 3 074; 1 527; 1 547;;;;;;
13;Mecklenburg-Vorpommern;13071160;Wildberg;582;306;276;;;;;;
13;Mecklenburg-Vorpommern;13071161;Woggersin;519;245;274;;;;;;
13;Mecklenburg-Vorpommern;13071162;Wokuhl-Dabelow;605;308;297;;;;;;
13;Mecklenburg-Vorpommern;13071163;Wolde;619;322;297;;;;;;
13;Mecklenburg-Vorpommern;13071164;Woldegk, Stadt; 3 716; 1 884; 1 832;;;;;;
13;Mecklenburg-Vorpommern;13071165;Wredenhagen;491;254;237;;;;;;
13;Mecklenburg-Vorpommern;13071166;Wulkenzin; 1 454;759;695;;;;;;
13;Mecklenburg-Vorpommern;13071167;Wustrow;720;369;351;;;;;;
13;Mecklenburg-Vorpommern;13071168;Zepkow;213;109;104;;;;;;
13;Mecklenburg-Vorpommern;13071169;Zettemin;317;159;158;;;;;;
13;Mecklenburg-Vorpommern;13071170;Zirzow;334;172;162;;;;;;
13;Mecklenburg-Vorpommern;13071171;Zislow;204;100;104;;;;;;
13;Mecklenburg-Vorpommern;13072001;Admannshagen-Bargeshagen; 2 807; 1 405; 1 402;;;;;;
13;Mecklenburg-Vorpommern;13072002;Alt Bukow;496;254;242;;;;;;
13;Mecklenburg-Vorpommern;13072003;Alt Sührkow;406;219;187;;;;;;
13;Mecklenburg-Vorpommern;13072004;Altkalen;819;436;383;;;;;;
13;Mecklenburg-Vorpommern;13072005;Am Salzhaff;510;268;242;;;;;;
13;Mecklenburg-Vorpommern;13072006;Bad Doberan, Stadt; 11 552; 5 550; 6 002;;;;;;
13;Mecklenburg-Vorpommern;13072007;Bartenshagen-Parkentin; 1 216;603;613;;;;;;
13;Mecklenburg-Vorpommern;13072008;Bastorf; 1 010;507;503;;;;;;
13;Mecklenburg-Vorpommern;13072009;Baumgarten;857;445;412;;;;;;
13;Mecklenburg-Vorpommern;13072010;Behren-Lübchin;959;491;468;;;;;;
13;Mecklenburg-Vorpommern;13072011;Benitz;365;191;174;;;;;;
13;Mecklenburg-Vorpommern;13072012;Bentwisch; 2 422; 1 241; 1 181;;;;;;
13;Mecklenburg-Vorpommern;13072013;Bernitt; 1 655;854;801;;;;;;
13;Mecklenburg-Vorpommern;13072014;Biendorf; 1 188;588;600;;;;;;
13;Mecklenburg-Vorpommern;13072015;Blankenhagen;788;402;386;;;;;;
13;Mecklenburg-Vorpommern;13072016;Boddin;313;160;153;;;;;;
13;Mecklenburg-Vorpommern;13072017;Börgerende-Rethwisch; 1 663;829;834;;;;;;
13;Mecklenburg-Vorpommern;13072018;Bröbberow;494;260;234;;;;;;
13;Mecklenburg-Vorpommern;13072019;Broderstorf; 3 109; 1 573; 1 536;;;;;;
13;Mecklenburg-Vorpommern;13072020;Bützow, Stadt; 7 702; 3 847; 3 855;;;;;;
13;Mecklenburg-Vorpommern;13072021;Cammin;789;423;366;;;;;;
13;Mecklenburg-Vorpommern;13072022;Carinerland;984;529;455;;;;;;
13;Mecklenburg-Vorpommern;13072023;Dahmen;496;256;240;;;;;;
13;Mecklenburg-Vorpommern;13072024;Dalkendorf;273;150;123;;;;;;
13;Mecklenburg-Vorpommern;13072025;Diekhof;942;462;480;;;;;;
13;Mecklenburg-Vorpommern;13072026;Dobbin-Linstow;505;266;239;;;;;;
13;Mecklenburg-Vorpommern;13072027;Dolgen am See;633;332;301;;;;;;
13;Mecklenburg-Vorpommern;13072028;Dreetz;224;119;105;;;;;;
13;Mecklenburg-Vorpommern;13072029;Dummerstorf; 7 069; 3 754; 3 315;;;;;;
13;Mecklenburg-Vorpommern;13072030;Elmenhorst/Lichtenhagen; 3 966; 1 990; 1 976;;;;;;
13;Mecklenburg-Vorpommern;13072031;Finkenthal;281;146;135;;;;;;
13;Mecklenburg-Vorpommern;13072032;Gelbensande; 1 562;830;732;;;;;;
13;Mecklenburg-Vorpommern;13072033;Glasewitz;451;244;207;;;;;;
13;Mecklenburg-Vorpommern;13072034;Gnewitz;209;106;103;;;;;;
13;Mecklenburg-Vorpommern;13072035;Gnoien, Stadt; 3 099; 1 517; 1 582;;;;;;
13;Mecklenburg-Vorpommern;13072036;Graal-Müritz; 4 217; 1 909; 2 308;;;;;;
13;Mecklenburg-Vorpommern;13072037;Grammow;174;93;81;;;;;;
13;Mecklenburg-Vorpommern;13072038;Groß Roge;643;333;310;;;;;;
13;Mecklenburg-Vorpommern;13072039;Groß Schwiesow;337;178;159;;;;;;
13;Mecklenburg-Vorpommern;13072040;Groß Wokern; 1 047;546;501;;;;;;
13;Mecklenburg-Vorpommern;13072041;Groß Wüstenfelde;877;449;428;;;;;;
13;Mecklenburg-Vorpommern;13072042;Gülzow-Prüzen; 1 606;843;763;;;;;;
13;Mecklenburg-Vorpommern;13072043;Güstrow, Stadt; 28 704; 13 714; 14 990;;;;;;
13;Mecklenburg-Vorpommern;13072044;Gutow;962;475;487;;;;;;
13;Mecklenburg-Vorpommern;13072045;Hohen Demzin;410;204;206;;;;;;
13;Mecklenburg-Vorpommern;13072046;Hohen Sprenz;506;254;252;;;;;;
13;Mecklenburg-Vorpommern;13072047;Hohenfelde;841;423;418;;;;;;
13;Mecklenburg-Vorpommern;13072048;Hoppenrade;673;341;332;;;;;;
13;Mecklenburg-Vorpommern;13072049;Jördenstorf;899;467;432;;;;;;
13;Mecklenburg-Vorpommern;13072050;Jürgenshagen; 1 082;549;533;;;;;;
13;Mecklenburg-Vorpommern;13072051;Kassow;355;178;177;;;;;;
13;Mecklenburg-Vorpommern;13072052;Kirch Mulsow;339;167;172;;;;;;
13;Mecklenburg-Vorpommern;13072053;Klein Belitz;813;414;399;;;;;;
13;Mecklenburg-Vorpommern;13072054;Klein Kussewitz;715;374;341;;;;;;
13;Mecklenburg-Vorpommern;13072055;Klein Upahl;275;144;131;;;;;;
13;Mecklenburg-Vorpommern;13072056;Krakow am See, Stadt; 3 600; 1 804; 1 796;;;;;;
13;Mecklenburg-Vorpommern;13072057;Kritzmow; 3 253; 1 622; 1 631;;;;;;
13;Mecklenburg-Vorpommern;13072058;Kröpelin, Stadt; 4 830; 2 428; 2 402;;;;;;
13;Mecklenburg-Vorpommern;13072059;Kuchelmiß;767;428;339;;;;;;
13;Mecklenburg-Vorpommern;13072060;Kühlungsborn, Stadt; 7 336; 3 459; 3 877;;;;;;
13;Mecklenburg-Vorpommern;13072061;Kuhs;325;165;160;;;;;;
13;Mecklenburg-Vorpommern;13072062;Laage, Stadt; 5 434; 2 738; 2 696;;;;;;
13;Mecklenburg-Vorpommern;13072063;Lalendorf; 3 067; 1 542; 1 525;;;;;;
13;Mecklenburg-Vorpommern;13072064;Lambrechtshagen; 2 711; 1 362; 1 349;;;;;;
13;Mecklenburg-Vorpommern;13072065;Langhagen;577;305;272;;;;;;
13;Mecklenburg-Vorpommern;13072066;Lelkendorf;493;253;240;;;;;;
13;Mecklenburg-Vorpommern;13072067;Lohmen;759;362;397;;;;;;
13;Mecklenburg-Vorpommern;13072068;Lühburg;226;111;115;;;;;;
13;Mecklenburg-Vorpommern;13072069;Lüssow;950;491;459;;;;;;
13;Mecklenburg-Vorpommern;13072070;Mandelshagen;256;127;129;;;;;;
13;Mecklenburg-Vorpommern;13072071;Mistorf;660;350;310;;;;;;
13;Mecklenburg-Vorpommern;13072072;Mönchhagen; 1 125;575;550;;;;;;
13;Mecklenburg-Vorpommern;13072073;Mühl Rosin; 1 077;529;548;;;;;;
13;Mecklenburg-Vorpommern;13072074;Neubukow, Stadt; 3 951; 1 941; 2 010;;;;;;
