AGS_BUND;BUNDESLAND;AGS;GEMEINDE;BEV_INGESAMT;BEV_MAENNLICH;BEV_WEIBLICH;;;;;;
3;Niedersachsen;3453004;Cloppenburg, Stadt; 32 994; 16 213; 16 781;;;;;;
3;Niedersachsen;3453005;Emstek; 11 479; 5 829; 5 650;;;;;;
3;Niedersachsen;3453006;Essen (Oldenburg); 8 334; 4 369; 3 965;;;;;;
3;Niedersachsen;3453007;Friesoythe, Stadt; 20 960; 10 436; 10 524;;;;;;
3;Niedersachsen;3453008;Garrel; 14 041; 7 140; 6 901;;;;;;
3;Niedersachsen;3453009;Lastrup; 6 710; 3 411; 3 299;;;;;;
3;Niedersachsen;3453010;Lindern (Oldenburg); 4 659; 2 360; 2 299;;;;;;
3;Niedersachsen;3453011;Löningen, Stadt; 12 882; 6 429; 6 453;;;;;;
3;Niedersachsen;3453012;Molbergen; 7 797; 4 009; 3 788;;;;;;
3;Niedersachsen;3453013;Saterland; 13 006; 6 533; 6 473;;;;;;
3;Niedersachsen;3454001;Andervenne;881;447;434;;;;;;
3;Niedersachsen;3454002;Bawinkel; 2 339; 1 173; 1 166;;;;;;
3;Niedersachsen;3454003;Beesten; 1 629;856;773;;;;;;
3;Niedersachsen;3454004;Bockhorst;994;511;483;;;;;;
3;Niedersachsen;3454005;Börger; 2 712; 1 343; 1 369;;;;;;
3;Niedersachsen;3454006;Breddenberg;762;382;380;;;;;;
3;Niedersachsen;3454007;Dersum; 1 477;753;724;;;;;;
3;Niedersachsen;3454008;Dörpen; 4 803; 2 393; 2 410;;;;;;
3;Niedersachsen;3454009;Dohren; 1 099;560;539;;;;;;
3;Niedersachsen;3454010;Emsbüren; 9 797; 4 943; 4 854;;;;;;
3;Niedersachsen;3454011;Esterwegen; 5 192; 2 646; 2 546;;;;;;
3;Niedersachsen;3454012;Freren, Stadt; 5 003; 2 510; 2 493;;;;;;
3;Niedersachsen;3454013;Fresenburg;922;474;448;;;;;;
3;Niedersachsen;3454014;Geeste; 11 169; 5 692; 5 477;;;;;;
3;Niedersachsen;3454015;Gersten; 1 224;618;606;;;;;;
3;Niedersachsen;3454016;Groß Berßen;684;363;321;;;;;;
3;Niedersachsen;3454017;Handrup;867;453;414;;;;;;
3;Niedersachsen;3454018;Haren (Ems), Stadt; 22 801; 11 544; 11 257;;;;;;
3;Niedersachsen;3454019;Haselünne, Stadt; 12 375; 6 195; 6 180;;;;;;
3;Niedersachsen;3454020;Heede; 2 368; 1 223; 1 145;;;;;;
3;Niedersachsen;3454021;Herzlake; 4 297; 2 353; 1 944;;;;;;
3;Niedersachsen;3454022;Hilkenbrook;833;433;400;;;;;;
3;Niedersachsen;3454023;Hüven;550;290;260;;;;;;
3;Niedersachsen;3454024;Klein Berßen; 1 138;579;559;;;;;;
3;Niedersachsen;3454025;Kluse; 1 552;813;739;;;;;;
3;Niedersachsen;3454026;Lähden; 4 587; 2 373; 2 214;;;;;;
3;Niedersachsen;3454027;Lahn;880;465;415;;;;;;
3;Niedersachsen;3454028;Langen; 1 447;714;733;;;;;;
3;Niedersachsen;3454029;Lathen; 6 035; 2 993; 3 042;;;;;;
3;Niedersachsen;3454030;Lehe; 1 023;532;491;;;;;;
3;Niedersachsen;3454031;Lengerich; 2 650; 1 335; 1 315;;;;;;
3;Niedersachsen;3454032;Lingen (Ems), Stadt; 51 735; 25 462; 26 273;;;;;;
3;Niedersachsen;3454033;Lorup; 3 273; 1 821; 1 452;;;;;;
3;Niedersachsen;3454034;Lünne; 1 840;946;894;;;;;;
3;Niedersachsen;3454035;Meppen, Stadt; 33 909; 16 765; 17 144;;;;;;
3;Niedersachsen;3454036;Messingen; 1 084;553;531;;;;;;
3;Niedersachsen;3454037;Neubörger; 1 578;790;788;;;;;;
3;Niedersachsen;3454038;Neulehe;731;375;356;;;;;;
3;Niedersachsen;3454039;Niederlangen; 1 240;640;600;;;;;;
3;Niedersachsen;3454040;Oberlangen;960;488;472;;;;;;
3;Niedersachsen;3454041;Papenburg, Stadt; 35 194; 17 466; 17 728;;;;;;
3;Niedersachsen;3454042;Rastdorf; 1 008;515;493;;;;;;
3;Niedersachsen;3454043;Renkenberge;699;359;340;;;;;;
3;Niedersachsen;3454044;Rhede (Ems); 4 195; 2 190; 2 005;;;;;;
3;Niedersachsen;3454045;Salzbergen; 7 527; 3 777; 3 750;;;;;;
3;Niedersachsen;3454046;Schapen; 2 347; 1 218; 1 129;;;;;;
3;Niedersachsen;3454047;Sögel; 6 944; 3 583; 3 361;;;;;;
3;Niedersachsen;3454048;Spahnharrenstätte; 1 451;752;699;;;;;;
3;Niedersachsen;3454049;Spelle; 8 602; 4 381; 4 221;;;;;;
3;Niedersachsen;3454050;Stavern; 1 077;562;515;;;;;;
3;Niedersachsen;3454051;Surwold; 4 294; 2 211; 2 083;;;;;;
3;Niedersachsen;3454052;Sustrum; 1 334;690;644;;;;;;
3;Niedersachsen;3454053;Thuine; 1 790;807;983;;;;;;
3;Niedersachsen;3454054;Twist; 9 636; 4 892; 4 744;;;;;;
3;Niedersachsen;3454055;Vrees; 1 657;910;747;;;;;;
3;Niedersachsen;3454056;Walchum; 1 455;745;710;;;;;;
3;Niedersachsen;3454057;Werlte; 9 483; 4 761; 4 722;;;;;;
3;Niedersachsen;3454058;Werpeloh; 1 030;543;487;;;;;;
3;Niedersachsen;3454059;Wettrup;561;299;262;;;;;;
3;Niedersachsen;3454060;Wippingen;910;469;441;;;;;;
3;Niedersachsen;3455007;Jever, Stadt; 13 924; 6 650; 7 274;;;;;;
3;Niedersachsen;3455014;Sande; 9 166; 4 473; 4 693;;;;;;
3;Niedersachsen;3455015;Schortens, Stadt; 20 339; 9 967; 10 372;;;;;;
3;Niedersachsen;3455020;Wangerland; 9 244; 4 550; 4 694;;;;;;
3;Niedersachsen;3455021;Wangerooge, Nordseebad; 1 278;594;684;;;;;;
3;Niedersachsen;3455025;Bockhorn; 8 503; 4 248; 4 255;;;;;;
3;Niedersachsen;3455026;Varel, Stadt; 23 729; 11 445; 12 284;;;;;;
3;Niedersachsen;3455027;Zetel; 11 674; 5 715; 5 959;;;;;;
3;Niedersachsen;3456001;Bad Bentheim, Stadt; 15 070; 7 417; 7 653;;;;;;
3;Niedersachsen;3456002;Emlichheim; 7 074; 3 530; 3 544;;;;;;
3;Niedersachsen;3456003;Engden;445;225;220;;;;;;
3;Niedersachsen;3456004;Esche;578;308;270;;;;;;
3;Niedersachsen;3456005;Georgsdorf; 1 312;667;645;;;;;;
3;Niedersachsen;3456006;Getelo;544;287;257;;;;;;
3;Niedersachsen;3456007;Gölenkamp;611;316;295;;;;;;
3;Niedersachsen;3456008;Halle;667;332;335;;;;;;
3;Niedersachsen;3456009;Hoogstede; 2 895; 1 466; 1 429;;;;;;
3;Niedersachsen;3456010;Isterberg;593;295;298;;;;;;
3;Niedersachsen;3456011;Itterbeck; 1 813;924;889;;;;;;
3;Niedersachsen;3456012;Laar; 2 165; 1 105; 1 060;;;;;;
3;Niedersachsen;3456013;Lage; 1 093;567;526;;;;;;
3;Niedersachsen;3456014;Neuenhaus, Stadt; 9 831; 4 915; 4 916;;;;;;
3;Niedersachsen;3456015;Nordhorn, Stadt; 52 085; 25 451; 26 634;;;;;;
3;Niedersachsen;3456016;Ohne;581;297;284;;;;;;
3;Niedersachsen;3456017;Osterwald; 1 173;592;581;;;;;;
3;Niedersachsen;3456018;Quendorf;552;267;285;;;;;;
3;Niedersachsen;3456019;Ringe; 2 116; 1 111; 1 005;;;;;;
3;Niedersachsen;3456020;Samern;697;358;339;;;;;;
3;Niedersachsen;3456023;Uelsen; 5 467; 2 715; 2 752;;;;;;
3;Niedersachsen;3456024;Wielen;587;316;271;;;;;;
3;Niedersachsen;3456025;Wietmarschen; 11 423; 5 745; 5 678;;;;;;
3;Niedersachsen;3456026;Wilsum; 1 624;822;802;;;;;;
3;Niedersachsen;3456027;Schüttorf, Stadt; 12 404; 6 191; 6 213;;;;;;
3;Niedersachsen;3457002;Borkum, Stadt; 5 155; 2 407; 2 748;;;;;;
3;Niedersachsen;3457003;Brinkum;700;369;331;;;;;;
3;Niedersachsen;3457006;Detern, Flecken; 2 670; 1 324; 1 346;;;;;;
3;Niedersachsen;3457008;Filsum; 2 101; 1 032; 1 069;;;;;;
3;Niedersachsen;3457009;Firrel;808;407;401;;;;;;
3;Niedersachsen;3457010;Hesel; 4 415; 2 177; 2 238;;;;;;
3;Niedersachsen;3457011;Holtland; 2 215; 1 051; 1 164;;;;;;
3;Niedersachsen;3457012;Jemgum; 3 662; 1 835; 1 827;;;;;;
3;Niedersachsen;3457013;Leer (Ostfriesland), Stadt; 33 995; 16 774; 17 221;;;;;;
3;Niedersachsen;3457014;Moormerland; 22 566; 11 065; 11 501;;;;;;
3;Niedersachsen;3457015;Neukamperfehn; 1 582;771;811;;;;;;
3;Niedersachsen;3457016;Nortmoor; 1 621;832;789;;;;;;
3;Niedersachsen;3457017;Ostrhauderfehn; 10 452; 5 141; 5 311;;;;;;
3;Niedersachsen;3457018;Rhauderfehn; 17 257; 8 501; 8 756;;;;;;
3;Niedersachsen;3457019;Schwerinsdorf;726;358;368;;;;;;
3;Niedersachsen;3457020;Uplengen; 11 359; 5 640; 5 719;;;;;;
3;Niedersachsen;3457021;Weener, Stadt; 15 479; 7 694; 7 785;;;;;;
3;Niedersachsen;3457022;Westoverledingen; 19 698; 9 795; 9 903;;;;;;
3;Niedersachsen;3457024;Bunde; 7 530; 3 732; 3 798;;;;;;
3;Niedersachsen;3458001;Beckeln;828;423;405;;;;;;
3;Niedersachsen;3458002;Colnrade;787;420;367;;;;;;
3;Niedersachsen;3458003;Dötlingen; 6 046; 2 996; 3 050;;;;;;
3;Niedersachsen;3458004;Dünsen; 1 169;579;590;;;;;;
3;Niedersachsen;3458005;Ganderkesee; 30 293; 14 863; 15 430;;;;;;
3;Niedersachsen;3458006;Groß Ippener; 1 043;529;514;;;;;;
3;Niedersachsen;3458007;Großenkneten; 14 048; 6 905; 7 143;;;;;;
3;Niedersachsen;3458008;Harpstedt, Flecken; 4 726; 2 281; 2 445;;;;;;
3;Niedersachsen;3458009;Hatten; 13 645; 6 767; 6 878;;;;;;
3;Niedersachsen;3458010;Hude (Oldb); 15 829; 7 898; 7 931;;;;;;
3;Niedersachsen;3458011;Kirchseelte; 1 170;578;592;;;;;;
3;Niedersachsen;3458012;Prinzhöfte;705;349;356;;;;;;
3;Niedersachsen;3458013;Wardenburg; 15 538; 7 569; 7 969;;;;;;
3;Niedersachsen;3458014;Wildeshausen, Stadt; 18 888; 9 280; 9 608;;;;;;
3;Niedersachsen;3458015;Winkelsett;550;284;266;;;;;;
3;Niedersachsen;3459001;Alfhausen; 3 776; 1 915; 1 861;;;;;;
3;Niedersachsen;3459002;Ankum; 7 104; 3 518; 3 586;;;;;;
3;Niedersachsen;3459003;Bad Essen; 15 102; 7 398; 7 704;;;;;;
3;Niedersachsen;3459004;Bad Iburg, Stadt; 10 586; 5 071; 5 515;;;;;;
3;Niedersachsen;3459005;Bad Laer; 9 136; 4 478; 4 658;;;;;;
3;Niedersachsen;3459006;Bad Rothenfelde; 7 530; 3 532; 3 998;;;;;;
3;Niedersachsen;3459007;Badbergen; 4 436; 2 332; 2 104;;;;;;
3;Niedersachsen;3459008;Belm; 13 420; 6 554; 6 866;;;;;;
3;Niedersachsen;3459009;Berge; 3 619; 1 814; 1 805;;;;;;
3;Niedersachsen;3459010;Bersenbrück, Stadt; 7 841; 3 886; 3 955;;;;;;
3;Niedersachsen;3459011;Bippen; 2 975; 1 475; 1 500;;;;;;
3;Niedersachsen;3459012;Bissendorf; 14 346; 7 067; 7 279;;;;;;
3;Niedersachsen;3459013;Bohmte; 12 706; 6 321; 6 385;;;;;;
3;Niedersachsen;3459014;Bramsche, Stadt; 30 217; 14 923; 15 294;;;;;;
3;Niedersachsen;3459015;Dissen am Teutoburger Wald, Stadt; 9 334; 4 670; 4 664;;;;;;
3;Niedersachsen;3459016;Eggermühlen; 1 721;868;853;;;;;;
3;Niedersachsen;3459017;Fürstenau, Stadt; 9 140; 4 466; 4 674;;;;;;
3;Niedersachsen;3459018;Gehrde; 2 486; 1 243; 1 243;;;;;;
3;Niedersachsen;3459019;Georgsmarienhütte, Stadt; 31 984; 15 608; 16 376;;;;;;
3;Niedersachsen;3459020;Hagen am Teutoburger Wald; 13 629; 6 666; 6 963;;;;;;
3;Niedersachsen;3459021;Hasbergen; 10 965; 5 311; 5 654;;;;;;
3;Niedersachsen;3459022;Hilter am Teutoburger Wald; 10 205; 5 049; 5 156;;;;;;
3;Niedersachsen;3459023;Kettenkamp; 1 687;878;809;;;;;;
3;Niedersachsen;3459024;Melle, Stadt; 45 878; 22 621; 23 257;;;;;;
3;Niedersachsen;3459025;Menslage; 2 476; 1 255; 1 221;;;;;;
3;Niedersachsen;3459026;Merzen; 3 925; 2 030; 1 895;;;;;;
3;Niedersachsen;3459027;Neuenkirchen; 4 483; 2 240; 2 243;;;;;;
3;Niedersachsen;3459028;Nortrup; 2 951; 1 486; 1 465;;;;;;
3;Niedersachsen;3459029;Ostercappeln; 9 480; 4 682; 4 798;;;;;;
3;Niedersachsen;3459030;Quakenbrück, Stadt; 12 452; 6 159; 6 293;;;;;;
3;Niedersachsen;3459031;Rieste; 3 246; 1 621; 1 625;;;;;;
3;Niedersachsen;3459032;Voltlage; 1 764;914;850;;;;;;
3;Niedersachsen;3459033;Wallenhorst; 23 109; 11 268; 11 841;;;;;;
3;Niedersachsen;3459034;Glandorf; 6 709; 3 433; 3 276;;;;;;
3;Niedersachsen;3460001;Bakum; 5 915; 2 995; 2 920;;;;;;
3;Niedersachsen;3460002;Damme, Stadt; 16 287; 8 103; 8 184;;;;;;
3;Niedersachsen;3460003;Dinklage, Stadt; 12 596; 6 347; 6 249;;;;;;
3;Niedersachsen;3460004;Goldenstedt; 9 282; 4 675; 4 607;;;;;;
3;Niedersachsen;3460005;Holdorf; 6 546; 3 308; 3 238;;;;;;
3;Niedersachsen;3460006;Lohne (Oldenburg), Stadt; 25 045; 12 540; 12 505;;;;;;
3;Niedersachsen;3460007;Neuenkirchen-Vörden; 7 832; 3 937; 3 895;;;;;;
3;Niedersachsen;3460008;Steinfeld (Oldenburg); 9 584; 4 850; 4 734;;;;;;
3;Niedersachsen;3460009;Vechta, Stadt; 30 423; 14 976; 15 447;;;;;;
3;Niedersachsen;3460010;Visbek; 9 242; 4 703; 4 539;;;;;;
3;Niedersachsen;3461001;Berne; 6 917; 3 462; 3 455;;;;;;
3;Niedersachsen;3461002;Brake (Unterweser), Stadt; 15 038; 7 302; 7 736;;;;;;
3;Niedersachsen;3461003;Butjadingen; 6 251; 3 068; 3 183;;;;;;
3;Niedersachsen;3461004;Elsfleth, Stadt; 9 144; 4 673; 4 471;;;;;;
3;Niedersachsen;3461005;Jade; 5 786; 2 903; 2 883;;;;;;
3;Niedersachsen;3461006;Lemwerder; 6 942; 3 465; 3 477;;;;;;
3;Niedersachsen;3461007;Nordenham, Stadt; 26 416; 13 048; 13 368;;;;;;
3;Niedersachsen;3461008;Ovelgönne; 5 513; 2 760; 2 753;;;;;;
3;Niedersachsen;3461009;Stadland; 7 520; 3 758; 3 762;;;;;;
3;Niedersachsen;3462001;Blomberg; 1 669;823;846;;;;;;
3;Niedersachsen;3462002;Dunum; 1 115;530;585;;;;;;
3;Niedersachsen;3462003;Esens, Stadt; 7 247; 3 362; 3 885;;;;;;
3;Niedersachsen;3462004;Eversmeer;813;411;402;;;;;;
3;Niedersachsen;3462005;Friedeburg; 10 135; 4 974; 5 161;;;;;;
3;Niedersachsen;3462006;Holtgast; 1 735;873;862;;;;;;
3;Niedersachsen;3462007;Langeoog; 1 731;808;923;;;;;;
3;Niedersachsen;3462008;Moorweg;849;418;431;;;;;;
3;Niedersachsen;3462009;Nenndorf;744;355;389;;;;;;
3;Niedersachsen;3462010;Neuharlingersiel; 1 021;497;524;;;;;;
3;Niedersachsen;3462011;Neuschoo; 1 157;590;567;;;;;;
3;Niedersachsen;3462012;Ochtersum;930;469;461;;;;;;
3;Niedersachsen;3462013;Schweindorf;685;328;357;;;;;;
3;Niedersachsen;3462014;Spiekeroog;748;365;383;;;;;;
3;Niedersachsen;3462015;Stedesdorf; 1 560;798;762;;;;;;
3;Niedersachsen;3462016;Utarp;637;322;315;;;;;;
3;Niedersachsen;3462017;Werdum;744;367;377;;;;;;
3;Niedersachsen;3462018;Westerholt; 2 514; 1 207; 1 307;;;;;;
3;Niedersachsen;3462019;Wittmund, Stadt; 20 538; 10 002; 10 536;;;;;;
4;Bremen;4011000;Bremen, Stadt; 544 043; 264 247; 279 796;;;;;;
4;Bremen;4012000;Bremerhaven, Stadt; 108 139; 52 813; 55 326;;;;;;
5;Nordrhein-Westfalen;5111000;Düsseldorf, Stadt; 589 649; 282 936; 306 713;;;;;;
5;Nordrhein-Westfalen;5112000;Duisburg, Stadt; 487 470; 237 357; 250 113;;;;;;
5;Nordrhein-Westfalen;5113000;Essen, Stadt; 565 900; 270 649; 295 251;;;;;;
5;Nordrhein-Westfalen;5114000;Krefeld, Stadt; 221 864; 106 572; 115 292;;;;;;
5;Nordrhein-Westfalen;5116000;Mönchengladbach, Stadt; 254 834; 123 592; 131 242;;;;;;
5;Nordrhein-Westfalen;5117000;Mülheim an der Ruhr, Stadt; 166 804; 79 198; 87 606;;;;;;
5;Nordrhein-Westfalen;5119000;Oberhausen, Stadt; 210 256; 102 177; 108 079;;;;;;
5;Nordrhein-Westfalen;5120000;Remscheid, Stadt; 110 132; 53 612; 56 520;;;;;;
5;Nordrhein-Westfalen;5122000;Solingen, Stadt; 155 080; 74 348; 80 732;;;;;;
5;Nordrhein-Westfalen;5124000;Wuppertal, Stadt; 342 570; 164 856; 177 714;;;;;;
5;Nordrhein-Westfalen;5154004;Bedburg-Hau; 12 608; 6 410; 6 198;;;;;;
5;Nordrhein-Westfalen;5154008;Emmerich am Rhein, Stadt; 29 944; 14 883; 15 061;;;;;;
5;Nordrhein-Westfalen;5154012;Geldern, Stadt; 32 889; 16 246; 16 643;;;;;;
5;Nordrhein-Westfalen;5154016;Goch, Stadt; 32 750; 16 258; 16 492;;;;;;
5;Nordrhein-Westfalen;5154020;Issum; 11 848; 5 735; 6 113;;;;;;
5;Nordrhein-Westfalen;5154024;Kalkar, Stadt; 13 705; 6 764; 6 941;;;;;;
5;Nordrhein-Westfalen;5154028;Kerken; 12 521; 6 142; 6 379;;;;;;
5;Nordrhein-Westfalen;5154032;Kevelaer, Stadt; 27 553; 13 396; 14 157;;;;;;
5;Nordrhein-Westfalen;5154036;Kleve, Stadt; 47 622; 23 134; 24 488;;;;;;
5;Nordrhein-Westfalen;5154040;Kranenburg; 10 164; 5 061; 5 103;;;;;;
5;Nordrhein-Westfalen;5154044;Rees, Stadt; 21 402; 10 489; 10 913;;;;;;
5;Nordrhein-Westfalen;5154048;Rheurdt; 6 685; 3 315; 3 370;;;;;;
5;Nordrhein-Westfalen;5154052;Straelen, Stadt; 15 350; 7 624; 7 726;;;;;;
5;Nordrhein-Westfalen;5154056;Uedem; 8 136; 4 034; 4 102;;;;;;
5;Nordrhein-Westfalen;5154060;Wachtendonk; 7 856; 3 860; 3 996;;;;;;
5;Nordrhein-Westfalen;5154064;Weeze; 10 138; 5 051; 5 087;;;;;;
5;Nordrhein-Westfalen;5158004;Erkrath, Stadt; 43 812; 20 841; 22 971;;;;;;
5;Nordrhein-Westfalen;5158008;Haan, Stadt; 29 794; 14 198; 15 596;;;;;;
5;Nordrhein-Westfalen;5158012;Heiligenhaus, Stadt; 25 479; 12 345; 13 134;;;;;;
5;Nordrhein-Westfalen;5158016;Hilden, Stadt; 54 500; 26 222; 28 278;;;;;;
5;Nordrhein-Westfalen;5158020;Langenfeld (Rheinland), Stadt; 56 989; 27 568; 29 421;;;;;;
5;Nordrhein-Westfalen;5158024;Mettmann, Stadt; 37 874; 18 176; 19 698;;;;;;
5;Nordrhein-Westfalen;5158026;Monheim am Rhein, Stadt; 40 254; 19 281; 20 973;;;;;;
5;Nordrhein-Westfalen;5158028;Ratingen, Stadt; 86 882; 41 312; 45 570;;;;;;
5;Nordrhein-Westfalen;5158032;Velbert, Stadt; 81 192; 39 366; 41 826;;;;;;
5;Nordrhein-Westfalen;5158036;Wülfrath, Stadt; 21 143; 10 181; 10 962;;;;;;
5;Nordrhein-Westfalen;5162004;Dormagen, Stadt; 62 312; 30 637; 31 675;;;;;;
5;Nordrhein-Westfalen;5162008;Grevenbroich, Stadt; 61 374; 29 736; 31 638;;;;;;
5;Nordrhein-Westfalen;5162012;Jüchen; 22 177; 10 922; 11 255;;;;;;
5;Nordrhein-Westfalen;5162016;Kaarst, Stadt; 41 941; 20 032; 21 909;;;;;;
5;Nordrhein-Westfalen;5162020;Korschenbroich, Stadt; 32 026; 15 492; 16 534;;;;;;
5;Nordrhein-Westfalen;5162022;Meerbusch, Stadt; 54 378; 25 802; 28 576;;;;;;
5;Nordrhein-Westfalen;5162024;Neuss, Stadt; 151 070; 72 805; 78 265;;;;;;
5;Nordrhein-Westfalen;5162028;Rommerskirchen; 12 454; 6 100; 6 354;;;;;;
5;Nordrhein-Westfalen;5166004;Brüggen; 15 486; 7 556; 7 930;;;;;;
5;Nordrhein-Westfalen;5166008;Grefrath; 14 915; 7 283; 7 632;;;;;;
5;Nordrhein-Westfalen;5166012;Kempen, Stadt; 34 937; 16 935; 18 002;;;;;;
5;Nordrhein-Westfalen;5166016;Nettetal, Stadt; 41 429; 20 338; 21 091;;;;;;
5;Nordrhein-Westfalen;5166020;Niederkrüchten; 15 049; 7 311; 7 738;;;;;;
5;Nordrhein-Westfalen;5166024;Schwalmtal; 18 965; 9 278; 9 687;;;;;;
5;Nordrhein-Westfalen;5166028;Tönisvorst, Stadt; 29 551; 14 382; 15 169;;;;;;
5;Nordrhein-Westfalen;5166032;Viersen, Stadt; 74 974; 35 923; 39 051;;;;;;
5;Nordrhein-Westfalen;5166036;Willich, Stadt; 50 676; 24 489; 26 187;;;;;;
5;Nordrhein-Westfalen;5170004;Alpen; 12 769; 6 264; 6 505;;;;;;
5;Nordrhein-Westfalen;5170008;Dinslaken, Stadt; 67 743; 32 653; 35 090;;;;;;
5;Nordrhein-Westfalen;5170012;Hamminkeln, Stadt; 26 372; 13 028; 13 344;;;;;;
5;Nordrhein-Westfalen;5170016;Hünxe; 13 517; 6 603; 6 914;;;;;;
5;Nordrhein-Westfalen;5170020;Kamp-Lintfort, Stadt; 37 166; 18 100; 19 066;;;;;;
5;Nordrhein-Westfalen;5170024;Moers, Stadt; 103 831; 50 053; 53 778;;;;;;
5;Nordrhein-Westfalen;5170028;Neukirchen-Vluyn, Stadt; 27 134; 12 996; 14 138;;;;;;
5;Nordrhein-Westfalen;5170032;Rheinberg, Stadt; 30 836; 14 994; 15 842;;;;;;
5;Nordrhein-Westfalen;5170036;Schermbeck; 13 376; 6 533; 6 843;;;;;;
5;Nordrhein-Westfalen;5170040;Sonsbeck; 8 655; 4 223; 4 432;;;;;;
5;Nordrhein-Westfalen;5170044;Voerde (Niederrhein), Stadt; 36 891; 17 979; 18 912;;;;;;
5;Nordrhein-Westfalen;5170048;Wesel, Stadt; 60 227; 29 080; 31 147;;;;;;
5;Nordrhein-Westfalen;5170052;Xanten, Stadt; 21 223; 10 353; 10 870;;;;;;
5;Nordrhein-Westfalen;5314000;Bonn, Stadt; 307 530; 145 269; 162 261;;;;;;
5;Nordrhein-Westfalen;5315000;Köln, Stadt;1 013 665; 491 665; 522 000;;;;;;
5;Nordrhein-Westfalen;5316000;Leverkusen, Stadt; 159 373; 76 959; 82 414;;;;;;
5;Nordrhein-Westfalen;5334002;Aachen, Stadt; 238 665; 121 749; 116 916;;;;;;
5;Nordrhein-Westfalen;5334004;Alsdorf, Stadt; 46 434; 22 735; 23 699;;;;;;
5;Nordrhein-Westfalen;5334008;Baesweiler, Stadt; 26 405; 12 787; 13 618;;;;;;
5;Nordrhein-Westfalen;5334012;Eschweiler, Stadt; 54 651; 26 431; 28 220;;;;;;
5;Nordrhein-Westfalen;5334016;Herzogenrath, Stadt; 46 601; 22 540; 24 061;;;;;;
5;Nordrhein-Westfalen;5334020;Monschau, Stadt; 12 042; 5 925; 6 117;;;;;;
5;Nordrhein-Westfalen;5334024;Roetgen; 8 336; 4 070; 4 266;;;;;;
5;Nordrhein-Westfalen;5334028;Simmerath; 15 026; 7 425; 7 601;;;;;;
5;Nordrhein-Westfalen;5334032;Stolberg (Rhld.), Stadt; 56 044; 27 520; 28 524;;;;;;
5;Nordrhein-Westfalen;5334036;Würselen, Stadt; 37 317; 18 199; 19 118;;;;;;
5;Nordrhein-Westfalen;5358004;Aldenhoven; 13 745; 6 863; 6 882;;;;;;
5;Nordrhein-Westfalen;5358008;Düren, Stadt; 88 567; 43 419; 45 148;;;;;;
5;Nordrhein-Westfalen;5358012;Heimbach, Stadt; 4 397; 2 176; 2 221;;;;;;
5;Nordrhein-Westfalen;5358016;Hürtgenwald; 8 647; 4 297; 4 350;;;;;;
5;Nordrhein-Westfalen;5358020;Inden; 6 935; 3 384; 3 551;;;;;;
5;Nordrhein-Westfalen;5358024;Jülich, Stadt; 31 909; 15 663; 16 246;;;;;;
5;Nordrhein-Westfalen;5358028;Kreuzau; 17 196; 8 424; 8 772;;;;;;
5;Nordrhein-Westfalen;5358032;Langerwehe; 13 410; 6 614; 6 796;;;;;;
5;Nordrhein-Westfalen;5358036;Linnich, Stadt; 12 665; 6 250; 6 415;;;;;;
5;Nordrhein-Westfalen;5358040;Merzenich; 9 842; 4 845; 4 997;;;;;;
5;Nordrhein-Westfalen;5358044;Nideggen, Stadt; 9 860; 4 813; 5 047;;;;;;
5;Nordrhein-Westfalen;5358048;Niederzier; 13 672; 6 740; 6 932;;;;;;
5;Nordrhein-Westfalen;5358052;Nörvenich; 10 466; 5 137; 5 329;;;;;;
5;Nordrhein-Westfalen;5358056;Titz; 8 260; 4 079; 4 181;;;;;;
5;Nordrhein-Westfalen;5358060;Vettweiß; 8 953; 4 454; 4 499;;;;;;
5;Nordrhein-Westfalen;5362004;Bedburg, Stadt; 22 988; 11 287; 11 701;;;;;;
5;Nordrhein-Westfalen;5362008;Bergheim, Stadt; 58 749; 28 758; 29 991;;;;;;
5;Nordrhein-Westfalen;5362012;Brühl, Stadt; 43 483; 20 616; 22 867;;;;;;
5;Nordrhein-Westfalen;5362016;Elsdorf, Stadt; 20 820; 10 176; 10 644;;;;;;
5;Nordrhein-Westfalen;5362020;Erftstadt, Stadt; 49 172; 23 712; 25 460;;;;;;
5;Nordrhein-Westfalen;5362024;Frechen, Stadt; 50 141; 24 200; 25 941;;;;;;
5;Nordrhein-Westfalen;5362028;Hürth, Stadt; 55 581; 26 793; 28 788;;;;;;
5;Nordrhein-Westfalen;5362032;Kerpen, Stadt; 63 569; 31 177; 32 392;;;;;;
5;Nordrhein-Westfalen;5362036;Pulheim, Stadt; 53 208; 25 732; 27 476;;;;;;
5;Nordrhein-Westfalen;5362040;Wesseling, Stadt; 35 081; 17 221; 17 860;;;;;;
5;Nordrhein-Westfalen;5366004;Bad Münstereifel, Stadt; 17 431; 8 494; 8 937;;;;;;
5;Nordrhein-Westfalen;5366008;Blankenheim; 8 607; 4 329; 4 278;;;;;;
5;Nordrhein-Westfalen;5366012;Dahlem; 4 210; 2 073; 2 137;;;;;;
5;Nordrhein-Westfalen;5366016;Euskirchen, Stadt; 55 437; 27 098; 28 339;;;;;;
5;Nordrhein-Westfalen;5366020;Hellenthal; 8 207; 4 128; 4 079;;;;;;
5;Nordrhein-Westfalen;5366024;Kall; 11 336; 5 583; 5 753;;;;;;
